Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,7,10,2,70.00,22.22,4,57.14,2026-06-03
1003 AP PUERTO VALLARTA ESCALA,3,1,1,2,100.00,66.67,1,100.00,2026-06-03
1004 AP MERIDA,2,1,2,0,50.00,0.00,1,100.00,2026-06-03
1010 AP CDMX BJ T2,12,3,8,4,37.50,57.14,3,100.00,2026-06-03
1015 CC GUADALAJARA PLAZA ANDARES,4,1,2,2,50.00,66.67,0,0.00,2026-06-03
1017 CC MORELIA AMERICAS,8,3,5,3,60.00,50.00,3,100.00,2026-06-03
1018 CC MERIDA ALTABRISA,4,1,1,3,100.00,75.00,1,100.00,2026-06-03
1020 AP GUADALAJARA ISLA,14,7,14,0,50.00,0.00,5,71.43,2026-06-03
1021 CC PUEBLA ANGELOPOLIS,2,1,1,1,100.00,50.00,1,100.00,2026-06-03
1023 CC SAN LUIS POTOSÍ,7,6,6,1,100.00,14.29,6,100.00,2026-06-03
1024 CC VILLAHERMOSA ALTABRISA,1,1,1,0,100.00,0.00,1,100.00,2026-06-03
1025 CC MERIDA GALERIAS,3,0,1,2,0.00,100.00,0,0.00,2026-06-03
1026 AP VILLAHERMOSA,3,3,3,0,100.00,0.00,3,100.00,2026-06-03
1030 AP CULIACÁN,3,0,1,2,0.00,100.00,0,0.00,2026-06-03
1031 CC CDMX FORUM BUENAVISTA,3,2,3,0,66.67,0.00,2,100.00,2026-06-03
1032 CC CAMPECHE GALERIAS,3,2,3,0,66.67,0.00,2,100.00,2026-06-03
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-06-03
1036 CC CULIACÁN PLAZA FORUM,3,2,2,1,100.00,33.33,2,100.00,2026-06-03
1037 AP CANCÚN SALA AIRE,5,0,5,0,0.00,0.00,0,0.00,2026-06-03
1038 AP LOS CABOS,4,1,3,1,33.33,50.00,1,100.00,2026-06-03
1044 CC MERIDA LA ISLA,2,1,1,1,100.00,50.00,1,100.00,2026-06-03
1045 CC TUXTLA FASHION MALL,2,0,0,2,0.00,100.00,0,0.00,2026-06-03
1046 CC CABOS PUERTO PARAISO,7,4,4,3,100.00,42.86,4,100.00,2026-06-03
1047 CC GUADALAJARA PLAZA PATRIA,5,3,3,2,100.00,40.00,3,100.00,2026-06-03
1048 AP DEL BAJIO,5,1,4,1,25.00,50.00,0,0.00,2026-06-03
1049 CC GUADALAJARA LA PERLA,4,3,3,1,100.00,25.00,3,100.00,2026-06-03
1052 CC CDMX LAS ANTENAS,2,2,2,0,100.00,0.00,2,100.00,2026-06-03
1053 CC VERACRUZ ANDAMAR,4,2,3,1,66.67,33.33,2,100.00,2026-06-03
1054 CC CDMX PARQUE LINDAVISTA,3,2,2,1,100.00,33.33,2,100.00,2026-06-03
1055 CC CDMX PARQUE VIA VALLEJO,1,0,0,1,0.00,100.00,0,0.00,2026-06-03
1058 AP TIJUANA AMBULATORIO,9,4,8,1,50.00,20.00,4,100.00,2026-06-03
1064 CC CDMX SATÉLITE,3,1,1,2,100.00,66.67,1,100.00,2026-06-03
1065 CC CDMX PARQUE TEPEYAC,7,5,6,1,83.33,16.67,5,100.00,2026-06-03
1066 CC CANCUN AMERICAS,5,2,2,3,100.00,60.00,2,100.00,2026-06-03
1067 AP AERO DF AMBULATORIO T1,8,1,6,2,16.67,66.67,1,100.00,2026-06-03
1068 AP AERO MERIDA AMBULATORIO,5,3,3,2,100.00,40.00,3,100.00,2026-06-03
1069 AP TIJUANA ISLA,4,2,4,0,50.00,0.00,1,50.00,2026-06-03
2001 TC GUADALAJARA CAÑADAS,10,3,5,5,60.00,62.50,3,100.00,2026-06-03
2008 CC CDMX PUNTA NORTE,5,3,5,0,60.00,0.00,3,100.00,2026-06-03
2009 CC CANCÚN PASEOS,12,7,7,5,100.00,41.67,7,100.00,2026-06-03
2011 TC GUADALAJARA TESISTÁN,7,4,4,3,100.00,42.86,4,100.00,2026-06-03
2012 CC LERMA PLAZAS OUTLET,10,4,8,2,50.00,33.33,4,100.00,2026-06-03
2014 CC CUERNAVACA FORUM,9,3,5,4,60.00,57.14,3,100.00,2026-06-03
2015 EXPLANADA PACHUCA,4,0,1,3,0.00,100.00,0,0.00,2026-06-03
2016 CC QUERETARO PREMIUM OUTLETS,3,1,3,0,33.33,0.00,1,100.00,2026-06-03
2018 CC EXPLANADA CULIACAN,10,3,4,6,75.00,66.67,2,66.67,2026-06-03
2021 CC CDMX PORTAL CENTRO,4,3,4,0,75.00,0.00,1,33.33,2026-06-03
2022 CC LEON NUEVO MULZA,2,1,2,0,50.00,0.00,1,100.00,2026-06-03
2023 CC OUTLET RIVIERA MAYA,3,0,2,1,0.00,100.00,0,0.00,2026-06-03
2024 CC OUTLET LEON,2,0,0,2,0.00,100.00,0,0.00,2026-06-03
2050 TC GUADALAJARA MFS VALLARTA,5,3,4,1,75.00,25.00,3,100.00,2026-06-03
