Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,10,5,8,2,62.50,28.57,1,20.00,2026-04-22
1002 AP PUERTO VALLARTA LOCAL,2,2,2,0,100.00,0.00,1,50.00,2026-04-22
1003 AP PUERTO VALLARTA ESCALA,2,1,2,0,50.00,0.00,0,0.00,2026-04-22
1004 AP MERIDA,4,2,4,0,50.00,0.00,1,50.00,2026-04-22
1010 AP CDMX BJ T2,8,6,8,0,75.00,0.00,6,100.00,2026-04-22
1015 CC GUADALAJARA PLAZA ANDARES,4,1,2,2,50.00,66.67,1,100.00,2026-04-22
1017 CC MORELIA AMERICAS,11,2,3,8,66.67,80.00,2,100.00,2026-04-22
1018 CC MERIDA ALTABRISA,7,2,2,5,100.00,71.43,2,100.00,2026-04-22
1020 AP GUADALAJARA ISLA,8,4,8,0,50.00,0.00,3,75.00,2026-04-22
1021 CC PUEBLA ANGELOPOLIS,7,1,2,5,50.00,83.33,1,100.00,2026-04-22
1023 CC SAN LUIS POTOSÍ,3,2,2,1,100.00,33.33,2,100.00,2026-04-22
1024 CC VILLAHERMOSA ALTABRISA,4,1,1,3,100.00,75.00,1,100.00,2026-04-22
1026 AP VILLAHERMOSA,4,3,3,1,100.00,25.00,3,100.00,2026-04-22
1030 AP CULIACÁN,3,1,2,1,50.00,50.00,1,100.00,2026-04-22
1031 CC CDMX FORUM BUENAVISTA,5,2,2,3,100.00,60.00,2,100.00,2026-04-22
1032 CC CAMPECHE GALERIAS,4,2,2,2,100.00,50.00,2,100.00,2026-04-22
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-04-22
1036 CC CULIACÁN PLAZA FORUM,2,1,1,1,100.00,50.00,1,100.00,2026-04-22
1037 AP CANCÚN SALA AIRE,8,2,8,0,25.00,0.00,2,100.00,2026-04-22
1038 AP LOS CABOS,3,0,2,1,0.00,100.00,0,0.00,2026-04-22
1044 CC MERIDA LA ISLA,5,1,4,1,25.00,50.00,1,100.00,2026-04-22
1045 CC TUXTLA FASHION MALL,7,5,5,2,100.00,28.57,5,100.00,2026-04-22
1046 CC CABOS PUERTO PARAISO,14,4,7,7,57.14,63.64,4,100.00,2026-04-22
1047 CC GUADALAJARA PLAZA PATRIA,3,2,3,0,66.67,0.00,2,100.00,2026-04-22
1048 AP DEL BAJIO,3,2,2,1,100.00,33.33,1,50.00,2026-04-22
1049 CC GUADALAJARA LA PERLA,2,2,2,0,100.00,0.00,2,100.00,2026-04-22
1052 CC CDMX LAS ANTENAS,3,2,3,0,66.67,0.00,2,100.00,2026-04-22
1053 CC VERACRUZ ANDAMAR,5,1,3,2,33.33,66.67,1,100.00,2026-04-22
1054 CC CDMX PARQUE LINDAVISTA,8,3,4,4,75.00,57.14,3,100.00,2026-04-22
1055 CC CDMX PARQUE VIA VALLEJO,2,1,1,1,100.00,50.00,1,100.00,2026-04-22
1058 AP TIJUANA AMBULATORIO,4,3,3,1,100.00,25.00,2,66.67,2026-04-22
1064 CC CDMX SATÉLITE,2,1,2,0,50.00,0.00,1,100.00,2026-04-22
1065 CC CDMX PARQUE TEPEYAC,6,5,5,1,100.00,16.67,5,100.00,2026-04-22
1066 CC CANCUN AMERICAS,7,5,6,1,83.33,16.67,5,100.00,2026-04-22
1067 AP AERO DF AMBULATORIO T1,7,2,6,1,33.33,33.33,2,100.00,2026-04-22
1068 AP AERO MERIDA AMBULATORIO,3,0,2,1,0.00,100.00,0,0.00,2026-04-22
1069 AP TIJUANA ISLA,6,3,5,1,60.00,25.00,2,66.67,2026-04-22
2001 TC GUADALAJARA CAÑADAS,10,5,5,5,100.00,50.00,5,100.00,2026-04-22
2004 CC LEON MULZA,8,3,5,3,60.00,50.00,3,100.00,2026-04-22
2008 CC CDMX PUNTA NORTE,8,2,7,1,28.57,33.33,2,100.00,2026-04-22
2009 CC CANCÚN PASEOS,8,7,7,1,100.00,12.50,7,100.00,2026-04-22
2011 TC GUADALAJARA TESISTÁN,4,4,4,0,100.00,0.00,4,100.00,2026-04-22
2012 CC LERMA PLAZAS OUTLET,9,5,7,2,71.43,28.57,5,100.00,2026-04-22
2014 CC CUERNAVACA FORUM,11,4,5,6,80.00,60.00,4,100.00,2026-04-22
2015 EXPLANADA PACHUCA,7,4,5,2,80.00,33.33,4,100.00,2026-04-22
2016 CC QUERETARO PREMIUM OUTLETS,8,3,4,4,75.00,57.14,2,66.67,2026-04-22
2018 CC EXPLANADA CULIACAN,7,2,3,4,66.67,66.67,2,100.00,2026-04-22
2021 CC CDMX PORTAL CENTRO,9,2,3,6,66.67,75.00,2,100.00,2026-04-22
2022 CC LEON NUEVO MULZA,10,0,6,4,0.00,100.00,0,0.00,2026-04-22
2023 CC OUTLET RIVIERA MAYA,8,2,7,1,28.57,33.33,2,100.00,2026-04-22
2024 CC OUTLET LEON,2,1,1,1,100.00,50.00,1,100.00,2026-04-22
2050 TC GUADALAJARA MFS VALLARTA,9,2,8,1,25.00,33.33,2,100.00,2026-04-22
