Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,17,9,13,4,69.23,30.77,6,66.67,2026-03-14
1002 AP PUERTO VALLARTA LOCAL,3,2,3,0,66.67,0.00,1,50.00,2026-03-14
1003 AP PUERTO VALLARTA ESCALA,5,1,3,2,33.33,66.67,1,100.00,2026-03-14
1004 AP MERIDA,8,3,7,1,42.86,25.00,2,66.67,2026-03-14
1010 AP CDMX BJ T2,14,6,14,0,42.86,0.00,6,100.00,2026-03-14
1015 CC GUADALAJARA PLAZA ANDARES,6,6,6,0,100.00,0.00,0,0.00,2026-03-14
1017 CC MORELIA AMERICAS,14,9,9,5,100.00,35.71,9,100.00,2026-03-14
1018 CC MERIDA ALTABRISA,7,4,4,3,100.00,42.86,3,75.00,2026-03-14
1020 AP GUADALAJARA ISLA,9,3,6,3,50.00,50.00,1,33.33,2026-03-14
1021 CC PUEBLA ANGELOPOLIS,11,5,8,3,62.50,37.50,4,80.00,2026-03-14
1023 CC SAN LUIS POTOSÍ,5,1,1,4,100.00,80.00,0,0.00,2026-03-14
1024 CC VILLAHERMOSA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-03-14
1025 CC MERIDA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-03-14
1026 AP VILLAHERMOSA,4,1,2,2,50.00,66.67,1,100.00,2026-03-14
1030 AP CULIACÁN,5,0,4,1,0.00,100.00,0,0.00,2026-03-14
1031 CC CDMX FORUM BUENAVISTA,9,5,6,3,83.33,37.50,5,100.00,2026-03-14
1032 CC CAMPECHE GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-03-14
1034 CC QUERETARO PLAZA ANTEA,4,1,2,2,50.00,66.67,1,100.00,2026-03-14
1036 CC CULIACÁN PLAZA FORUM,4,4,4,0,100.00,0.00,4,100.00,2026-03-14
1037 AP CANCÚN SALA AIRE,14,0,14,0,0.00,0.00,0,0.00,2026-03-14
1038 AP LOS CABOS,7,4,6,1,66.67,20.00,4,100.00,2026-03-14
1042 CC GUADALAJARA GALERIAS,1,0,0,1,0.00,100.00,0,0.00,2026-03-14
1044 CC MERIDA LA ISLA,8,3,5,3,60.00,50.00,3,100.00,2026-03-14
1045 CC TUXTLA FASHION MALL,5,0,0,5,0.00,100.00,0,0.00,2026-03-14
1046 CC CABOS PUERTO PARAISO,19,9,10,9,90.00,50.00,9,100.00,2026-03-14
1047 CC GUADALAJARA PLAZA PATRIA,4,2,3,1,66.67,33.33,2,100.00,2026-03-14
1048 AP DEL BAJIO,4,0,1,3,0.00,100.00,0,0.00,2026-03-14
1049 CC GUADALAJARA LA PERLA,6,6,6,0,100.00,0.00,6,100.00,2026-03-14
1052 CC CDMX LAS ANTENAS,9,4,7,2,57.14,33.33,3,75.00,2026-03-14
1053 CC VERACRUZ ANDAMAR,3,1,3,0,33.33,0.00,1,100.00,2026-03-14
1054 CC CDMX PARQUE LINDAVISTA,7,5,6,1,83.33,16.67,5,100.00,2026-03-14
1055 CC CDMX PARQUE VIA VALLEJO,9,2,4,5,50.00,71.43,2,100.00,2026-03-14
1058 AP TIJUANA AMBULATORIO,8,4,7,1,57.14,20.00,4,100.00,2026-03-14
1064 CC CDMX SATÉLITE,9,3,3,6,100.00,66.67,3,100.00,2026-03-14
1065 CC CDMX PARQUE TEPEYAC,7,6,6,1,100.00,14.29,6,100.00,2026-03-14
1066 CC CANCUN AMERICAS,13,7,9,4,77.78,36.36,7,100.00,2026-03-14
1067 AP AERO DF AMBULATORIO T1,7,0,7,0,0.00,0.00,0,0.00,2026-03-14
1068 AP AERO MERIDA AMBULATORIO,4,3,4,0,75.00,0.00,3,100.00,2026-03-14
1069 AP TIJUANA ISLA,5,3,5,0,60.00,0.00,2,66.67,2026-03-14
2001 TC GUADALAJARA CAÑADAS,4,0,0,4,0.00,100.00,0,0.00,2026-03-14
2004 CC LEON MULZA,33,20,29,4,68.97,16.67,18,90.00,2026-03-14
2008 CC CDMX PUNTA NORTE,17,0,10,7,0.00,100.00,0,0.00,2026-03-14
2009 CC CANCÚN PASEOS,30,11,16,14,68.75,56.00,11,100.00,2026-03-14
2011 TC GUADALAJARA TESISTÁN,5,3,3,2,100.00,40.00,3,100.00,2026-03-14
2012 CC LERMA PLAZAS OUTLET,45,19,37,8,51.35,29.63,18,94.74,2026-03-14
2014 CC CUERNAVACA FORUM,27,18,23,4,78.26,18.18,15,83.33,2026-03-14
2015 EXPLANADA PACHUCA,34,12,19,15,63.16,55.56,12,100.00,2026-03-14
2016 CC QUERETARO PREMIUM OUTLETS,33,15,28,5,53.57,25.00,15,100.00,2026-03-14
2018 CC EXPLANADA CULIACAN,18,10,12,6,83.33,37.50,8,80.00,2026-03-14
2021 CC CDMX PORTAL CENTRO,19,7,9,10,77.78,58.82,7,100.00,2026-03-14
2022 CC LEON NUEVO MULZA,26,8,22,4,36.36,33.33,8,100.00,2026-03-14
2023 CC OUTLET RIVIERA MAYA,21,7,18,3,38.89,30.00,7,100.00,2026-03-14
2024 CC OUTLET LEON,19,3,13,6,23.08,66.67,3,100.00,2026-03-14
2050 TC GUADALAJARA MFS VALLARTA,18,1,10,8,10.00,88.89,1,100.00,2026-03-14
