Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,7,8,5,87.50,41.67,2,28.57,2026-02-28
1002 AP PUERTO VALLARTA LOCAL,6,6,6,0,100.00,0.00,1,16.67,2026-02-28
1003 AP PUERTO VALLARTA ESCALA,5,1,4,1,25.00,50.00,1,100.00,2026-02-28
1004 AP MERIDA,7,3,4,3,75.00,50.00,2,66.67,2026-02-28
1010 AP CDMX BJ T2,7,2,5,2,40.00,50.00,2,100.00,2026-02-28
1015 CC GUADALAJARA PLAZA ANDARES,3,2,2,1,100.00,33.33,1,50.00,2026-02-28
1017 CC MORELIA AMERICAS,15,6,7,8,85.71,57.14,6,100.00,2026-02-28
1018 CC MERIDA ALTABRISA,8,2,2,6,100.00,75.00,2,100.00,2026-02-28
1020 AP GUADALAJARA ISLA,13,3,9,4,33.33,57.14,2,66.67,2026-02-28
1021 CC PUEBLA ANGELOPOLIS,12,8,9,3,88.89,27.27,8,100.00,2026-02-28
1023 CC SAN LUIS POTOSÍ,2,1,1,1,100.00,50.00,1,100.00,2026-02-28
1024 CC VILLAHERMOSA ALTABRISA,9,7,7,2,100.00,22.22,7,100.00,2026-02-28
1025 CC MERIDA GALERIAS,9,4,4,5,100.00,55.56,4,100.00,2026-02-28
1026 AP VILLAHERMOSA,5,4,4,1,100.00,20.00,4,100.00,2026-02-28
1030 AP CULIACÁN,5,0,2,3,0.00,100.00,0,0.00,2026-02-28
1031 CC CDMX FORUM BUENAVISTA,8,6,6,2,100.00,25.00,6,100.00,2026-02-28
1032 CC CAMPECHE GALERIAS,7,3,3,4,100.00,57.14,1,33.33,2026-02-28
1034 CC QUERETARO PLAZA ANTEA,9,4,4,5,100.00,55.56,4,100.00,2026-02-28
1036 CC CULIACÁN PLAZA FORUM,3,1,1,2,100.00,66.67,1,100.00,2026-02-28
1037 AP CANCÚN SALA AIRE,10,0,10,0,0.00,0.00,0,0.00,2026-02-28
1038 AP LOS CABOS,4,0,4,0,0.00,0.00,0,0.00,2026-02-28
1042 CC GUADALAJARA GALERIAS,4,1,1,3,100.00,75.00,0,0.00,2026-02-28
1044 CC MERIDA LA ISLA,1,0,1,0,0.00,0.00,0,0.00,2026-02-28
1045 CC TUXTLA FASHION MALL,6,1,1,5,100.00,83.33,1,100.00,2026-02-28
1046 CC CABOS PUERTO PARAISO,18,7,11,7,63.64,50.00,7,100.00,2026-02-28
1047 CC GUADALAJARA PLAZA PATRIA,9,7,9,0,77.78,0.00,7,100.00,2026-02-28
1048 AP DEL BAJIO,5,4,4,1,100.00,20.00,4,100.00,2026-02-28
1049 CC GUADALAJARA LA PERLA,12,10,11,1,90.91,9.09,10,100.00,2026-02-28
1052 CC CDMX LAS ANTENAS,9,4,5,4,80.00,50.00,3,75.00,2026-02-28
1053 CC VERACRUZ ANDAMAR,4,3,4,0,75.00,0.00,3,100.00,2026-02-28
1054 CC CDMX PARQUE LINDAVISTA,6,4,5,1,80.00,20.00,3,75.00,2026-02-28
1055 CC CDMX PARQUE VIA VALLEJO,10,6,7,3,85.71,33.33,6,100.00,2026-02-28
1058 AP TIJUANA AMBULATORIO,4,4,4,0,100.00,0.00,4,100.00,2026-02-28
1064 CC CDMX SATÉLITE,4,1,1,3,100.00,75.00,1,100.00,2026-02-28
1065 CC CDMX PARQUE TEPEYAC,16,7,7,9,100.00,56.25,7,100.00,2026-02-28
1066 CC CANCUN AMERICAS,5,1,1,4,100.00,80.00,1,100.00,2026-02-28
1067 AP AERO DF AMBULATORIO T1,4,1,4,0,25.00,0.00,1,100.00,2026-02-28
1068 AP AERO MERIDA AMBULATORIO,5,2,5,0,40.00,0.00,2,100.00,2026-02-28
1069 AP TIJUANA ISLA,4,1,3,1,33.33,50.00,1,100.00,2026-02-28
2001 TC GUADALAJARA CAÑADAS,27,9,18,9,50.00,50.00,9,100.00,2026-02-28
2004 CC LEON MULZA,20,6,13,7,46.15,53.85,6,100.00,2026-02-28
2008 CC CDMX PUNTA NORTE,27,9,18,9,50.00,50.00,7,77.78,2026-02-28
2009 CC CANCÚN PASEOS,36,17,23,13,73.91,43.33,16,94.12,2026-02-28
2011 TC GUADALAJARA TESISTÁN,9,4,5,4,80.00,50.00,3,75.00,2026-02-28
2012 CC LERMA PLAZAS OUTLET,30,10,25,5,40.00,33.33,8,80.00,2026-02-28
2014 CC CUERNAVACA FORUM,28,10,13,15,76.92,60.00,10,100.00,2026-02-28
2015 EXPLANADA PACHUCA,27,12,15,12,80.00,50.00,10,83.33,2026-02-28
2016 CC QUERETARO PREMIUM OUTLETS,27,13,20,7,65.00,35.00,10,76.92,2026-02-28
2018 CC EXPLANADA CULIACAN,15,2,4,11,50.00,84.62,2,100.00,2026-02-28
2021 CC CDMX PORTAL CENTRO,20,7,8,12,87.50,63.16,7,100.00,2026-02-28
2022 CC LEON NUEVO MULZA,9,2,6,3,33.33,60.00,2,100.00,2026-02-28
2023 CC OUTLET RIVIERA MAYA,18,3,12,6,25.00,66.67,3,100.00,2026-02-28
2024 CC OUTLET LEON,15,3,5,10,60.00,76.92,3,100.00,2026-02-28
2050 TC GUADALAJARA MFS VALLARTA,15,8,11,4,72.73,33.33,8,100.00,2026-02-28
