Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,11,9,11,0,81.82,0.00,3,33.33,2026-03-20
1002 AP PUERTO VALLARTA LOCAL,2,1,1,1,100.00,50.00,0,0.00,2026-03-20
1003 AP PUERTO VALLARTA ESCALA,4,4,4,0,100.00,0.00,2,50.00,2026-03-20
1004 AP MERIDA,7,4,6,1,66.67,20.00,3,75.00,2026-03-20
1010 AP CDMX BJ T2,15,0,14,1,0.00,100.00,0,0.00,2026-03-20
1015 CC GUADALAJARA PLAZA ANDARES,1,1,1,0,100.00,0.00,0,0.00,2026-03-20
1017 CC MORELIA AMERICAS,6,3,5,1,60.00,25.00,3,100.00,2026-03-20
1018 CC MERIDA ALTABRISA,11,5,5,6,100.00,54.55,4,80.00,2026-03-20
1020 AP GUADALAJARA ISLA,10,5,8,2,62.50,28.57,3,60.00,2026-03-20
1021 CC PUEBLA ANGELOPOLIS,4,3,4,0,75.00,0.00,3,100.00,2026-03-20
1023 CC SAN LUIS POTOSÍ,2,2,2,0,100.00,0.00,2,100.00,2026-03-20
1024 CC VILLAHERMOSA ALTABRISA,3,1,1,2,100.00,66.67,1,100.00,2026-03-20
1025 CC MERIDA GALERIAS,8,5,6,2,83.33,28.57,5,100.00,2026-03-20
1026 AP VILLAHERMOSA,6,5,5,1,100.00,16.67,5,100.00,2026-03-20
1030 AP CULIACÁN,7,2,4,3,50.00,60.00,1,50.00,2026-03-20
1031 CC CDMX FORUM BUENAVISTA,12,4,5,7,80.00,63.64,4,100.00,2026-03-20
1032 CC CAMPECHE GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-03-20
1034 CC QUERETARO PLAZA ANTEA,2,2,2,0,100.00,0.00,2,100.00,2026-03-20
1036 CC CULIACÁN PLAZA FORUM,2,1,1,1,100.00,50.00,1,100.00,2026-03-20
1037 AP CANCÚN SALA AIRE,11,0,11,0,0.00,0.00,0,0.00,2026-03-20
1038 AP LOS CABOS,6,3,6,0,50.00,0.00,3,100.00,2026-03-20
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-03-20
1044 CC MERIDA LA ISLA,4,1,2,2,50.00,66.67,1,100.00,2026-03-20
1045 CC TUXTLA FASHION MALL,2,0,0,2,0.00,100.00,0,0.00,2026-03-20
1046 CC CABOS PUERTO PARAISO,20,9,12,8,75.00,47.06,8,88.89,2026-03-20
1047 CC GUADALAJARA PLAZA PATRIA,1,1,1,0,100.00,0.00,1,100.00,2026-03-20
1048 AP DEL BAJIO,5,2,3,2,66.67,50.00,0,0.00,2026-03-20
1049 CC GUADALAJARA LA PERLA,5,2,4,1,50.00,33.33,1,50.00,2026-03-20
1052 CC CDMX LAS ANTENAS,3,0,2,1,0.00,100.00,0,0.00,2026-03-20
1053 CC VERACRUZ ANDAMAR,6,4,5,1,80.00,20.00,3,75.00,2026-03-20
1054 CC CDMX PARQUE LINDAVISTA,4,0,1,3,0.00,100.00,0,0.00,2026-03-20
1055 CC CDMX PARQUE VIA VALLEJO,2,2,2,0,100.00,0.00,2,100.00,2026-03-20
1058 AP TIJUANA AMBULATORIO,6,4,5,1,80.00,20.00,3,75.00,2026-03-20
1064 CC CDMX SATÉLITE,3,2,2,1,100.00,33.33,2,100.00,2026-03-20
1065 CC CDMX PARQUE TEPEYAC,6,1,2,4,50.00,80.00,1,100.00,2026-03-20
1066 CC CANCUN AMERICAS,7,2,3,4,66.67,66.67,2,100.00,2026-03-20
1067 AP AERO DF AMBULATORIO T1,2,0,2,0,0.00,0.00,0,0.00,2026-03-20
1068 AP AERO MERIDA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-03-20
1069 AP TIJUANA ISLA,4,1,3,1,33.33,50.00,1,100.00,2026-03-20
2001 TC GUADALAJARA CAÑADAS,6,1,4,2,25.00,66.67,1,100.00,2026-03-20
2004 CC LEON MULZA,6,4,5,1,80.00,20.00,4,100.00,2026-03-20
2008 CC CDMX PUNTA NORTE,16,4,10,6,40.00,60.00,4,100.00,2026-03-20
2009 CC CANCÚN PASEOS,12,5,7,5,71.43,50.00,5,100.00,2026-03-20
2011 TC GUADALAJARA TESISTÁN,4,0,1,3,0.00,100.00,0,0.00,2026-03-20
2012 CC LERMA PLAZAS OUTLET,13,6,13,0,46.15,0.00,5,83.33,2026-03-20
2014 CC CUERNAVACA FORUM,13,6,12,1,50.00,14.29,6,100.00,2026-03-20
2015 EXPLANADA PACHUCA,22,7,11,11,63.64,61.11,7,100.00,2026-03-20
2016 CC QUERETARO PREMIUM OUTLETS,9,6,8,1,75.00,14.29,6,100.00,2026-03-20
2018 CC EXPLANADA CULIACAN,7,3,3,4,100.00,57.14,2,66.67,2026-03-20
2021 CC CDMX PORTAL CENTRO,7,5,5,2,100.00,28.57,5,100.00,2026-03-20
2022 CC LEON NUEVO MULZA,11,1,7,4,14.29,80.00,1,100.00,2026-03-20
2023 CC OUTLET RIVIERA MAYA,6,2,4,2,50.00,50.00,1,50.00,2026-03-20
2024 CC OUTLET LEON,5,1,3,2,33.33,66.67,1,100.00,2026-03-20
2050 TC GUADALAJARA MFS VALLARTA,7,0,4,3,0.00,100.00,0,0.00,2026-03-20
