Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,18,7,11,7,63.64,50.00,5,71.43,2026-02-21
1002 AP PUERTO VALLARTA LOCAL,10,6,8,2,75.00,25.00,1,16.67,2026-02-21
1003 AP PUERTO VALLARTA ESCALA,4,2,4,0,50.00,0.00,2,100.00,2026-02-21
1004 AP MERIDA,3,2,3,0,66.67,0.00,2,100.00,2026-02-21
1010 AP CDMX BJ T2,8,1,7,1,14.29,50.00,0,0.00,2026-02-21
1015 CC GUADALAJARA PLAZA ANDARES,5,3,3,2,100.00,40.00,0,0.00,2026-02-21
1017 CC MORELIA AMERICAS,12,7,8,4,87.50,36.36,6,85.71,2026-02-21
1018 CC MERIDA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-02-21
1020 AP GUADALAJARA ISLA,6,4,6,0,66.67,0.00,3,75.00,2026-02-21
1021 CC PUEBLA ANGELOPOLIS,10,7,9,1,77.78,12.50,4,57.14,2026-02-21
1023 CC SAN LUIS POTOSÍ,6,5,5,1,100.00,16.67,3,60.00,2026-02-21
1024 CC VILLAHERMOSA ALTABRISA,6,4,4,2,100.00,33.33,4,100.00,2026-02-21
1025 CC MERIDA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-02-21
1026 AP VILLAHERMOSA,1,1,1,0,100.00,0.00,1,100.00,2026-02-21
1030 AP CULIACÁN,7,4,6,1,66.67,20.00,1,25.00,2026-02-21
1031 CC CDMX FORUM BUENAVISTA,12,11,11,1,100.00,8.33,10,90.91,2026-02-21
1032 CC CAMPECHE GALERIAS,5,2,2,3,100.00,60.00,1,50.00,2026-02-21
1034 CC QUERETARO PLAZA ANTEA,6,5,5,1,100.00,16.67,4,80.00,2026-02-21
1036 CC CULIACÁN PLAZA FORUM,9,5,5,4,100.00,44.44,5,100.00,2026-02-21
1037 AP CANCÚN SALA AIRE,6,0,6,0,0.00,0.00,0,0.00,2026-02-21
1038 AP LOS CABOS,5,0,4,1,0.00,100.00,0,0.00,2026-02-21
1042 CC GUADALAJARA GALERIAS,7,4,5,2,80.00,33.33,4,100.00,2026-02-21
1044 CC MERIDA LA ISLA,4,2,2,2,100.00,50.00,2,100.00,2026-02-21
1045 CC TUXTLA FASHION MALL,6,6,6,0,100.00,0.00,6,100.00,2026-02-21
1046 CC CABOS PUERTO PARAISO,19,10,13,6,76.92,37.50,9,90.00,2026-02-21
1047 CC GUADALAJARA PLAZA PATRIA,4,1,2,2,50.00,66.67,1,100.00,2026-02-21
1048 AP DEL BAJIO,3,0,2,1,0.00,100.00,0,0.00,2026-02-21
1049 CC GUADALAJARA LA PERLA,10,4,8,2,50.00,33.33,3,75.00,2026-02-21
1052 CC CDMX LAS ANTENAS,9,3,5,4,60.00,57.14,3,100.00,2026-02-21
1053 CC VERACRUZ ANDAMAR,11,9,9,2,100.00,18.18,8,88.89,2026-02-21
1054 CC CDMX PARQUE LINDAVISTA,8,7,7,1,100.00,12.50,7,100.00,2026-02-21
1055 CC CDMX PARQUE VIA VALLEJO,8,6,7,1,85.71,14.29,6,100.00,2026-02-21
1058 AP TIJUANA AMBULATORIO,8,5,7,1,71.43,16.67,4,80.00,2026-02-21
1064 CC CDMX SATÉLITE,5,2,2,3,100.00,60.00,2,100.00,2026-02-21
1065 CC CDMX PARQUE TEPEYAC,9,6,7,2,85.71,25.00,6,100.00,2026-02-21
1066 CC CANCUN AMERICAS,4,2,4,0,50.00,0.00,2,100.00,2026-02-21
1067 AP AERO DF AMBULATORIO T1,3,0,3,0,0.00,0.00,0,0.00,2026-02-21
1068 AP AERO MERIDA AMBULATORIO,6,3,4,2,75.00,40.00,3,100.00,2026-02-21
1069 AP TIJUANA ISLA,6,3,4,2,75.00,40.00,3,100.00,2026-02-21
2001 TC GUADALAJARA CAÑADAS,16,8,8,8,100.00,50.00,8,100.00,2026-02-21
2004 CC LEON MULZA,27,13,24,3,54.17,18.75,13,100.00,2026-02-21
2008 CC CDMX PUNTA NORTE,31,21,24,7,87.50,25.00,19,90.48,2026-02-21
2009 CC CANCÚN PASEOS,39,18,24,15,75.00,45.45,18,100.00,2026-02-21
2011 TC GUADALAJARA TESISTÁN,13,7,7,6,100.00,46.15,7,100.00,2026-02-21
2012 CC LERMA PLAZAS OUTLET,40,21,33,7,63.64,25.00,20,95.24,2026-02-21
2014 CC CUERNAVACA FORUM,26,14,20,6,70.00,30.00,14,100.00,2026-02-21
2015 EXPLANADA PACHUCA,34,18,20,14,90.00,43.75,17,94.44,2026-02-21
2016 CC QUERETARO PREMIUM OUTLETS,21,5,16,5,31.25,50.00,5,100.00,2026-02-21
2018 CC EXPLANADA CULIACAN,17,8,10,7,80.00,46.67,7,87.50,2026-02-21
2021 CC CDMX PORTAL CENTRO,12,3,6,6,50.00,66.67,3,100.00,2026-02-21
2022 CC LEON NUEVO MULZA,13,1,11,2,9.09,66.67,1,100.00,2026-02-21
2023 CC OUTLET RIVIERA MAYA,24,14,18,6,77.78,30.00,14,100.00,2026-02-21
2024 CC OUTLET LEON,15,6,9,6,66.67,50.00,6,100.00,2026-02-21
2050 TC GUADALAJARA MFS VALLARTA,13,6,12,1,50.00,14.29,5,83.33,2026-02-21
