Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,14,5,12,2,41.67,28.57,1,20.00,2026-02-12
1002 AP PUERTO VALLARTA LOCAL,5,2,5,0,40.00,0.00,1,50.00,2026-02-12
1003 AP PUERTO VALLARTA ESCALA,3,1,2,1,50.00,50.00,1,100.00,2026-02-12
1004 AP MERIDA,6,4,4,2,100.00,33.33,1,25.00,2026-02-12
1010 AP CDMX BJ T2,8,0,8,0,0.00,0.00,0,0.00,2026-02-12
1015 CC GUADALAJARA PLAZA ANDARES,4,3,3,1,100.00,25.00,0,0.00,2026-02-12
1017 CC MORELIA AMERICAS,10,6,7,3,85.71,33.33,6,100.00,2026-02-12
1018 CC MERIDA ALTABRISA,12,6,6,6,100.00,50.00,6,100.00,2026-02-12
1020 AP GUADALAJARA ISLA,7,0,5,2,0.00,100.00,0,0.00,2026-02-12
1021 CC PUEBLA ANGELOPOLIS,3,2,2,1,100.00,33.33,1,50.00,2026-02-12
1023 CC SAN LUIS POTOSÍ,7,4,4,3,100.00,42.86,1,25.00,2026-02-12
1024 CC VILLAHERMOSA ALTABRISA,15,8,9,6,88.89,42.86,8,100.00,2026-02-12
1025 CC MERIDA GALERIAS,9,3,5,4,60.00,57.14,3,100.00,2026-02-12
1026 AP VILLAHERMOSA,9,5,6,3,83.33,37.50,5,100.00,2026-02-12
1030 AP CULIACÁN,5,3,5,0,60.00,0.00,2,66.67,2026-02-12
1031 CC CDMX FORUM BUENAVISTA,7,6,6,1,100.00,14.29,5,83.33,2026-02-12
1032 CC CAMPECHE GALERIAS,6,2,3,3,66.67,60.00,2,100.00,2026-02-12
1034 CC QUERETARO PLAZA ANTEA,5,4,4,1,100.00,20.00,4,100.00,2026-02-12
1036 CC CULIACÁN PLAZA FORUM,7,2,3,4,66.67,66.67,1,50.00,2026-02-12
1037 AP CANCÚN SALA AIRE,12,0,12,0,0.00,0.00,0,0.00,2026-02-12
1038 AP LOS CABOS,3,2,3,0,66.67,0.00,2,100.00,2026-02-12
1042 CC GUADALAJARA GALERIAS,5,3,3,2,100.00,40.00,2,66.67,2026-02-12
1044 CC MERIDA LA ISLA,5,2,3,2,66.67,50.00,2,100.00,2026-02-12
1045 CC TUXTLA FASHION MALL,3,0,0,3,0.00,100.00,0,0.00,2026-02-12
1046 CC CABOS PUERTO PARAISO,24,10,13,11,76.92,52.38,10,100.00,2026-02-12
1047 CC GUADALAJARA PLAZA PATRIA,4,2,3,1,66.67,33.33,2,100.00,2026-02-12
1048 AP DEL BAJIO,7,1,4,3,25.00,75.00,0,0.00,2026-02-12
1049 CC GUADALAJARA LA PERLA,4,2,4,0,50.00,0.00,2,100.00,2026-02-12
1052 CC CDMX LAS ANTENAS,6,2,5,1,40.00,33.33,2,100.00,2026-02-12
1053 CC VERACRUZ ANDAMAR,5,4,4,1,100.00,20.00,4,100.00,2026-02-12
1054 CC CDMX PARQUE LINDAVISTA,5,2,2,3,100.00,60.00,2,100.00,2026-02-12
1055 CC CDMX PARQUE VIA VALLEJO,5,5,5,0,100.00,0.00,4,80.00,2026-02-12
1058 AP TIJUANA AMBULATORIO,10,4,6,4,66.67,50.00,2,50.00,2026-02-12
1064 CC CDMX SATÉLITE,1,0,0,1,0.00,100.00,0,0.00,2026-02-12
1065 CC CDMX PARQUE TEPEYAC,9,4,5,4,80.00,50.00,4,100.00,2026-02-12
1066 CC CANCUN AMERICAS,6,1,2,4,50.00,80.00,1,100.00,2026-02-12
1068 AP AERO MERIDA AMBULATORIO,1,0,1,0,0.00,0.00,0,0.00,2026-02-12
1069 AP TIJUANA ISLA,3,0,2,1,0.00,100.00,0,0.00,2026-02-12
2001 TC GUADALAJARA CAÑADAS,8,5,5,3,100.00,37.50,5,100.00,2026-02-12
2004 CC LEON MULZA,12,4,11,1,36.36,20.00,3,75.00,2026-02-12
2008 CC CDMX PUNTA NORTE,9,3,7,2,42.86,40.00,3,100.00,2026-02-12
2009 CC CANCÚN PASEOS,17,10,14,3,71.43,23.08,10,100.00,2026-02-12
2011 TC GUADALAJARA TESISTÁN,6,1,1,5,100.00,83.33,1,100.00,2026-02-12
2012 CC LERMA PLAZAS OUTLET,15,6,15,0,40.00,0.00,6,100.00,2026-02-12
2014 CC CUERNAVACA FORUM,6,3,4,2,75.00,40.00,3,100.00,2026-02-12
2015 EXPLANADA PACHUCA,21,5,11,10,45.45,66.67,5,100.00,2026-02-12
2016 CC QUERETARO PREMIUM OUTLETS,7,4,6,1,66.67,20.00,4,100.00,2026-02-12
2018 CC EXPLANADA CULIACAN,15,6,8,7,75.00,53.85,6,100.00,2026-02-12
2021 CC CDMX PORTAL CENTRO,16,7,11,5,63.64,41.67,7,100.00,2026-02-12
2022 CC LEON NUEVO MULZA,3,1,2,1,50.00,50.00,1,100.00,2026-02-12
2023 CC OUTLET RIVIERA MAYA,12,6,11,1,54.55,14.29,6,100.00,2026-02-12
2024 CC OUTLET LEON,6,4,4,2,100.00,33.33,3,75.00,2026-02-12
2050 TC GUADALAJARA MFS VALLARTA,8,5,8,0,62.50,0.00,5,100.00,2026-02-12
