Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,10,4,7,3,57.14,42.86,1,25.00,2026-04-28
1002 AP PUERTO VALLARTA LOCAL,3,2,3,0,66.67,0.00,2,100.00,2026-04-28
1003 AP PUERTO VALLARTA ESCALA,4,2,3,1,66.67,33.33,2,100.00,2026-04-28
1004 AP MERIDA,5,1,4,1,25.00,50.00,1,100.00,2026-04-28
1010 AP CDMX BJ T2,11,2,10,1,20.00,33.33,2,100.00,2026-04-28
1015 CC GUADALAJARA PLAZA ANDARES,2,1,1,1,100.00,50.00,1,100.00,2026-04-28
1017 CC MORELIA AMERICAS,8,4,4,4,100.00,50.00,4,100.00,2026-04-28
1018 CC MERIDA ALTABRISA,6,3,3,3,100.00,50.00,3,100.00,2026-04-28
1020 AP GUADALAJARA ISLA,6,4,6,0,66.67,0.00,1,25.00,2026-04-28
1021 CC PUEBLA ANGELOPOLIS,5,4,4,1,100.00,20.00,4,100.00,2026-04-28
1023 CC SAN LUIS POTOSÍ,1,1,1,0,100.00,0.00,0,0.00,2026-04-28
1024 CC VILLAHERMOSA ALTABRISA,5,2,3,2,66.67,50.00,2,100.00,2026-04-28
1025 CC MERIDA GALERIAS,7,4,4,3,100.00,42.86,4,100.00,2026-04-28
1026 AP VILLAHERMOSA,2,0,0,2,0.00,100.00,0,0.00,2026-04-28
1030 AP CULIACÁN,4,3,4,0,75.00,0.00,3,100.00,2026-04-28
1031 CC CDMX FORUM BUENAVISTA,6,3,3,3,100.00,50.00,2,66.67,2026-04-28
1032 CC CAMPECHE GALERIAS,3,1,1,2,100.00,66.67,1,100.00,2026-04-28
1034 CC QUERETARO PLAZA ANTEA,4,2,4,0,50.00,0.00,2,100.00,2026-04-28
1036 CC CULIACÁN PLAZA FORUM,3,2,3,0,66.67,0.00,2,100.00,2026-04-28
1037 AP CANCÚN SALA AIRE,7,0,6,1,0.00,100.00,0,0.00,2026-04-28
1038 AP LOS CABOS,8,2,6,2,33.33,50.00,2,100.00,2026-04-28
1042 CC GUADALAJARA GALERIAS,6,4,4,2,100.00,33.33,0,0.00,2026-04-28
1044 CC MERIDA LA ISLA,2,0,0,2,0.00,100.00,0,0.00,2026-04-28
1045 CC TUXTLA FASHION MALL,2,0,0,2,0.00,100.00,0,0.00,2026-04-28
1046 CC CABOS PUERTO PARAISO,11,5,7,4,71.43,44.44,5,100.00,2026-04-28
1047 CC GUADALAJARA PLAZA PATRIA,2,2,2,0,100.00,0.00,2,100.00,2026-04-28
1049 CC GUADALAJARA LA PERLA,2,1,1,1,100.00,50.00,1,100.00,2026-04-28
1052 CC CDMX LAS ANTENAS,2,0,0,2,0.00,100.00,0,0.00,2026-04-28
1053 CC VERACRUZ ANDAMAR,4,4,4,0,100.00,0.00,4,100.00,2026-04-28
1054 CC CDMX PARQUE LINDAVISTA,3,1,1,2,100.00,66.67,1,100.00,2026-04-28
1055 CC CDMX PARQUE VIA VALLEJO,6,3,5,1,60.00,25.00,3,100.00,2026-04-28
1058 AP TIJUANA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-04-28
1064 CC CDMX SATÉLITE,5,2,2,3,100.00,60.00,1,50.00,2026-04-28
1065 CC CDMX PARQUE TEPEYAC,1,1,1,0,100.00,0.00,1,100.00,2026-04-28
1066 CC CANCUN AMERICAS,4,3,4,0,75.00,0.00,3,100.00,2026-04-28
1067 AP AERO DF AMBULATORIO T1,3,1,2,1,50.00,50.00,1,100.00,2026-04-28
1068 AP AERO MERIDA AMBULATORIO,5,3,3,2,100.00,40.00,1,33.33,2026-04-28
1069 AP TIJUANA ISLA,1,0,1,0,0.00,0.00,0,0.00,2026-04-28
2001 TC GUADALAJARA CAÑADAS,15,5,8,7,62.50,58.33,5,100.00,2026-04-28
2004 CC LEON MULZA,5,4,5,0,80.00,0.00,4,100.00,2026-04-28
2008 CC CDMX PUNTA NORTE,10,1,9,1,11.11,50.00,1,100.00,2026-04-28
2009 CC CANCÚN PASEOS,20,6,10,10,60.00,62.50,6,100.00,2026-04-28
2011 TC GUADALAJARA TESISTÁN,6,1,3,3,33.33,75.00,1,100.00,2026-04-28
2012 CC LERMA PLAZAS OUTLET,19,3,13,6,23.08,66.67,3,100.00,2026-04-28
2014 CC CUERNAVACA FORUM,10,4,4,6,100.00,60.00,3,75.00,2026-04-28
2015 EXPLANADA PACHUCA,11,2,9,2,22.22,50.00,2,100.00,2026-04-28
2016 CC QUERETARO PREMIUM OUTLETS,11,9,10,1,90.00,10.00,9,100.00,2026-04-28
2018 CC EXPLANADA CULIACAN,10,3,6,4,50.00,57.14,3,100.00,2026-04-28
2021 CC CDMX PORTAL CENTRO,3,2,2,1,100.00,33.33,2,100.00,2026-04-28
2022 CC LEON NUEVO MULZA,12,6,8,4,75.00,40.00,6,100.00,2026-04-28
2023 CC OUTLET RIVIERA MAYA,4,0,2,2,0.00,100.00,0,0.00,2026-04-28
2024 CC OUTLET LEON,8,2,3,5,66.67,71.43,2,100.00,2026-04-28
2050 TC GUADALAJARA MFS VALLARTA,6,1,1,5,100.00,83.33,1,100.00,2026-04-28
