Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,29,19,24,5,79.17,20.83,12,63.16,2026-02-01
1002 AP PUERTO VALLARTA LOCAL,7,4,6,1,66.67,20.00,2,50.00,2026-02-01
1003 AP PUERTO VALLARTA ESCALA,6,4,6,0,66.67,0.00,4,100.00,2026-02-01
1004 AP MERIDA,10,2,7,3,28.57,60.00,1,50.00,2026-02-01
1010 AP CDMX BJ T2,14,6,13,1,46.15,14.29,6,100.00,2026-02-01
1015 CC GUADALAJARA PLAZA ANDARES,14,5,14,0,35.71,0.00,5,100.00,2026-02-01
1017 CC MORELIA AMERICAS,44,31,34,10,91.18,24.39,29,93.55,2026-02-01
1018 CC MERIDA ALTABRISA,28,14,14,14,100.00,50.00,13,92.86,2026-02-01
1020 AP GUADALAJARA ISLA,14,2,13,1,15.38,33.33,1,50.00,2026-02-01
1021 CC PUEBLA ANGELOPOLIS,23,16,18,5,88.89,23.81,10,62.50,2026-02-01
1023 CC SAN LUIS POTOSÍ,20,17,17,3,100.00,15.00,8,47.06,2026-02-01
1024 CC VILLAHERMOSA ALTABRISA,18,10,11,7,90.91,41.18,10,100.00,2026-02-01
1025 CC MERIDA GALERIAS,25,18,19,6,94.74,25.00,18,100.00,2026-02-01
1026 AP VILLAHERMOSA,17,8,14,3,57.14,27.27,7,87.50,2026-02-01
1030 AP CULIACÁN,6,3,4,2,75.00,40.00,3,100.00,2026-02-01
1031 CC CDMX FORUM BUENAVISTA,24,13,13,11,100.00,45.83,12,92.31,2026-02-01
1032 CC CAMPECHE GALERIAS,19,7,7,12,100.00,63.16,4,57.14,2026-02-01
1034 CC QUERETARO PLAZA ANTEA,18,14,15,3,93.33,17.65,13,92.86,2026-02-01
1036 CC CULIACÁN PLAZA FORUM,13,10,11,2,90.91,16.67,10,100.00,2026-02-01
1037 AP CANCÚN SALA AIRE,17,0,17,0,0.00,0.00,0,0.00,2026-02-01
1038 AP LOS CABOS,19,6,18,1,33.33,14.29,6,100.00,2026-02-01
1042 CC GUADALAJARA GALERIAS,5,1,1,4,100.00,80.00,1,100.00,2026-02-01
1044 CC MERIDA LA ISLA,22,11,12,10,91.67,47.62,11,100.00,2026-02-01
1045 CC TUXTLA FASHION MALL,23,9,10,13,90.00,59.09,7,77.78,2026-02-01
1046 CC CABOS PUERTO PARAISO,26,11,17,9,64.71,45.00,11,100.00,2026-02-01
1047 CC GUADALAJARA PLAZA PATRIA,15,8,11,4,72.73,33.33,8,100.00,2026-02-01
1048 AP DEL BAJIO,6,2,5,1,40.00,33.33,2,100.00,2026-02-01
1049 CC GUADALAJARA LA PERLA,14,9,12,2,75.00,18.18,7,77.78,2026-02-01
1052 CC CDMX LAS ANTENAS,16,6,14,2,42.86,25.00,5,83.33,2026-02-01
1053 CC VERACRUZ ANDAMAR,18,8,16,2,50.00,20.00,7,87.50,2026-02-01
1054 CC CDMX PARQUE LINDAVISTA,18,9,11,7,81.82,43.75,9,100.00,2026-02-01
1055 CC CDMX PARQUE VIA VALLEJO,11,7,7,4,100.00,36.36,7,100.00,2026-02-01
1058 AP TIJUANA AMBULATORIO,6,4,5,1,80.00,20.00,4,100.00,2026-02-01
1064 CC CDMX SATÉLITE,12,10,10,2,100.00,16.67,10,100.00,2026-02-01
1065 CC CDMX PARQUE TEPEYAC,19,16,17,2,94.12,11.11,14,87.50,2026-02-01
1066 CC CANCUN AMERICAS,22,13,17,5,76.47,27.78,10,76.92,2026-02-01
1068 AP AERO MERIDA AMBULATORIO,15,6,10,5,60.00,45.45,6,100.00,2026-02-01
1069 AP TIJUANA ISLA,7,2,3,4,66.67,66.67,2,100.00,2026-02-01
2001 TC GUADALAJARA CAÑADAS,10,4,7,3,57.14,42.86,4,100.00,2026-02-01
2004 CC LEON MULZA,81,50,69,12,72.46,19.35,45,90.00,2026-02-01
2008 CC CDMX PUNTA NORTE,47,29,34,13,85.29,30.95,24,82.76,2026-02-01
2009 CC CANCÚN PASEOS,46,15,30,16,50.00,51.61,14,93.33,2026-02-01
2012 CC LERMA PLAZAS OUTLET,59,24,53,6,45.28,20.00,20,83.33,2026-02-01
2014 CC CUERNAVACA FORUM,33,10,29,4,34.48,28.57,8,80.00,2026-02-01
2015 EXPLANADA PACHUCA,41,11,27,14,40.74,56.00,11,100.00,2026-02-01
2016 CC QUERETARO PREMIUM OUTLETS,47,33,38,9,86.84,21.43,30,90.91,2026-02-01
2018 CC EXPLANADA CULIACAN,16,7,10,6,70.00,46.15,7,100.00,2026-02-01
2021 CC CDMX PORTAL CENTRO,33,12,23,10,52.17,45.45,12,100.00,2026-02-01
2022 CC LEON NUEVO MULZA,72,27,66,6,40.91,18.18,27,100.00,2026-02-01
2023 CC OUTLET RIVIERA MAYA,37,11,32,5,34.38,31.25,11,100.00,2026-02-01
2024 CC OUTLET LEON,52,9,41,11,21.95,55.00,9,100.00,2026-02-01
2050 TC GUADALAJARA MFS VALLARTA,15,3,12,3,25.00,50.00,3,100.00,2026-02-01
