Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,22,15,21,1,71.43,6.25,6,40.00,2026-03-22
1002 AP PUERTO VALLARTA LOCAL,5,3,5,0,60.00,0.00,2,66.67,2026-03-22
1003 AP PUERTO VALLARTA ESCALA,8,4,7,1,57.14,20.00,4,100.00,2026-03-22
1004 AP MERIDA,7,2,4,3,50.00,60.00,2,100.00,2026-03-22
1010 AP CDMX BJ T2,12,4,10,2,40.00,33.33,4,100.00,2026-03-22
1015 CC GUADALAJARA PLAZA ANDARES,6,3,5,1,60.00,25.00,1,33.33,2026-03-22
1017 CC MORELIA AMERICAS,14,9,10,4,90.00,30.77,9,100.00,2026-03-22
1018 CC MERIDA ALTABRISA,13,9,9,4,100.00,30.77,9,100.00,2026-03-22
1020 AP GUADALAJARA ISLA,11,3,6,5,50.00,62.50,3,100.00,2026-03-22
1021 CC PUEBLA ANGELOPOLIS,8,5,5,3,100.00,37.50,4,80.00,2026-03-22
1023 CC SAN LUIS POTOSÍ,8,4,4,4,100.00,50.00,1,25.00,2026-03-22
1024 CC VILLAHERMOSA ALTABRISA,10,8,8,2,100.00,20.00,8,100.00,2026-03-22
1025 CC MERIDA GALERIAS,7,3,3,4,100.00,57.14,3,100.00,2026-03-22
1026 AP VILLAHERMOSA,7,5,6,1,83.33,16.67,5,100.00,2026-03-22
1030 AP CULIACÁN,3,2,3,0,66.67,0.00,1,50.00,2026-03-22
1031 CC CDMX FORUM BUENAVISTA,7,3,3,4,100.00,57.14,3,100.00,2026-03-22
1032 CC CAMPECHE GALERIAS,5,4,4,1,100.00,20.00,4,100.00,2026-03-22
1034 CC QUERETARO PLAZA ANTEA,4,2,2,2,100.00,50.00,2,100.00,2026-03-22
1036 CC CULIACÁN PLAZA FORUM,7,3,4,3,75.00,50.00,3,100.00,2026-03-22
1037 AP CANCÚN SALA AIRE,26,1,24,2,4.17,66.67,1,100.00,2026-03-22
1038 AP LOS CABOS,5,3,5,0,60.00,0.00,3,100.00,2026-03-22
1042 CC GUADALAJARA GALERIAS,7,4,6,1,66.67,20.00,3,75.00,2026-03-22
1044 CC MERIDA LA ISLA,8,5,5,3,100.00,37.50,5,100.00,2026-03-22
1045 CC TUXTLA FASHION MALL,13,7,7,6,100.00,46.15,7,100.00,2026-03-22
1046 CC CABOS PUERTO PARAISO,17,8,11,6,72.73,42.86,8,100.00,2026-03-22
1047 CC GUADALAJARA PLAZA PATRIA,9,6,6,3,100.00,33.33,6,100.00,2026-03-22
1048 AP DEL BAJIO,5,4,4,1,100.00,20.00,3,75.00,2026-03-22
1049 CC GUADALAJARA LA PERLA,7,4,4,3,100.00,42.86,3,75.00,2026-03-22
1052 CC CDMX LAS ANTENAS,10,0,8,2,0.00,100.00,0,0.00,2026-03-22
1053 CC VERACRUZ ANDAMAR,5,3,5,0,60.00,0.00,3,100.00,2026-03-22
1054 CC CDMX PARQUE LINDAVISTA,6,3,3,3,100.00,50.00,3,100.00,2026-03-22
1055 CC CDMX PARQUE VIA VALLEJO,8,5,5,3,100.00,37.50,4,80.00,2026-03-22
1058 AP TIJUANA AMBULATORIO,4,3,3,1,100.00,25.00,2,66.67,2026-03-22
1064 CC CDMX SATÉLITE,9,4,5,4,80.00,50.00,3,75.00,2026-03-22
1065 CC CDMX PARQUE TEPEYAC,8,6,7,1,85.71,14.29,6,100.00,2026-03-22
1066 CC CANCUN AMERICAS,15,5,7,8,71.43,61.54,5,100.00,2026-03-22
1068 AP AERO MERIDA AMBULATORIO,3,0,2,1,0.00,100.00,0,0.00,2026-03-22
1069 AP TIJUANA ISLA,7,4,6,1,66.67,20.00,3,75.00,2026-03-22
2001 TC GUADALAJARA CAÑADAS,11,6,6,5,100.00,45.45,6,100.00,2026-03-22
2004 CC LEON MULZA,14,4,12,2,33.33,33.33,2,50.00,2026-03-22
2008 CC CDMX PUNTA NORTE,23,5,13,10,38.46,66.67,3,60.00,2026-03-22
2009 CC CANCÚN PASEOS,26,11,14,12,78.57,52.17,11,100.00,2026-03-22
2012 CC LERMA PLAZAS OUTLET,25,10,17,8,58.82,44.44,9,90.00,2026-03-22
2014 CC CUERNAVACA FORUM,22,9,12,10,75.00,52.63,9,100.00,2026-03-22
2015 EXPLANADA PACHUCA,31,11,19,12,57.89,52.17,11,100.00,2026-03-22
2016 CC QUERETARO PREMIUM OUTLETS,44,25,35,9,71.43,26.47,23,92.00,2026-03-22
2018 CC EXPLANADA CULIACAN,22,8,10,12,80.00,60.00,6,75.00,2026-03-22
2021 CC CDMX PORTAL CENTRO,12,5,8,4,62.50,44.44,5,100.00,2026-03-22
2022 CC LEON NUEVO MULZA,24,12,18,6,66.67,33.33,11,91.67,2026-03-22
2023 CC OUTLET RIVIERA MAYA,23,3,16,7,18.75,70.00,2,66.67,2026-03-22
2024 CC OUTLET LEON,18,11,12,6,91.67,35.29,10,90.91,2026-03-22
2050 TC GUADALAJARA MFS VALLARTA,9,0,8,1,0.00,100.00,0,0.00,2026-03-22
