Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,20,11,18,2,61.11,15.38,2,18.18,2026-06-01
1002 AP PUERTO VALLARTA LOCAL,5,2,3,2,66.67,50.00,2,100.00,2026-06-01
1003 AP PUERTO VALLARTA ESCALA,5,3,4,1,75.00,25.00,0,0.00,2026-06-01
1004 AP MERIDA,13,8,12,1,66.67,11.11,5,62.50,2026-06-01
1010 AP CDMX BJ T2,6,2,6,0,33.33,0.00,2,100.00,2026-06-01
1015 CC GUADALAJARA PLAZA ANDARES,5,2,3,2,66.67,50.00,1,50.00,2026-06-01
1017 CC MORELIA AMERICAS,9,6,7,2,85.71,25.00,6,100.00,2026-06-01
1018 CC MERIDA ALTABRISA,4,3,3,1,100.00,25.00,1,33.33,2026-06-01
1020 AP GUADALAJARA ISLA,23,13,23,0,56.52,0.00,7,53.85,2026-06-01
1021 CC PUEBLA ANGELOPOLIS,9,3,4,5,75.00,62.50,3,100.00,2026-06-01
1023 CC SAN LUIS POTOSÍ,3,1,1,2,100.00,66.67,1,100.00,2026-06-01
1024 CC VILLAHERMOSA ALTABRISA,10,1,4,6,25.00,85.71,1,100.00,2026-06-01
1025 CC MERIDA GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-06-01
1026 AP VILLAHERMOSA,6,3,3,3,100.00,50.00,3,100.00,2026-06-01
1030 AP CULIACÁN,8,6,7,1,85.71,14.29,3,50.00,2026-06-01
1031 CC CDMX FORUM BUENAVISTA,16,11,11,5,100.00,31.25,9,81.82,2026-06-01
1032 CC CAMPECHE GALERIAS,6,3,3,3,100.00,50.00,3,100.00,2026-06-01
1034 CC QUERETARO PLAZA ANTEA,6,2,5,1,40.00,33.33,2,100.00,2026-06-01
1036 CC CULIACÁN PLAZA FORUM,4,2,3,1,66.67,33.33,2,100.00,2026-06-01
1037 AP CANCÚN SALA AIRE,20,0,20,0,0.00,0.00,0,0.00,2026-06-01
1038 AP LOS CABOS,19,5,17,2,29.41,28.57,5,100.00,2026-06-01
1042 CC GUADALAJARA GALERIAS,5,3,4,1,75.00,25.00,0,0.00,2026-06-01
1044 CC MERIDA LA ISLA,6,1,2,4,50.00,80.00,1,100.00,2026-06-01
1045 CC TUXTLA FASHION MALL,6,1,2,4,50.00,80.00,1,100.00,2026-06-01
1046 CC CABOS PUERTO PARAISO,15,6,8,7,75.00,53.85,6,100.00,2026-06-01
1047 CC GUADALAJARA PLAZA PATRIA,5,2,4,1,50.00,33.33,2,100.00,2026-06-01
1048 AP DEL BAJIO,3,0,3,0,0.00,0.00,0,0.00,2026-06-01
1049 CC GUADALAJARA LA PERLA,5,0,0,5,0.00,100.00,0,0.00,2026-06-01
1052 CC CDMX LAS ANTENAS,8,5,6,2,83.33,28.57,5,100.00,2026-06-01
1053 CC VERACRUZ ANDAMAR,5,2,3,2,66.67,50.00,2,100.00,2026-06-01
1054 CC CDMX PARQUE LINDAVISTA,4,0,0,4,0.00,100.00,0,0.00,2026-06-01
1055 CC CDMX PARQUE VIA VALLEJO,4,2,3,1,66.67,33.33,2,100.00,2026-06-01
1058 AP TIJUANA AMBULATORIO,10,0,8,2,0.00,100.00,0,0.00,2026-06-01
1064 CC CDMX SATÉLITE,4,1,2,2,50.00,66.67,1,100.00,2026-06-01
1065 CC CDMX PARQUE TEPEYAC,9,7,7,2,100.00,22.22,6,85.71,2026-06-01
1066 CC CANCUN AMERICAS,5,0,1,4,0.00,100.00,0,0.00,2026-06-01
1067 AP AERO DF AMBULATORIO T1,10,4,9,1,44.44,20.00,4,100.00,2026-06-01
1068 AP AERO MERIDA AMBULATORIO,6,4,4,2,100.00,33.33,4,100.00,2026-06-01
1069 AP TIJUANA ISLA,8,3,7,1,42.86,25.00,1,33.33,2026-06-01
2001 TC GUADALAJARA CAÑADAS,10,1,4,6,25.00,85.71,1,100.00,2026-06-01
2008 CC CDMX PUNTA NORTE,7,3,7,0,42.86,0.00,3,100.00,2026-06-01
2009 CC CANCÚN PASEOS,20,5,12,8,41.67,61.54,5,100.00,2026-06-01
2011 TC GUADALAJARA TESISTÁN,4,3,3,1,100.00,25.00,3,100.00,2026-06-01
2012 CC LERMA PLAZAS OUTLET,12,3,11,1,27.27,25.00,3,100.00,2026-06-01
2014 CC CUERNAVACA FORUM,7,2,4,3,50.00,60.00,0,0.00,2026-06-01
2015 EXPLANADA PACHUCA,5,2,2,3,100.00,60.00,2,100.00,2026-06-01
2016 CC QUERETARO PREMIUM OUTLETS,8,1,7,1,14.29,50.00,1,100.00,2026-06-01
2018 CC EXPLANADA CULIACAN,5,0,0,5,0.00,100.00,0,0.00,2026-06-01
2021 CC CDMX PORTAL CENTRO,6,3,3,3,100.00,50.00,2,66.67,2026-06-01
2022 CC LEON NUEVO MULZA,8,2,7,1,28.57,33.33,1,50.00,2026-06-01
2023 CC OUTLET RIVIERA MAYA,5,2,4,1,50.00,33.33,2,100.00,2026-06-01
2024 CC OUTLET LEON,5,0,3,2,0.00,100.00,0,0.00,2026-06-01
2050 TC GUADALAJARA MFS VALLARTA,10,1,8,2,12.50,66.67,1,100.00,2026-06-01
