Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,7,10,3,70.00,30.00,2,28.57,2026-02-27
1002 AP PUERTO VALLARTA LOCAL,1,1,1,0,100.00,0.00,0,0.00,2026-02-27
1003 AP PUERTO VALLARTA ESCALA,5,2,4,1,50.00,33.33,1,50.00,2026-02-27
1004 AP MERIDA,5,2,3,2,66.67,50.00,2,100.00,2026-02-27
1010 AP CDMX BJ T2,8,2,8,0,25.00,0.00,2,100.00,2026-02-27
1015 CC GUADALAJARA PLAZA ANDARES,1,1,1,0,100.00,0.00,0,0.00,2026-02-27
1017 CC MORELIA AMERICAS,14,6,8,6,75.00,50.00,6,100.00,2026-02-27
1018 CC MERIDA ALTABRISA,10,4,4,6,100.00,60.00,4,100.00,2026-02-27
1020 AP GUADALAJARA ISLA,10,3,9,1,33.33,25.00,3,100.00,2026-02-27
1021 CC PUEBLA ANGELOPOLIS,4,3,3,1,100.00,25.00,3,100.00,2026-02-27
1023 CC SAN LUIS POTOSÍ,2,1,1,1,100.00,50.00,0,0.00,2026-02-27
1024 CC VILLAHERMOSA ALTABRISA,8,5,5,3,100.00,37.50,4,80.00,2026-02-27
1025 CC MERIDA GALERIAS,10,2,4,6,50.00,75.00,2,100.00,2026-02-27
1026 AP VILLAHERMOSA,7,4,4,3,100.00,42.86,4,100.00,2026-02-27
1030 AP CULIACÁN,6,3,5,1,60.00,25.00,2,66.67,2026-02-27
1031 CC CDMX FORUM BUENAVISTA,3,1,1,2,100.00,66.67,1,100.00,2026-02-27
1032 CC CAMPECHE GALERIAS,4,1,2,2,50.00,66.67,1,100.00,2026-02-27
1034 CC QUERETARO PLAZA ANTEA,4,2,3,1,66.67,33.33,2,100.00,2026-02-27
1036 CC CULIACÁN PLAZA FORUM,6,4,4,2,100.00,33.33,4,100.00,2026-02-27
1037 AP CANCÚN SALA AIRE,8,1,7,1,14.29,50.00,1,100.00,2026-02-27
1038 AP LOS CABOS,8,2,8,0,25.00,0.00,2,100.00,2026-02-27
1042 CC GUADALAJARA GALERIAS,2,1,1,1,100.00,50.00,1,100.00,2026-02-27
1044 CC MERIDA LA ISLA,4,2,2,2,100.00,50.00,2,100.00,2026-02-27
1045 CC TUXTLA FASHION MALL,8,3,3,5,100.00,62.50,3,100.00,2026-02-27
1046 CC CABOS PUERTO PARAISO,14,3,6,8,50.00,72.73,3,100.00,2026-02-27
1047 CC GUADALAJARA PLAZA PATRIA,3,0,0,3,0.00,100.00,0,0.00,2026-02-27
1048 AP DEL BAJIO,5,4,4,1,100.00,20.00,2,50.00,2026-02-27
1049 CC GUADALAJARA LA PERLA,4,4,4,0,100.00,0.00,3,75.00,2026-02-27
1052 CC CDMX LAS ANTENAS,8,5,6,2,83.33,28.57,4,80.00,2026-02-27
1053 CC VERACRUZ ANDAMAR,2,2,2,0,100.00,0.00,2,100.00,2026-02-27
1054 CC CDMX PARQUE LINDAVISTA,7,4,5,2,80.00,33.33,4,100.00,2026-02-27
1055 CC CDMX PARQUE VIA VALLEJO,2,0,0,2,0.00,100.00,0,0.00,2026-02-27
1058 AP TIJUANA AMBULATORIO,10,2,6,4,33.33,66.67,2,100.00,2026-02-27
1064 CC CDMX SATÉLITE,3,1,1,2,100.00,66.67,1,100.00,2026-02-27
1065 CC CDMX PARQUE TEPEYAC,9,5,5,4,100.00,44.44,5,100.00,2026-02-27
1066 CC CANCUN AMERICAS,8,5,5,3,100.00,37.50,5,100.00,2026-02-27
1067 AP AERO DF AMBULATORIO T1,1,0,1,0,0.00,0.00,0,0.00,2026-02-27
1068 AP AERO MERIDA AMBULATORIO,7,4,5,2,80.00,33.33,3,75.00,2026-02-27
2001 TC GUADALAJARA CAÑADAS,7,3,5,2,60.00,40.00,3,100.00,2026-02-27
2004 CC LEON MULZA,13,6,9,4,66.67,40.00,5,83.33,2026-02-27
2008 CC CDMX PUNTA NORTE,14,5,10,4,50.00,44.44,5,100.00,2026-02-27
2009 CC CANCÚN PASEOS,23,8,16,7,50.00,46.67,8,100.00,2026-02-27
2011 TC GUADALAJARA TESISTÁN,7,1,2,5,50.00,83.33,1,100.00,2026-02-27
2012 CC LERMA PLAZAS OUTLET,14,7,10,4,70.00,36.36,7,100.00,2026-02-27
2014 CC CUERNAVACA FORUM,19,9,12,7,75.00,43.75,7,77.78,2026-02-27
2015 EXPLANADA PACHUCA,18,8,10,8,80.00,50.00,8,100.00,2026-02-27
2016 CC QUERETARO PREMIUM OUTLETS,5,3,5,0,60.00,0.00,3,100.00,2026-02-27
2018 CC EXPLANADA CULIACAN,12,5,5,7,100.00,58.33,4,80.00,2026-02-27
2021 CC CDMX PORTAL CENTRO,10,4,7,3,57.14,42.86,4,100.00,2026-02-27
2022 CC LEON NUEVO MULZA,8,1,4,4,25.00,80.00,1,100.00,2026-02-27
2023 CC OUTLET RIVIERA MAYA,10,2,5,5,40.00,71.43,2,100.00,2026-02-27
2024 CC OUTLET LEON,8,4,6,2,66.67,33.33,4,100.00,2026-02-27
2050 TC GUADALAJARA MFS VALLARTA,8,3,4,4,75.00,57.14,2,66.67,2026-02-27
