Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,8,6,7,1,85.71,14.29,4,66.67,2026-04-14
1002 AP PUERTO VALLARTA LOCAL,5,5,5,0,100.00,0.00,3,60.00,2026-04-14
1003 AP PUERTO VALLARTA ESCALA,2,1,1,1,100.00,50.00,0,0.00,2026-04-14
1004 AP MERIDA,6,3,4,2,75.00,40.00,0,0.00,2026-04-14
1010 AP CDMX BJ T2,12,4,9,3,44.44,42.86,4,100.00,2026-04-14
1015 CC GUADALAJARA PLAZA ANDARES,3,1,2,1,50.00,50.00,1,100.00,2026-04-14
1017 CC MORELIA AMERICAS,4,3,3,1,100.00,25.00,3,100.00,2026-04-14
1018 CC MERIDA ALTABRISA,2,1,1,1,100.00,50.00,1,100.00,2026-04-14
1020 AP GUADALAJARA ISLA,7,2,6,1,33.33,33.33,1,50.00,2026-04-14
1021 CC PUEBLA ANGELOPOLIS,8,4,4,4,100.00,50.00,4,100.00,2026-04-14
1023 CC SAN LUIS POTOSÍ,2,1,1,1,100.00,50.00,0,0.00,2026-04-14
1024 CC VILLAHERMOSA ALTABRISA,5,4,4,1,100.00,20.00,4,100.00,2026-04-14
1025 CC MERIDA GALERIAS,6,2,3,3,66.67,60.00,2,100.00,2026-04-14
1026 AP VILLAHERMOSA,10,5,6,4,83.33,44.44,5,100.00,2026-04-14
1030 AP CULIACÁN,2,1,1,1,100.00,50.00,1,100.00,2026-04-14
1031 CC CDMX FORUM BUENAVISTA,10,5,5,5,100.00,50.00,5,100.00,2026-04-14
1032 CC CAMPECHE GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-04-14
1034 CC QUERETARO PLAZA ANTEA,1,1,1,0,100.00,0.00,1,100.00,2026-04-14
1036 CC CULIACÁN PLAZA FORUM,2,2,2,0,100.00,0.00,2,100.00,2026-04-14
1037 AP CANCÚN SALA AIRE,4,1,4,0,25.00,0.00,1,100.00,2026-04-14
1038 AP LOS CABOS,8,1,7,1,14.29,50.00,1,100.00,2026-04-14
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-04-14
1044 CC MERIDA LA ISLA,3,0,0,3,0.00,100.00,0,0.00,2026-04-14
1045 CC TUXTLA FASHION MALL,4,0,1,3,0.00,100.00,0,0.00,2026-04-14
1046 CC CABOS PUERTO PARAISO,9,2,4,5,50.00,71.43,2,100.00,2026-04-14
1047 CC GUADALAJARA PLAZA PATRIA,1,1,1,0,100.00,0.00,1,100.00,2026-04-14
1048 AP DEL BAJIO,7,5,5,2,100.00,28.57,5,100.00,2026-04-14
1049 CC GUADALAJARA LA PERLA,2,2,2,0,100.00,0.00,2,100.00,2026-04-14
1052 CC CDMX LAS ANTENAS,5,3,3,2,100.00,40.00,3,100.00,2026-04-14
1053 CC VERACRUZ ANDAMAR,5,1,5,0,20.00,0.00,1,100.00,2026-04-14
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,1,100.00,2026-04-14
1058 AP TIJUANA AMBULATORIO,1,1,1,0,100.00,0.00,1,100.00,2026-04-14
1064 CC CDMX SATÉLITE,2,0,0,2,0.00,100.00,0,0.00,2026-04-14
1065 CC CDMX PARQUE TEPEYAC,2,1,1,1,100.00,50.00,1,100.00,2026-04-14
1066 CC CANCUN AMERICAS,12,7,8,4,87.50,36.36,6,85.71,2026-04-14
1067 AP AERO DF AMBULATORIO T1,6,0,5,1,0.00,100.00,0,0.00,2026-04-14
1068 AP AERO MERIDA AMBULATORIO,9,5,6,3,83.33,37.50,5,100.00,2026-04-14
1069 AP TIJUANA ISLA,5,1,4,1,25.00,50.00,0,0.00,2026-04-14
2001 TC GUADALAJARA CAÑADAS,5,2,4,1,50.00,33.33,2,100.00,2026-04-14
2004 CC LEON MULZA,5,2,4,1,50.00,33.33,2,100.00,2026-04-14
2008 CC CDMX PUNTA NORTE,8,1,3,5,33.33,83.33,1,100.00,2026-04-14
2009 CC CANCÚN PASEOS,19,10,14,5,71.43,33.33,10,100.00,2026-04-14
2011 TC GUADALAJARA TESISTÁN,3,0,0,3,0.00,100.00,0,0.00,2026-04-14
2012 CC LERMA PLAZAS OUTLET,7,4,7,0,57.14,0.00,4,100.00,2026-04-14
2014 CC CUERNAVACA FORUM,14,11,11,3,100.00,21.43,11,100.00,2026-04-14
2015 EXPLANADA PACHUCA,5,2,4,1,50.00,33.33,2,100.00,2026-04-14
2016 CC QUERETARO PREMIUM OUTLETS,5,4,4,1,100.00,20.00,4,100.00,2026-04-14
2018 CC EXPLANADA CULIACAN,9,5,7,2,71.43,28.57,5,100.00,2026-04-14
2021 CC CDMX PORTAL CENTRO,7,2,4,3,50.00,60.00,2,100.00,2026-04-14
2022 CC LEON NUEVO MULZA,2,1,2,0,50.00,0.00,1,100.00,2026-04-14
2023 CC OUTLET RIVIERA MAYA,6,2,5,1,40.00,33.33,2,100.00,2026-04-14
2024 CC OUTLET LEON,6,1,4,2,25.00,66.67,1,100.00,2026-04-14
2050 TC GUADALAJARA MFS VALLARTA,11,7,8,3,87.50,30.00,7,100.00,2026-04-14
