Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,4,6,6,66.67,60.00,2,50.00,2026-05-19
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,1,100.00,2026-05-19
1004 AP MERIDA,4,2,4,0,50.00,0.00,2,100.00,2026-05-19
1010 AP CDMX BJ T2,14,1,12,2,8.33,66.67,1,100.00,2026-05-19
1015 CC GUADALAJARA PLAZA ANDARES,3,1,2,1,50.00,50.00,0,0.00,2026-05-19
1017 CC MORELIA AMERICAS,8,4,5,3,80.00,42.86,4,100.00,2026-05-19
1018 CC MERIDA ALTABRISA,5,1,2,3,50.00,75.00,1,100.00,2026-05-19
1020 AP GUADALAJARA ISLA,10,1,10,0,10.00,0.00,1,100.00,2026-05-19
1021 CC PUEBLA ANGELOPOLIS,6,4,5,1,80.00,20.00,2,50.00,2026-05-19
1023 CC SAN LUIS POTOSÍ,2,1,1,1,100.00,50.00,1,100.00,2026-05-19
1024 CC VILLAHERMOSA ALTABRISA,2,1,1,1,100.00,50.00,1,100.00,2026-05-19
1025 CC MERIDA GALERIAS,6,3,4,2,75.00,40.00,3,100.00,2026-05-19
1026 AP VILLAHERMOSA,4,3,4,0,75.00,0.00,3,100.00,2026-05-19
1030 AP CULIACÁN,3,1,2,1,50.00,50.00,1,100.00,2026-05-19
1031 CC CDMX FORUM BUENAVISTA,4,3,3,1,100.00,25.00,3,100.00,2026-05-19
1032 CC CAMPECHE GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-05-19
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-05-19
1036 CC CULIACÁN PLAZA FORUM,2,1,1,1,100.00,50.00,1,100.00,2026-05-19
1037 AP CANCÚN SALA AIRE,8,3,8,0,37.50,0.00,3,100.00,2026-05-19
1038 AP LOS CABOS,9,2,7,2,28.57,50.00,2,100.00,2026-05-19
1042 CC GUADALAJARA GALERIAS,2,1,2,0,50.00,0.00,0,0.00,2026-05-19
1044 CC MERIDA LA ISLA,5,2,2,3,100.00,60.00,2,100.00,2026-05-19
1045 CC TUXTLA FASHION MALL,1,0,0,1,0.00,100.00,0,0.00,2026-05-19
1046 CC CABOS PUERTO PARAISO,13,4,6,7,66.67,63.64,3,75.00,2026-05-19
1047 CC GUADALAJARA PLAZA PATRIA,4,3,3,1,100.00,25.00,3,100.00,2026-05-19
1048 AP DEL BAJIO,6,2,3,3,66.67,60.00,0,0.00,2026-05-19
1049 CC GUADALAJARA LA PERLA,3,1,1,2,100.00,66.67,0,0.00,2026-05-19
1052 CC CDMX LAS ANTENAS,2,1,1,1,100.00,50.00,1,100.00,2026-05-19
1053 CC VERACRUZ ANDAMAR,1,0,1,0,0.00,0.00,0,0.00,2026-05-19
1054 CC CDMX PARQUE LINDAVISTA,4,4,4,0,100.00,0.00,4,100.00,2026-05-19
1055 CC CDMX PARQUE VIA VALLEJO,4,2,3,1,66.67,33.33,2,100.00,2026-05-19
1058 AP TIJUANA AMBULATORIO,7,5,6,1,83.33,16.67,3,60.00,2026-05-19
1064 CC CDMX SATÉLITE,3,0,0,3,0.00,100.00,0,0.00,2026-05-19
1065 CC CDMX PARQUE TEPEYAC,6,4,4,2,100.00,33.33,4,100.00,2026-05-19
1066 CC CANCUN AMERICAS,3,2,2,1,100.00,33.33,2,100.00,2026-05-19
1067 AP AERO DF AMBULATORIO T1,4,0,4,0,0.00,0.00,0,0.00,2026-05-19
1068 AP AERO MERIDA AMBULATORIO,3,0,2,1,0.00,100.00,0,0.00,2026-05-19
1069 AP TIJUANA ISLA,3,2,3,0,66.67,0.00,1,50.00,2026-05-19
2001 TC GUADALAJARA CAÑADAS,7,0,1,6,0.00,100.00,0,0.00,2026-05-19
2008 CC CDMX PUNTA NORTE,6,0,5,1,0.00,100.00,0,0.00,2026-05-19
2009 CC CANCÚN PASEOS,16,9,12,4,75.00,30.77,9,100.00,2026-05-19
2011 TC GUADALAJARA TESISTÁN,2,1,1,1,100.00,50.00,1,100.00,2026-05-19
2012 CC LERMA PLAZAS OUTLET,3,1,3,0,33.33,0.00,1,100.00,2026-05-19
2014 CC CUERNAVACA FORUM,11,6,9,2,66.67,25.00,5,83.33,2026-05-19
2015 EXPLANADA PACHUCA,4,0,0,4,0.00,100.00,0,0.00,2026-05-19
2016 CC QUERETARO PREMIUM OUTLETS,7,1,4,3,25.00,75.00,1,100.00,2026-05-19
2018 CC EXPLANADA CULIACAN,9,1,2,7,50.00,87.50,1,100.00,2026-05-19
2021 CC CDMX PORTAL CENTRO,5,1,3,2,33.33,66.67,1,100.00,2026-05-19
2022 CC LEON NUEVO MULZA,7,0,3,4,0.00,100.00,0,0.00,2026-05-19
2023 CC OUTLET RIVIERA MAYA,14,2,12,2,16.67,50.00,2,100.00,2026-05-19
2024 CC OUTLET LEON,3,0,3,0,0.00,0.00,0,0.00,2026-05-19
2050 TC GUADALAJARA MFS VALLARTA,3,2,3,0,66.67,0.00,2,100.00,2026-05-19
