Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,17,13,16,1,81.25,7.14,2,15.38,2026-03-06
1002 AP PUERTO VALLARTA LOCAL,4,3,3,1,100.00,25.00,2,66.67,2026-03-06
1003 AP PUERTO VALLARTA ESCALA,4,3,4,0,75.00,0.00,3,100.00,2026-03-06
1004 AP MERIDA,5,1,2,3,50.00,75.00,1,100.00,2026-03-06
1010 AP CDMX BJ T2,9,4,7,2,57.14,33.33,4,100.00,2026-03-06
1015 CC GUADALAJARA PLAZA ANDARES,1,1,1,0,100.00,0.00,0,0.00,2026-03-06
1017 CC MORELIA AMERICAS,9,5,5,4,100.00,44.44,5,100.00,2026-03-06
1018 CC MERIDA ALTABRISA,11,5,5,6,100.00,54.55,5,100.00,2026-03-06
1020 AP GUADALAJARA ISLA,4,1,4,0,25.00,0.00,1,100.00,2026-03-06
1021 CC PUEBLA ANGELOPOLIS,7,3,3,4,100.00,57.14,2,66.67,2026-03-06
1023 CC SAN LUIS POTOSÍ,3,2,2,1,100.00,33.33,1,50.00,2026-03-06
1024 CC VILLAHERMOSA ALTABRISA,8,5,5,3,100.00,37.50,5,100.00,2026-03-06
1025 CC MERIDA GALERIAS,9,6,7,2,85.71,25.00,6,100.00,2026-03-06
1026 AP VILLAHERMOSA,3,1,3,0,33.33,0.00,0,0.00,2026-03-06
1030 AP CULIACÁN,9,4,6,3,66.67,42.86,4,100.00,2026-03-06
1031 CC CDMX FORUM BUENAVISTA,15,7,7,8,100.00,53.33,7,100.00,2026-03-06
1032 CC CAMPECHE GALERIAS,2,2,2,0,100.00,0.00,2,100.00,2026-03-06
1034 CC QUERETARO PLAZA ANTEA,2,2,2,0,100.00,0.00,2,100.00,2026-03-06
1036 CC CULIACÁN PLAZA FORUM,6,0,1,5,0.00,100.00,0,0.00,2026-03-06
1037 AP CANCÚN SALA AIRE,7,2,7,0,28.57,0.00,2,100.00,2026-03-06
1038 AP LOS CABOS,6,2,6,0,33.33,0.00,2,100.00,2026-03-06
1042 CC GUADALAJARA GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-03-06
1044 CC MERIDA LA ISLA,1,0,0,1,0.00,100.00,0,0.00,2026-03-06
1045 CC TUXTLA FASHION MALL,11,8,8,3,100.00,27.27,8,100.00,2026-03-06
1046 CC CABOS PUERTO PARAISO,14,7,7,7,100.00,50.00,7,100.00,2026-03-06
1047 CC GUADALAJARA PLAZA PATRIA,5,2,3,2,66.67,50.00,2,100.00,2026-03-06
1048 AP DEL BAJIO,4,3,4,0,75.00,0.00,3,100.00,2026-03-06
1049 CC GUADALAJARA LA PERLA,1,1,1,0,100.00,0.00,1,100.00,2026-03-06
1052 CC CDMX LAS ANTENAS,2,0,1,1,0.00,100.00,0,0.00,2026-03-06
1053 CC VERACRUZ ANDAMAR,4,0,2,2,0.00,100.00,0,0.00,2026-03-06
1054 CC CDMX PARQUE LINDAVISTA,4,0,2,2,0.00,100.00,0,0.00,2026-03-06
1055 CC CDMX PARQUE VIA VALLEJO,2,2,2,0,100.00,0.00,2,100.00,2026-03-06
1058 AP TIJUANA AMBULATORIO,11,5,7,4,71.43,44.44,3,60.00,2026-03-06
1064 CC CDMX SATÉLITE,1,1,1,0,100.00,0.00,1,100.00,2026-03-06
1065 CC CDMX PARQUE TEPEYAC,7,2,2,5,100.00,71.43,2,100.00,2026-03-06
1066 CC CANCUN AMERICAS,5,0,4,1,0.00,100.00,0,0.00,2026-03-06
1067 AP AERO DF AMBULATORIO T1,6,0,6,0,0.00,0.00,0,0.00,2026-03-06
1068 AP AERO MERIDA AMBULATORIO,6,1,4,2,25.00,66.67,1,100.00,2026-03-06
1069 AP TIJUANA ISLA,12,7,10,2,70.00,22.22,7,100.00,2026-03-06
2001 TC GUADALAJARA CAÑADAS,6,2,3,3,66.67,60.00,2,100.00,2026-03-06
2004 CC LEON MULZA,11,4,7,4,57.14,50.00,4,100.00,2026-03-06
2008 CC CDMX PUNTA NORTE,8,3,5,3,60.00,50.00,3,100.00,2026-03-06
2009 CC CANCÚN PASEOS,14,2,9,5,22.22,71.43,2,100.00,2026-03-06
2011 TC GUADALAJARA TESISTÁN,6,2,2,4,100.00,66.67,2,100.00,2026-03-06
2012 CC LERMA PLAZAS OUTLET,18,8,13,5,61.54,38.46,7,87.50,2026-03-06
2014 CC CUERNAVACA FORUM,14,6,8,6,75.00,50.00,6,100.00,2026-03-06
2015 EXPLANADA PACHUCA,15,8,8,7,100.00,46.67,7,87.50,2026-03-06
2016 CC QUERETARO PREMIUM OUTLETS,8,3,6,2,50.00,40.00,3,100.00,2026-03-06
2018 CC EXPLANADA CULIACAN,12,4,5,7,80.00,63.64,4,100.00,2026-03-06
2021 CC CDMX PORTAL CENTRO,13,2,9,4,22.22,66.67,2,100.00,2026-03-06
2022 CC LEON NUEVO MULZA,12,4,9,3,44.44,42.86,4,100.00,2026-03-06
2023 CC OUTLET RIVIERA MAYA,6,4,4,2,100.00,33.33,4,100.00,2026-03-06
2024 CC OUTLET LEON,5,1,2,3,50.00,75.00,1,100.00,2026-03-06
2050 TC GUADALAJARA MFS VALLARTA,16,2,12,4,16.67,66.67,1,50.00,2026-03-06
