Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,8,10,3,80.00,27.27,1,12.50,2026-03-15
1002 AP PUERTO VALLARTA LOCAL,4,2,4,0,50.00,0.00,1,50.00,2026-03-15
1003 AP PUERTO VALLARTA ESCALA,8,7,8,0,87.50,0.00,5,71.43,2026-03-15
1004 AP MERIDA,10,5,9,1,55.56,16.67,5,100.00,2026-03-15
1010 AP CDMX BJ T2,14,5,13,1,38.46,16.67,5,100.00,2026-03-15
1015 CC GUADALAJARA PLAZA ANDARES,5,3,3,2,100.00,40.00,0,0.00,2026-03-15
1017 CC MORELIA AMERICAS,11,8,10,1,80.00,11.11,8,100.00,2026-03-15
1018 CC MERIDA ALTABRISA,7,6,7,0,85.71,0.00,6,100.00,2026-03-15
1020 AP GUADALAJARA ISLA,13,5,12,1,41.67,16.67,4,80.00,2026-03-15
1021 CC PUEBLA ANGELOPOLIS,18,14,14,4,100.00,22.22,13,92.86,2026-03-15
1023 CC SAN LUIS POTOSÍ,4,3,3,1,100.00,25.00,2,66.67,2026-03-15
1024 CC VILLAHERMOSA ALTABRISA,9,4,5,4,80.00,50.00,4,100.00,2026-03-15
1025 CC MERIDA GALERIAS,15,5,5,10,100.00,66.67,5,100.00,2026-03-15
1026 AP VILLAHERMOSA,6,3,4,2,75.00,40.00,3,100.00,2026-03-15
1030 AP CULIACÁN,2,1,2,0,50.00,0.00,0,0.00,2026-03-15
1031 CC CDMX FORUM BUENAVISTA,11,5,5,6,100.00,54.55,5,100.00,2026-03-15
1032 CC CAMPECHE GALERIAS,12,5,5,7,100.00,58.33,1,20.00,2026-03-15
1034 CC QUERETARO PLAZA ANTEA,9,5,7,2,71.43,28.57,5,100.00,2026-03-15
1036 CC CULIACÁN PLAZA FORUM,9,1,2,7,50.00,87.50,1,100.00,2026-03-15
1037 AP CANCÚN SALA AIRE,13,0,13,0,0.00,0.00,0,0.00,2026-03-15
1038 AP LOS CABOS,7,4,5,2,80.00,33.33,4,100.00,2026-03-15
1042 CC GUADALAJARA GALERIAS,5,2,3,2,66.67,50.00,0,0.00,2026-03-15
1044 CC MERIDA LA ISLA,3,1,1,2,100.00,66.67,1,100.00,2026-03-15
1045 CC TUXTLA FASHION MALL,4,0,0,4,0.00,100.00,0,0.00,2026-03-15
1046 CC CABOS PUERTO PARAISO,12,2,3,9,66.67,81.82,2,100.00,2026-03-15
1047 CC GUADALAJARA PLAZA PATRIA,8,4,4,4,100.00,50.00,4,100.00,2026-03-15
1048 AP DEL BAJIO,6,3,3,3,100.00,50.00,2,66.67,2026-03-15
1049 CC GUADALAJARA LA PERLA,8,3,5,3,60.00,50.00,2,66.67,2026-03-15
1052 CC CDMX LAS ANTENAS,10,2,4,6,50.00,75.00,2,100.00,2026-03-15
1053 CC VERACRUZ ANDAMAR,7,4,4,3,100.00,42.86,4,100.00,2026-03-15
1054 CC CDMX PARQUE LINDAVISTA,9,6,6,3,100.00,33.33,4,66.67,2026-03-15
1055 CC CDMX PARQUE VIA VALLEJO,5,2,4,1,50.00,33.33,2,100.00,2026-03-15
1058 AP TIJUANA AMBULATORIO,4,2,2,2,100.00,50.00,1,50.00,2026-03-15
1064 CC CDMX SATÉLITE,14,7,10,4,70.00,36.36,6,85.71,2026-03-15
1065 CC CDMX PARQUE TEPEYAC,11,6,6,5,100.00,45.45,6,100.00,2026-03-15
1066 CC CANCUN AMERICAS,10,1,1,9,100.00,90.00,1,100.00,2026-03-15
1067 AP AERO DF AMBULATORIO T1,7,0,7,0,0.00,0.00,0,0.00,2026-03-15
1068 AP AERO MERIDA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-03-15
1069 AP TIJUANA ISLA,6,2,6,0,33.33,0.00,2,100.00,2026-03-15
2001 TC GUADALAJARA CAÑADAS,9,4,6,3,66.67,42.86,4,100.00,2026-03-15
2004 CC LEON MULZA,44,25,38,6,65.79,19.35,22,88.00,2026-03-15
2008 CC CDMX PUNTA NORTE,33,11,25,8,44.00,42.11,11,100.00,2026-03-15
2009 CC CANCÚN PASEOS,35,10,16,19,62.50,65.52,10,100.00,2026-03-15
2012 CC LERMA PLAZAS OUTLET,47,24,37,10,64.86,29.41,24,100.00,2026-03-15
2014 CC CUERNAVACA FORUM,22,9,16,6,56.25,40.00,7,77.78,2026-03-15
2015 EXPLANADA PACHUCA,57,27,36,21,75.00,43.75,25,92.59,2026-03-15
2016 CC QUERETARO PREMIUM OUTLETS,37,19,30,7,63.33,26.92,19,100.00,2026-03-15
2018 CC EXPLANADA CULIACAN,24,8,10,14,80.00,63.64,7,87.50,2026-03-15
2021 CC CDMX PORTAL CENTRO,13,6,9,4,66.67,40.00,6,100.00,2026-03-15
2022 CC LEON NUEVO MULZA,35,10,33,2,30.30,16.67,9,90.00,2026-03-15
2023 CC OUTLET RIVIERA MAYA,38,7,34,4,20.59,36.36,5,71.43,2026-03-15
2024 CC OUTLET LEON,30,11,21,9,52.38,45.00,10,90.91,2026-03-15
2050 TC GUADALAJARA MFS VALLARTA,5,0,3,2,0.00,100.00,0,0.00,2026-03-15
