Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,16,6,11,5,54.55,45.45,3,50.00,2026-05-21
1002 AP PUERTO VALLARTA LOCAL,1,0,0,1,0.00,100.00,0,0.00,2026-05-21
1003 AP PUERTO VALLARTA ESCALA,3,3,3,0,100.00,0.00,3,100.00,2026-05-21
1004 AP MERIDA,8,3,7,1,42.86,25.00,3,100.00,2026-05-21
1010 AP CDMX BJ T2,20,11,19,1,57.89,8.33,9,81.82,2026-05-21
1015 CC GUADALAJARA PLAZA ANDARES,6,3,5,1,60.00,25.00,3,100.00,2026-05-21
1017 CC MORELIA AMERICAS,7,4,5,2,80.00,33.33,4,100.00,2026-05-21
1018 CC MERIDA ALTABRISA,6,2,2,4,100.00,66.67,2,100.00,2026-05-21
1020 AP GUADALAJARA ISLA,26,12,25,1,48.00,7.69,9,75.00,2026-05-21
1021 CC PUEBLA ANGELOPOLIS,10,5,6,4,83.33,44.44,5,100.00,2026-05-21
1023 CC SAN LUIS POTOSÍ,8,4,5,3,80.00,42.86,2,50.00,2026-05-21
1024 CC VILLAHERMOSA ALTABRISA,7,4,6,1,66.67,20.00,3,75.00,2026-05-21
1025 CC MERIDA GALERIAS,11,4,7,4,57.14,50.00,4,100.00,2026-05-21
1026 AP VILLAHERMOSA,6,4,5,1,80.00,20.00,4,100.00,2026-05-21
1030 AP CULIACÁN,7,1,4,3,25.00,75.00,1,100.00,2026-05-21
1031 CC CDMX FORUM BUENAVISTA,8,3,5,3,60.00,50.00,3,100.00,2026-05-21
1032 CC CAMPECHE GALERIAS,6,1,1,5,100.00,83.33,1,100.00,2026-05-21
1034 CC QUERETARO PLAZA ANTEA,2,0,1,1,0.00,100.00,0,0.00,2026-05-21
1036 CC CULIACÁN PLAZA FORUM,6,6,6,0,100.00,0.00,6,100.00,2026-05-21
1037 AP CANCÚN SALA AIRE,16,1,13,3,7.69,75.00,1,100.00,2026-05-21
1038 AP LOS CABOS,13,3,10,3,30.00,50.00,3,100.00,2026-05-21
1042 CC GUADALAJARA GALERIAS,3,0,0,3,0.00,100.00,0,0.00,2026-05-21
1044 CC MERIDA LA ISLA,6,0,1,5,0.00,100.00,0,0.00,2026-05-21
1045 CC TUXTLA FASHION MALL,5,0,0,5,0.00,100.00,0,0.00,2026-05-21
1046 CC CABOS PUERTO PARAISO,13,4,5,8,80.00,66.67,2,50.00,2026-05-21
1047 CC GUADALAJARA PLAZA PATRIA,6,4,4,2,100.00,33.33,4,100.00,2026-05-21
1048 AP DEL BAJIO,4,0,3,1,0.00,100.00,0,0.00,2026-05-21
1049 CC GUADALAJARA LA PERLA,6,5,5,1,100.00,16.67,2,40.00,2026-05-21
1052 CC CDMX LAS ANTENAS,4,0,2,2,0.00,100.00,0,0.00,2026-05-21
1053 CC VERACRUZ ANDAMAR,6,4,4,2,100.00,33.33,3,75.00,2026-05-21
1054 CC CDMX PARQUE LINDAVISTA,5,3,3,2,100.00,40.00,3,100.00,2026-05-21
1055 CC CDMX PARQUE VIA VALLEJO,4,0,1,3,0.00,100.00,0,0.00,2026-05-21
1058 AP TIJUANA AMBULATORIO,8,3,5,3,60.00,50.00,0,0.00,2026-05-21
1064 CC CDMX SATÉLITE,4,1,1,3,100.00,75.00,1,100.00,2026-05-21
1065 CC CDMX PARQUE TEPEYAC,5,2,2,3,100.00,60.00,2,100.00,2026-05-21
1066 CC CANCUN AMERICAS,4,2,3,1,66.67,33.33,2,100.00,2026-05-21
1067 AP AERO DF AMBULATORIO T1,4,1,4,0,25.00,0.00,1,100.00,2026-05-21
1068 AP AERO MERIDA AMBULATORIO,5,2,3,2,66.67,50.00,2,100.00,2026-05-21
1069 AP TIJUANA ISLA,3,1,2,1,50.00,50.00,1,100.00,2026-05-21
2001 TC GUADALAJARA CAÑADAS,7,3,3,4,100.00,57.14,3,100.00,2026-05-21
2008 CC CDMX PUNTA NORTE,5,0,4,1,0.00,100.00,0,0.00,2026-05-21
2009 CC CANCÚN PASEOS,17,6,9,8,66.67,57.14,6,100.00,2026-05-21
2011 TC GUADALAJARA TESISTÁN,3,0,2,1,0.00,100.00,0,0.00,2026-05-21
2012 CC LERMA PLAZAS OUTLET,15,2,11,4,18.18,66.67,2,100.00,2026-05-21
2014 CC CUERNAVACA FORUM,5,1,2,3,50.00,75.00,1,100.00,2026-05-21
2015 EXPLANADA PACHUCA,4,0,2,2,0.00,100.00,0,0.00,2026-05-21
2016 CC QUERETARO PREMIUM OUTLETS,3,0,2,1,0.00,100.00,0,0.00,2026-05-21
2018 CC EXPLANADA CULIACAN,14,6,7,7,85.71,53.85,5,83.33,2026-05-21
2021 CC CDMX PORTAL CENTRO,13,3,5,8,60.00,72.73,3,100.00,2026-05-21
2022 CC LEON NUEVO MULZA,10,3,9,1,33.33,25.00,1,33.33,2026-05-21
2023 CC OUTLET RIVIERA MAYA,10,1,7,3,14.29,75.00,1,100.00,2026-05-21
2024 CC OUTLET LEON,3,0,3,0,0.00,0.00,0,0.00,2026-05-21
2050 TC GUADALAJARA MFS VALLARTA,9,3,7,2,42.86,40.00,3,100.00,2026-05-21
