Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,14,10,11,3,90.91,23.08,5,50.00,2026-02-10
1002 AP PUERTO VALLARTA LOCAL,4,3,4,0,75.00,0.00,1,33.33,2026-02-10
1003 AP PUERTO VALLARTA ESCALA,4,1,3,1,33.33,50.00,1,100.00,2026-02-10
1004 AP MERIDA,2,1,2,0,50.00,0.00,0,0.00,2026-02-10
1010 AP CDMX BJ T2,7,3,7,0,42.86,0.00,3,100.00,2026-02-10
1015 CC GUADALAJARA PLAZA ANDARES,3,2,2,1,100.00,33.33,0,0.00,2026-02-10
1017 CC MORELIA AMERICAS,4,2,3,1,66.67,33.33,2,100.00,2026-02-10
1018 CC MERIDA ALTABRISA,6,3,3,3,100.00,50.00,2,66.67,2026-02-10
1020 AP GUADALAJARA ISLA,7,2,7,0,28.57,0.00,2,100.00,2026-02-10
1021 CC PUEBLA ANGELOPOLIS,9,5,6,3,83.33,37.50,5,100.00,2026-02-10
1023 CC SAN LUIS POTOSÍ,2,2,2,0,100.00,0.00,2,100.00,2026-02-10
1024 CC VILLAHERMOSA ALTABRISA,6,1,1,5,100.00,83.33,1,100.00,2026-02-10
1025 CC MERIDA GALERIAS,1,0,0,1,0.00,100.00,0,0.00,2026-02-10
1026 AP VILLAHERMOSA,2,1,1,1,100.00,50.00,1,100.00,2026-02-10
1030 AP CULIACÁN,2,1,2,0,50.00,0.00,1,100.00,2026-02-10
1031 CC CDMX FORUM BUENAVISTA,7,6,6,1,100.00,14.29,6,100.00,2026-02-10
1032 CC CAMPECHE GALERIAS,3,3,3,0,100.00,0.00,3,100.00,2026-02-10
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-02-10
1036 CC CULIACÁN PLAZA FORUM,3,1,2,1,50.00,50.00,1,100.00,2026-02-10
1037 AP CANCÚN SALA AIRE,5,0,5,0,0.00,0.00,0,0.00,2026-02-10
1038 AP LOS CABOS,5,0,5,0,0.00,0.00,0,0.00,2026-02-10
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-02-10
1045 CC TUXTLA FASHION MALL,5,2,3,2,66.67,50.00,2,100.00,2026-02-10
1046 CC CABOS PUERTO PARAISO,15,7,10,5,70.00,41.67,7,100.00,2026-02-10
1047 CC GUADALAJARA PLAZA PATRIA,7,4,4,3,100.00,42.86,4,100.00,2026-02-10
1048 AP DEL BAJIO,3,1,2,1,50.00,50.00,1,100.00,2026-02-10
1049 CC GUADALAJARA LA PERLA,3,3,3,0,100.00,0.00,3,100.00,2026-02-10
1052 CC CDMX LAS ANTENAS,2,1,1,1,100.00,50.00,1,100.00,2026-02-10
1053 CC VERACRUZ ANDAMAR,6,2,4,2,50.00,50.00,2,100.00,2026-02-10
1054 CC CDMX PARQUE LINDAVISTA,3,2,2,1,100.00,33.33,2,100.00,2026-02-10
1055 CC CDMX PARQUE VIA VALLEJO,3,2,3,0,66.67,0.00,2,100.00,2026-02-10
1058 AP TIJUANA AMBULATORIO,5,2,2,3,100.00,60.00,1,50.00,2026-02-10
1064 CC CDMX SATÉLITE,4,2,3,1,66.67,33.33,2,100.00,2026-02-10
1065 CC CDMX PARQUE TEPEYAC,4,2,2,2,100.00,50.00,1,50.00,2026-02-10
1066 CC CANCUN AMERICAS,1,0,1,0,0.00,0.00,0,0.00,2026-02-10
1068 AP AERO MERIDA AMBULATORIO,4,2,2,2,100.00,50.00,2,100.00,2026-02-10
1069 AP TIJUANA ISLA,5,2,3,2,66.67,50.00,0,0.00,2026-02-10
2001 TC GUADALAJARA CAÑADAS,10,1,4,6,25.00,85.71,1,100.00,2026-02-10
2004 CC LEON MULZA,8,2,6,2,33.33,50.00,2,100.00,2026-02-10
2008 CC CDMX PUNTA NORTE,7,2,6,1,33.33,33.33,2,100.00,2026-02-10
2009 CC CANCÚN PASEOS,13,3,7,6,42.86,66.67,3,100.00,2026-02-10
2011 TC GUADALAJARA TESISTÁN,7,3,4,3,75.00,50.00,3,100.00,2026-02-10
2012 CC LERMA PLAZAS OUTLET,10,2,8,2,25.00,50.00,2,100.00,2026-02-10
2014 CC CUERNAVACA FORUM,15,4,6,9,66.67,69.23,4,100.00,2026-02-10
2015 EXPLANADA PACHUCA,10,5,7,3,71.43,37.50,5,100.00,2026-02-10
2016 CC QUERETARO PREMIUM OUTLETS,4,2,4,0,50.00,0.00,2,100.00,2026-02-10
2018 CC EXPLANADA CULIACAN,8,2,4,4,50.00,66.67,2,100.00,2026-02-10
2021 CC CDMX PORTAL CENTRO,7,4,6,1,66.67,20.00,4,100.00,2026-02-10
2022 CC LEON NUEVO MULZA,5,1,3,2,33.33,66.67,1,100.00,2026-02-10
2023 CC OUTLET RIVIERA MAYA,8,2,6,2,33.33,50.00,2,100.00,2026-02-10
2024 CC OUTLET LEON,9,2,7,2,28.57,50.00,2,100.00,2026-02-10
2050 TC GUADALAJARA MFS VALLARTA,6,4,5,1,80.00,20.00,3,75.00,2026-02-10
