Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,19,11,14,5,78.57,31.25,7,63.64,2026-04-24
1002 AP PUERTO VALLARTA LOCAL,4,3,4,0,75.00,0.00,2,66.67,2026-04-24
1003 AP PUERTO VALLARTA ESCALA,3,2,2,1,100.00,33.33,2,100.00,2026-04-24
1004 AP MERIDA,11,3,8,3,37.50,50.00,2,66.67,2026-04-24
1010 AP CDMX BJ T2,11,2,9,2,22.22,50.00,2,100.00,2026-04-24
1017 CC MORELIA AMERICAS,5,3,5,0,60.00,0.00,3,100.00,2026-04-24
1018 CC MERIDA ALTABRISA,7,2,2,5,100.00,71.43,2,100.00,2026-04-24
1020 AP GUADALAJARA ISLA,14,7,12,2,58.33,22.22,2,28.57,2026-04-24
1021 CC PUEBLA ANGELOPOLIS,4,2,3,1,66.67,33.33,1,50.00,2026-04-24
1023 CC SAN LUIS POTOSÍ,4,3,3,1,100.00,25.00,2,66.67,2026-04-24
1024 CC VILLAHERMOSA ALTABRISA,10,3,6,4,50.00,57.14,3,100.00,2026-04-24
1025 CC MERIDA GALERIAS,6,1,1,5,100.00,83.33,1,100.00,2026-04-24
1026 AP VILLAHERMOSA,10,7,7,3,100.00,30.00,5,71.43,2026-04-24
1030 AP CULIACÁN,6,2,4,2,50.00,50.00,0,0.00,2026-04-24
1031 CC CDMX FORUM BUENAVISTA,9,4,4,5,100.00,55.56,4,100.00,2026-04-24
1032 CC CAMPECHE GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-04-24
1034 CC QUERETARO PLAZA ANTEA,5,0,3,2,0.00,100.00,0,0.00,2026-04-24
1036 CC CULIACÁN PLAZA FORUM,4,4,4,0,100.00,0.00,4,100.00,2026-04-24
1037 AP CANCÚN SALA AIRE,11,0,11,0,0.00,0.00,0,0.00,2026-04-24
1038 AP LOS CABOS,10,6,9,1,66.67,14.29,6,100.00,2026-04-24
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,0,0.00,2026-04-24
1044 CC MERIDA LA ISLA,1,0,1,0,0.00,0.00,0,0.00,2026-04-24
1045 CC TUXTLA FASHION MALL,3,0,0,3,0.00,100.00,0,0.00,2026-04-24
1046 CC CABOS PUERTO PARAISO,11,5,5,6,100.00,54.55,5,100.00,2026-04-24
1048 AP DEL BAJIO,5,3,4,1,75.00,25.00,3,100.00,2026-04-24
1049 CC GUADALAJARA LA PERLA,7,5,5,2,100.00,28.57,4,80.00,2026-04-24
1052 CC CDMX LAS ANTENAS,7,3,5,2,60.00,40.00,3,100.00,2026-04-24
1053 CC VERACRUZ ANDAMAR,2,1,1,1,100.00,50.00,1,100.00,2026-04-24
1054 CC CDMX PARQUE LINDAVISTA,4,2,2,2,100.00,50.00,2,100.00,2026-04-24
1055 CC CDMX PARQUE VIA VALLEJO,9,4,5,4,80.00,50.00,4,100.00,2026-04-24
1058 AP TIJUANA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-04-24
1064 CC CDMX SATÉLITE,7,4,4,3,100.00,42.86,3,75.00,2026-04-24
1065 CC CDMX PARQUE TEPEYAC,7,3,3,4,100.00,57.14,3,100.00,2026-04-24
1066 CC CANCUN AMERICAS,4,2,3,1,66.67,33.33,1,50.00,2026-04-24
1067 AP AERO DF AMBULATORIO T1,5,0,4,1,0.00,100.00,0,0.00,2026-04-24
1068 AP AERO MERIDA AMBULATORIO,9,6,8,1,75.00,14.29,4,66.67,2026-04-24
1069 AP TIJUANA ISLA,1,1,1,0,100.00,0.00,1,100.00,2026-04-24
2001 TC GUADALAJARA CAÑADAS,7,2,4,3,50.00,60.00,2,100.00,2026-04-24
2004 CC LEON MULZA,11,6,9,2,66.67,25.00,6,100.00,2026-04-24
2008 CC CDMX PUNTA NORTE,13,1,11,2,9.09,66.67,1,100.00,2026-04-24
2009 CC CANCÚN PASEOS,18,5,6,12,83.33,70.59,5,100.00,2026-04-24
2011 TC GUADALAJARA TESISTÁN,10,5,5,5,100.00,50.00,5,100.00,2026-04-24
2012 CC LERMA PLAZAS OUTLET,27,4,19,8,21.05,66.67,4,100.00,2026-04-24
2014 CC CUERNAVACA FORUM,13,6,8,5,75.00,45.45,6,100.00,2026-04-24
2015 EXPLANADA PACHUCA,12,6,9,3,66.67,33.33,6,100.00,2026-04-24
2016 CC QUERETARO PREMIUM OUTLETS,14,8,12,2,66.67,20.00,8,100.00,2026-04-24
2018 CC EXPLANADA CULIACAN,24,13,15,9,86.67,40.91,11,84.62,2026-04-24
2021 CC CDMX PORTAL CENTRO,16,4,10,6,40.00,60.00,4,100.00,2026-04-24
2022 CC LEON NUEVO MULZA,8,2,6,2,33.33,50.00,2,100.00,2026-04-24
2023 CC OUTLET RIVIERA MAYA,11,0,5,6,0.00,100.00,0,0.00,2026-04-24
2024 CC OUTLET LEON,5,2,2,3,100.00,60.00,2,100.00,2026-04-24
2050 TC GUADALAJARA MFS VALLARTA,16,2,10,6,20.00,75.00,2,100.00,2026-04-24
