Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,17,12,15,2,80.00,14.29,6,50.00,2026-03-09
1002 AP PUERTO VALLARTA LOCAL,3,2,2,1,100.00,33.33,0,0.00,2026-03-09
1003 AP PUERTO VALLARTA ESCALA,6,2,4,2,50.00,50.00,1,50.00,2026-03-09
1004 AP MERIDA,4,3,4,0,75.00,0.00,0,0.00,2026-03-09
1010 AP CDMX BJ T2,11,2,11,0,18.18,0.00,2,100.00,2026-03-09
1015 CC GUADALAJARA PLAZA ANDARES,3,1,1,2,100.00,66.67,0,0.00,2026-03-09
1017 CC MORELIA AMERICAS,5,3,3,2,100.00,40.00,3,100.00,2026-03-09
1018 CC MERIDA ALTABRISA,5,2,2,3,100.00,60.00,2,100.00,2026-03-09
1020 AP GUADALAJARA ISLA,14,9,11,3,81.82,25.00,4,44.44,2026-03-09
1021 CC PUEBLA ANGELOPOLIS,6,4,4,2,100.00,33.33,4,100.00,2026-03-09
1023 CC SAN LUIS POTOSÍ,1,1,1,0,100.00,0.00,0,0.00,2026-03-09
1024 CC VILLAHERMOSA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-03-09
1025 CC MERIDA GALERIAS,3,3,3,0,100.00,0.00,3,100.00,2026-03-09
1026 AP VILLAHERMOSA,4,3,3,1,100.00,25.00,3,100.00,2026-03-09
1030 AP CULIACÁN,4,1,2,2,50.00,66.67,1,100.00,2026-03-09
1031 CC CDMX FORUM BUENAVISTA,9,4,5,4,80.00,50.00,4,100.00,2026-03-09
1032 CC CAMPECHE GALERIAS,5,1,1,4,100.00,80.00,1,100.00,2026-03-09
1034 CC QUERETARO PLAZA ANTEA,4,3,4,0,75.00,0.00,3,100.00,2026-03-09
1036 CC CULIACÁN PLAZA FORUM,1,1,1,0,100.00,0.00,1,100.00,2026-03-09
1037 AP CANCÚN SALA AIRE,9,2,9,0,22.22,0.00,2,100.00,2026-03-09
1038 AP LOS CABOS,2,0,2,0,0.00,0.00,0,0.00,2026-03-09
1044 CC MERIDA LA ISLA,7,5,6,1,83.33,16.67,4,80.00,2026-03-09
1045 CC TUXTLA FASHION MALL,7,3,3,4,100.00,57.14,3,100.00,2026-03-09
1046 CC CABOS PUERTO PARAISO,3,1,2,1,50.00,50.00,1,100.00,2026-03-09
1047 CC GUADALAJARA PLAZA PATRIA,2,2,2,0,100.00,0.00,2,100.00,2026-03-09
1048 AP DEL BAJIO,3,1,2,1,50.00,50.00,1,100.00,2026-03-09
1049 CC GUADALAJARA LA PERLA,3,3,3,0,100.00,0.00,3,100.00,2026-03-09
1052 CC CDMX LAS ANTENAS,3,0,1,2,0.00,100.00,0,0.00,2026-03-09
1053 CC VERACRUZ ANDAMAR,5,1,2,3,50.00,75.00,1,100.00,2026-03-09
1054 CC CDMX PARQUE LINDAVISTA,3,1,2,1,50.00,50.00,1,100.00,2026-03-09
1055 CC CDMX PARQUE VIA VALLEJO,1,1,1,0,100.00,0.00,0,0.00,2026-03-09
1058 AP TIJUANA AMBULATORIO,6,4,5,1,80.00,20.00,4,100.00,2026-03-09
1064 CC CDMX SATÉLITE,1,0,0,1,0.00,100.00,0,0.00,2026-03-09
1065 CC CDMX PARQUE TEPEYAC,3,2,2,1,100.00,33.33,2,100.00,2026-03-09
1066 CC CANCUN AMERICAS,6,3,3,3,100.00,50.00,3,100.00,2026-03-09
1067 AP AERO DF AMBULATORIO T1,8,0,8,0,0.00,0.00,0,0.00,2026-03-09
1068 AP AERO MERIDA AMBULATORIO,5,1,3,2,33.33,66.67,1,100.00,2026-03-09
1069 AP TIJUANA ISLA,5,4,4,1,100.00,20.00,3,75.00,2026-03-09
2001 TC GUADALAJARA CAÑADAS,14,9,10,4,90.00,30.77,9,100.00,2026-03-09
2004 CC LEON MULZA,8,3,5,3,60.00,50.00,3,100.00,2026-03-09
2008 CC CDMX PUNTA NORTE,4,3,3,1,100.00,25.00,3,100.00,2026-03-09
2009 CC CANCÚN PASEOS,23,10,17,6,58.82,37.50,10,100.00,2026-03-09
2011 TC GUADALAJARA TESISTÁN,5,3,4,1,75.00,25.00,3,100.00,2026-03-09
2012 CC LERMA PLAZAS OUTLET,18,12,16,2,75.00,14.29,12,100.00,2026-03-09
2014 CC CUERNAVACA FORUM,9,6,6,3,100.00,33.33,5,83.33,2026-03-09
2015 EXPLANADA PACHUCA,11,6,8,3,75.00,33.33,6,100.00,2026-03-09
2016 CC QUERETARO PREMIUM OUTLETS,4,3,4,0,75.00,0.00,3,100.00,2026-03-09
2018 CC EXPLANADA CULIACAN,15,7,11,4,63.64,36.36,6,85.71,2026-03-09
2021 CC CDMX PORTAL CENTRO,3,2,2,1,100.00,33.33,2,100.00,2026-03-09
2022 CC LEON NUEVO MULZA,4,0,3,1,0.00,100.00,0,0.00,2026-03-09
2023 CC OUTLET RIVIERA MAYA,10,1,9,1,11.11,50.00,1,100.00,2026-03-09
2024 CC OUTLET LEON,4,3,3,1,100.00,25.00,3,100.00,2026-03-09
2050 TC GUADALAJARA MFS VALLARTA,8,0,1,7,0.00,100.00,0,0.00,2026-03-09
