Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,7,9,3,77.78,30.00,5,71.43,2026-04-03
1002 AP PUERTO VALLARTA LOCAL,3,3,3,0,100.00,0.00,1,33.33,2026-04-03
1003 AP PUERTO VALLARTA ESCALA,5,4,5,0,80.00,0.00,3,75.00,2026-04-03
1004 AP MERIDA,4,2,2,2,100.00,50.00,2,100.00,2026-04-03
1010 AP CDMX BJ T2,9,4,9,0,44.44,0.00,4,100.00,2026-04-03
1015 CC GUADALAJARA PLAZA ANDARES,3,1,2,1,50.00,50.00,1,100.00,2026-04-03
1017 CC MORELIA AMERICAS,7,4,5,2,80.00,33.33,4,100.00,2026-04-03
1018 CC MERIDA ALTABRISA,8,4,4,4,100.00,50.00,4,100.00,2026-04-03
1020 AP GUADALAJARA ISLA,9,3,7,2,42.86,40.00,2,66.67,2026-04-03
1021 CC PUEBLA ANGELOPOLIS,9,5,7,2,71.43,28.57,4,80.00,2026-04-03
1023 CC SAN LUIS POTOSÍ,6,2,4,2,50.00,50.00,1,50.00,2026-04-03
1024 CC VILLAHERMOSA ALTABRISA,2,0,0,2,0.00,100.00,0,0.00,2026-04-03
1025 CC MERIDA GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-04-03
1026 AP VILLAHERMOSA,6,1,2,4,50.00,80.00,1,100.00,2026-04-03
1030 AP CULIACÁN,4,1,2,2,50.00,66.67,1,100.00,2026-04-03
1031 CC CDMX FORUM BUENAVISTA,9,7,7,2,100.00,22.22,7,100.00,2026-04-03
1032 CC CAMPECHE GALERIAS,2,1,1,1,100.00,50.00,1,100.00,2026-04-03
1034 CC QUERETARO PLAZA ANTEA,2,2,2,0,100.00,0.00,2,100.00,2026-04-03
1036 CC CULIACÁN PLAZA FORUM,4,1,1,3,100.00,75.00,1,100.00,2026-04-03
1037 AP CANCÚN SALA AIRE,11,0,10,1,0.00,100.00,0,0.00,2026-04-03
1038 AP LOS CABOS,11,3,10,1,30.00,25.00,2,66.67,2026-04-03
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-04-03
1044 CC MERIDA LA ISLA,5,4,4,1,100.00,20.00,4,100.00,2026-04-03
1045 CC TUXTLA FASHION MALL,5,1,1,4,100.00,80.00,1,100.00,2026-04-03
1046 CC CABOS PUERTO PARAISO,17,11,15,2,73.33,15.38,11,100.00,2026-04-03
1047 CC GUADALAJARA PLAZA PATRIA,4,4,4,0,100.00,0.00,4,100.00,2026-04-03
1048 AP DEL BAJIO,5,0,2,3,0.00,100.00,0,0.00,2026-04-03
1049 CC GUADALAJARA LA PERLA,6,4,4,2,100.00,33.33,4,100.00,2026-04-03
1052 CC CDMX LAS ANTENAS,5,2,3,2,66.67,50.00,2,100.00,2026-04-03
1053 CC VERACRUZ ANDAMAR,9,8,8,1,100.00,11.11,7,87.50,2026-04-03
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,1,100.00,2026-04-03
1055 CC CDMX PARQUE VIA VALLEJO,4,0,0,4,0.00,100.00,0,0.00,2026-04-03
1058 AP TIJUANA AMBULATORIO,5,1,3,2,33.33,66.67,1,100.00,2026-04-03
1064 CC CDMX SATÉLITE,2,2,2,0,100.00,0.00,2,100.00,2026-04-03
1065 CC CDMX PARQUE TEPEYAC,7,4,4,3,100.00,42.86,3,75.00,2026-04-03
1066 CC CANCUN AMERICAS,11,2,6,5,33.33,71.43,2,100.00,2026-04-03
1067 AP AERO DF AMBULATORIO T1,3,1,3,0,33.33,0.00,1,100.00,2026-04-03
1068 AP AERO MERIDA AMBULATORIO,7,1,2,5,50.00,83.33,1,100.00,2026-04-03
1069 AP TIJUANA ISLA,3,0,3,0,0.00,0.00,0,0.00,2026-04-03
2001 TC GUADALAJARA CAÑADAS,8,5,5,3,100.00,37.50,5,100.00,2026-04-03
2004 CC LEON MULZA,23,8,19,4,42.11,33.33,8,100.00,2026-04-03
2008 CC CDMX PUNTA NORTE,29,6,24,5,25.00,45.45,6,100.00,2026-04-03
2009 CC CANCÚN PASEOS,17,10,12,5,83.33,33.33,10,100.00,2026-04-03
2012 CC LERMA PLAZAS OUTLET,23,2,19,4,10.53,66.67,1,50.00,2026-04-03
2014 CC CUERNAVACA FORUM,32,12,26,6,46.15,33.33,12,100.00,2026-04-03
2015 EXPLANADA PACHUCA,27,7,19,8,36.84,53.33,7,100.00,2026-04-03
2016 CC QUERETARO PREMIUM OUTLETS,25,5,23,2,21.74,28.57,4,80.00,2026-04-03
2018 CC EXPLANADA CULIACAN,12,6,8,4,75.00,40.00,5,83.33,2026-04-03
2021 CC CDMX PORTAL CENTRO,14,3,4,10,75.00,76.92,3,100.00,2026-04-03
2022 CC LEON NUEVO MULZA,28,14,24,4,58.33,22.22,14,100.00,2026-04-03
2023 CC OUTLET RIVIERA MAYA,28,5,24,4,20.83,44.44,5,100.00,2026-04-03
2024 CC OUTLET LEON,17,8,13,4,61.54,33.33,7,87.50,2026-04-03
2050 TC GUADALAJARA MFS VALLARTA,5,1,3,2,33.33,66.67,1,100.00,2026-04-03
