Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,23,9,15,8,60.00,47.06,5,55.56,2026-02-13
1002 AP PUERTO VALLARTA LOCAL,2,1,2,0,50.00,0.00,0,0.00,2026-02-13
1003 AP PUERTO VALLARTA ESCALA,3,2,3,0,66.67,0.00,2,100.00,2026-02-13
1004 AP MERIDA,8,3,5,3,60.00,50.00,3,100.00,2026-02-13
1010 AP CDMX BJ T2,17,2,14,3,14.29,60.00,2,100.00,2026-02-13
1015 CC GUADALAJARA PLAZA ANDARES,9,4,4,5,100.00,55.56,0,0.00,2026-02-13
1017 CC MORELIA AMERICAS,20,12,12,8,100.00,40.00,11,91.67,2026-02-13
1018 CC MERIDA ALTABRISA,24,13,14,10,92.86,43.48,13,100.00,2026-02-13
1020 AP GUADALAJARA ISLA,14,1,11,3,9.09,75.00,1,100.00,2026-02-13
1021 CC PUEBLA ANGELOPOLIS,10,3,3,7,100.00,70.00,3,100.00,2026-02-13
1023 CC SAN LUIS POTOSÍ,6,3,3,3,100.00,50.00,1,33.33,2026-02-13
1024 CC VILLAHERMOSA ALTABRISA,19,9,13,6,69.23,40.00,9,100.00,2026-02-13
1025 CC MERIDA GALERIAS,16,9,11,5,81.82,35.71,9,100.00,2026-02-13
1026 AP VILLAHERMOSA,14,11,14,0,78.57,0.00,11,100.00,2026-02-13
1030 AP CULIACÁN,5,1,1,4,100.00,80.00,0,0.00,2026-02-13
1031 CC CDMX FORUM BUENAVISTA,19,12,12,7,100.00,36.84,11,91.67,2026-02-13
1032 CC CAMPECHE GALERIAS,12,7,9,3,77.78,30.00,6,85.71,2026-02-13
1034 CC QUERETARO PLAZA ANTEA,9,4,6,3,66.67,42.86,4,100.00,2026-02-13
1036 CC CULIACÁN PLAZA FORUM,15,11,11,4,100.00,26.67,11,100.00,2026-02-13
1037 AP CANCÚN SALA AIRE,16,0,16,0,0.00,0.00,0,0.00,2026-02-13
1038 AP LOS CABOS,8,0,6,2,0.00,100.00,0,0.00,2026-02-13
1042 CC GUADALAJARA GALERIAS,4,2,3,1,66.67,33.33,2,100.00,2026-02-13
1044 CC MERIDA LA ISLA,4,2,2,2,100.00,50.00,2,100.00,2026-02-13
1045 CC TUXTLA FASHION MALL,2,0,0,2,0.00,100.00,0,0.00,2026-02-13
1046 CC CABOS PUERTO PARAISO,46,19,29,17,65.52,47.22,19,100.00,2026-02-13
1047 CC GUADALAJARA PLAZA PATRIA,9,3,6,3,50.00,50.00,3,100.00,2026-02-13
1048 AP DEL BAJIO,7,3,6,1,50.00,25.00,3,100.00,2026-02-13
1049 CC GUADALAJARA LA PERLA,2,2,2,0,100.00,0.00,1,50.00,2026-02-13
1052 CC CDMX LAS ANTENAS,9,7,8,1,87.50,12.50,6,85.71,2026-02-13
1053 CC VERACRUZ ANDAMAR,7,4,6,1,66.67,20.00,4,100.00,2026-02-13
1054 CC CDMX PARQUE LINDAVISTA,6,3,3,3,100.00,50.00,3,100.00,2026-02-13
1055 CC CDMX PARQUE VIA VALLEJO,7,4,5,2,80.00,33.33,4,100.00,2026-02-13
1058 AP TIJUANA AMBULATORIO,4,2,2,2,100.00,50.00,1,50.00,2026-02-13
1064 CC CDMX SATÉLITE,8,5,7,1,71.43,16.67,5,100.00,2026-02-13
1065 CC CDMX PARQUE TEPEYAC,5,3,3,2,100.00,40.00,3,100.00,2026-02-13
1066 CC CANCUN AMERICAS,9,6,6,3,100.00,33.33,6,100.00,2026-02-13
1068 AP AERO MERIDA AMBULATORIO,8,2,6,2,33.33,50.00,2,100.00,2026-02-13
1069 AP TIJUANA ISLA,5,4,5,0,80.00,0.00,4,100.00,2026-02-13
2001 TC GUADALAJARA CAÑADAS,11,6,9,2,66.67,25.00,5,83.33,2026-02-13
2004 CC LEON MULZA,9,6,8,1,75.00,14.29,5,83.33,2026-02-13
2008 CC CDMX PUNTA NORTE,13,4,9,4,44.44,50.00,4,100.00,2026-02-13
2009 CC CANCÚN PASEOS,31,11,21,10,52.38,47.62,11,100.00,2026-02-13
2011 TC GUADALAJARA TESISTÁN,8,3,3,5,100.00,62.50,3,100.00,2026-02-13
2012 CC LERMA PLAZAS OUTLET,19,8,18,1,44.44,11.11,8,100.00,2026-02-13
2014 CC CUERNAVACA FORUM,21,12,14,7,85.71,36.84,11,91.67,2026-02-13
2015 EXPLANADA PACHUCA,27,14,17,10,82.35,41.67,13,92.86,2026-02-13
2016 CC QUERETARO PREMIUM OUTLETS,11,5,6,5,83.33,50.00,5,100.00,2026-02-13
2018 CC EXPLANADA CULIACAN,34,15,21,13,71.43,46.43,15,100.00,2026-02-13
2021 CC CDMX PORTAL CENTRO,22,12,15,7,80.00,36.84,12,100.00,2026-02-13
2022 CC LEON NUEVO MULZA,9,2,8,1,25.00,33.33,2,100.00,2026-02-13
2023 CC OUTLET RIVIERA MAYA,8,4,7,1,57.14,20.00,4,100.00,2026-02-13
2024 CC OUTLET LEON,17,7,11,6,63.64,46.15,6,85.71,2026-02-13
2050 TC GUADALAJARA MFS VALLARTA,11,6,7,4,85.71,40.00,6,100.00,2026-02-13
