Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,26,12,17,9,70.59,42.86,9,75.00,2026-05-07
1002 AP PUERTO VALLARTA LOCAL,10,7,8,2,87.50,22.22,6,85.71,2026-05-07
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,0,0.00,2026-05-07
1004 AP MERIDA,7,3,5,2,60.00,40.00,2,66.67,2026-05-07
1010 AP CDMX BJ T2,10,7,10,0,70.00,0.00,6,85.71,2026-05-07
1015 CC GUADALAJARA PLAZA ANDARES,3,1,1,2,100.00,66.67,1,100.00,2026-05-07
1017 CC MORELIA AMERICAS,28,17,18,10,94.44,37.04,17,100.00,2026-05-07
1018 CC MERIDA ALTABRISA,10,1,2,8,50.00,88.89,1,100.00,2026-05-07
1020 AP GUADALAJARA ISLA,10,2,10,0,20.00,0.00,2,100.00,2026-05-07
1021 CC PUEBLA ANGELOPOLIS,13,10,10,3,100.00,23.08,8,80.00,2026-05-07
1023 CC SAN LUIS POTOSÍ,8,5,6,2,83.33,28.57,3,60.00,2026-05-07
1024 CC VILLAHERMOSA ALTABRISA,8,2,3,5,66.67,71.43,2,100.00,2026-05-07
1025 CC MERIDA GALERIAS,8,6,8,0,75.00,0.00,6,100.00,2026-05-07
1026 AP VILLAHERMOSA,7,4,4,3,100.00,42.86,3,75.00,2026-05-07
1030 AP CULIACÁN,9,3,5,4,60.00,57.14,2,66.67,2026-05-07
1031 CC CDMX FORUM BUENAVISTA,21,9,10,11,90.00,55.00,9,100.00,2026-05-07
1032 CC CAMPECHE GALERIAS,7,5,5,2,100.00,28.57,4,80.00,2026-05-07
1034 CC QUERETARO PLAZA ANTEA,4,2,4,0,50.00,0.00,2,100.00,2026-05-07
1036 CC CULIACÁN PLAZA FORUM,22,10,12,10,83.33,50.00,10,100.00,2026-05-07
1037 AP CANCÚN SALA AIRE,23,2,21,2,9.52,50.00,2,100.00,2026-05-07
1038 AP LOS CABOS,9,1,8,1,12.50,50.00,1,100.00,2026-05-07
1042 CC GUADALAJARA GALERIAS,8,4,4,4,100.00,50.00,2,50.00,2026-05-07
1044 CC MERIDA LA ISLA,8,4,5,3,80.00,42.86,4,100.00,2026-05-07
1045 CC TUXTLA FASHION MALL,6,0,0,6,0.00,100.00,0,0.00,2026-05-07
1046 CC CABOS PUERTO PARAISO,39,21,24,15,87.50,41.67,20,95.24,2026-05-07
1047 CC GUADALAJARA PLAZA PATRIA,8,3,5,3,60.00,50.00,3,100.00,2026-05-07
1048 AP DEL BAJIO,5,3,4,1,75.00,25.00,2,66.67,2026-05-07
1049 CC GUADALAJARA LA PERLA,7,3,3,4,100.00,57.14,3,100.00,2026-05-07
1052 CC CDMX LAS ANTENAS,13,6,6,7,100.00,53.85,5,83.33,2026-05-07
1053 CC VERACRUZ ANDAMAR,8,4,6,2,66.67,33.33,4,100.00,2026-05-07
1054 CC CDMX PARQUE LINDAVISTA,2,2,2,0,100.00,0.00,2,100.00,2026-05-07
1055 CC CDMX PARQUE VIA VALLEJO,5,2,2,3,100.00,60.00,2,100.00,2026-05-07
1058 AP TIJUANA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-05-07
1064 CC CDMX SATÉLITE,6,4,5,1,80.00,20.00,4,100.00,2026-05-07
1065 CC CDMX PARQUE TEPEYAC,2,1,1,1,100.00,50.00,1,100.00,2026-05-07
1066 CC CANCUN AMERICAS,7,4,4,3,100.00,42.86,4,100.00,2026-05-07
1067 AP AERO DF AMBULATORIO T1,5,1,3,2,33.33,66.67,1,100.00,2026-05-07
1068 AP AERO MERIDA AMBULATORIO,5,1,2,3,50.00,75.00,1,100.00,2026-05-07
1069 AP TIJUANA ISLA,8,5,7,1,71.43,16.67,5,100.00,2026-05-07
2001 TC GUADALAJARA CAÑADAS,13,5,7,6,71.43,54.55,5,100.00,2026-05-07
2008 CC CDMX PUNTA NORTE,14,1,14,0,7.14,0.00,1,100.00,2026-05-07
2009 CC CANCÚN PASEOS,36,14,23,13,60.87,48.15,13,92.86,2026-05-07
2011 TC GUADALAJARA TESISTÁN,13,9,11,2,81.82,18.18,9,100.00,2026-05-07
2012 CC LERMA PLAZAS OUTLET,21,0,18,3,0.00,100.00,0,0.00,2026-05-07
2014 CC CUERNAVACA FORUM,19,5,13,6,38.46,54.55,5,100.00,2026-05-07
2015 EXPLANADA PACHUCA,17,3,7,10,42.86,76.92,3,100.00,2026-05-07
2016 CC QUERETARO PREMIUM OUTLETS,22,6,15,7,40.00,53.85,6,100.00,2026-05-07
2018 CC EXPLANADA CULIACAN,21,8,9,12,88.89,60.00,7,87.50,2026-05-07
2021 CC CDMX PORTAL CENTRO,31,6,14,17,42.86,73.91,6,100.00,2026-05-07
2022 CC LEON NUEVO MULZA,18,6,14,4,42.86,40.00,6,100.00,2026-05-07
2023 CC OUTLET RIVIERA MAYA,10,1,5,5,20.00,83.33,1,100.00,2026-05-07
2024 CC OUTLET LEON,11,4,9,2,44.44,33.33,4,100.00,2026-05-07
2050 TC GUADALAJARA MFS VALLARTA,12,2,9,3,22.22,60.00,2,100.00,2026-05-07
