Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,15,9,15,0,60.00,0.00,5,55.56,2026-04-25
1002 AP PUERTO VALLARTA LOCAL,6,3,4,2,75.00,40.00,3,100.00,2026-04-25
1003 AP PUERTO VALLARTA ESCALA,4,4,4,0,100.00,0.00,3,75.00,2026-04-25
1004 AP MERIDA,7,3,4,3,75.00,50.00,2,66.67,2026-04-25
1010 AP CDMX BJ T2,9,2,9,0,22.22,0.00,2,100.00,2026-04-25
1015 CC GUADALAJARA PLAZA ANDARES,7,5,6,1,83.33,16.67,5,100.00,2026-04-25
1017 CC MORELIA AMERICAS,14,8,9,5,88.89,38.46,8,100.00,2026-04-25
1018 CC MERIDA ALTABRISA,8,2,2,6,100.00,75.00,2,100.00,2026-04-25
1020 AP GUADALAJARA ISLA,18,9,17,1,52.94,10.00,4,44.44,2026-04-25
1021 CC PUEBLA ANGELOPOLIS,8,3,4,4,75.00,57.14,3,100.00,2026-04-25
1023 CC SAN LUIS POTOSÍ,9,4,5,4,80.00,50.00,2,50.00,2026-04-25
1024 CC VILLAHERMOSA ALTABRISA,11,6,7,4,85.71,40.00,6,100.00,2026-04-25
1025 CC MERIDA GALERIAS,7,2,2,5,100.00,71.43,2,100.00,2026-04-25
1026 AP VILLAHERMOSA,7,6,6,1,100.00,14.29,6,100.00,2026-04-25
1030 AP CULIACÁN,4,2,3,1,66.67,33.33,1,50.00,2026-04-25
1031 CC CDMX FORUM BUENAVISTA,17,5,7,10,71.43,66.67,5,100.00,2026-04-25
1032 CC CAMPECHE GALERIAS,5,3,3,2,100.00,40.00,3,100.00,2026-04-25
1034 CC QUERETARO PLAZA ANTEA,5,2,4,1,50.00,33.33,2,100.00,2026-04-25
1036 CC CULIACÁN PLAZA FORUM,15,9,10,5,90.00,35.71,9,100.00,2026-04-25
1037 AP CANCÚN SALA AIRE,12,2,11,1,18.18,33.33,2,100.00,2026-04-25
1038 AP LOS CABOS,5,3,5,0,60.00,0.00,3,100.00,2026-04-25
1042 CC GUADALAJARA GALERIAS,8,5,5,3,100.00,37.50,0,0.00,2026-04-25
1044 CC MERIDA LA ISLA,8,5,6,2,83.33,28.57,5,100.00,2026-04-25
1045 CC TUXTLA FASHION MALL,9,1,1,8,100.00,88.89,1,100.00,2026-04-25
1046 CC CABOS PUERTO PARAISO,14,4,5,9,80.00,69.23,4,100.00,2026-04-25
1047 CC GUADALAJARA PLAZA PATRIA,8,5,5,3,100.00,37.50,5,100.00,2026-04-25
1048 AP DEL BAJIO,8,4,8,0,50.00,0.00,4,100.00,2026-04-25
1049 CC GUADALAJARA LA PERLA,8,5,5,3,100.00,37.50,5,100.00,2026-04-25
1052 CC CDMX LAS ANTENAS,14,3,4,10,75.00,76.92,3,100.00,2026-04-25
1053 CC VERACRUZ ANDAMAR,9,5,6,3,83.33,37.50,5,100.00,2026-04-25
1054 CC CDMX PARQUE LINDAVISTA,7,3,3,4,100.00,57.14,3,100.00,2026-04-25
1055 CC CDMX PARQUE VIA VALLEJO,3,2,2,1,100.00,33.33,2,100.00,2026-04-25
1058 AP TIJUANA AMBULATORIO,6,3,5,1,60.00,25.00,3,100.00,2026-04-25
1064 CC CDMX SATÉLITE,18,9,9,9,100.00,50.00,9,100.00,2026-04-25
1065 CC CDMX PARQUE TEPEYAC,13,7,7,6,100.00,46.15,7,100.00,2026-04-25
1066 CC CANCUN AMERICAS,12,6,7,5,85.71,45.45,6,100.00,2026-04-25
1067 AP AERO DF AMBULATORIO T1,13,4,12,1,33.33,20.00,4,100.00,2026-04-25
1068 AP AERO MERIDA AMBULATORIO,8,4,6,2,66.67,33.33,2,50.00,2026-04-25
1069 AP TIJUANA ISLA,5,3,4,1,75.00,25.00,3,100.00,2026-04-25
2001 TC GUADALAJARA CAÑADAS,13,3,8,5,37.50,62.50,3,100.00,2026-04-25
2004 CC LEON MULZA,21,10,16,5,62.50,33.33,10,100.00,2026-04-25
2008 CC CDMX PUNTA NORTE,34,3,23,11,13.04,78.57,3,100.00,2026-04-25
2009 CC CANCÚN PASEOS,27,6,9,18,66.67,75.00,6,100.00,2026-04-25
2011 TC GUADALAJARA TESISTÁN,14,9,9,5,100.00,35.71,9,100.00,2026-04-25
2012 CC LERMA PLAZAS OUTLET,45,16,38,7,42.11,30.43,15,93.75,2026-04-25
2014 CC CUERNAVACA FORUM,28,14,19,9,73.68,39.13,12,85.71,2026-04-25
2015 EXPLANADA PACHUCA,32,13,22,10,59.09,43.48,13,100.00,2026-04-25
2016 CC QUERETARO PREMIUM OUTLETS,26,10,17,9,58.82,47.37,9,90.00,2026-04-25
2018 CC EXPLANADA CULIACAN,21,9,11,10,81.82,52.63,8,88.89,2026-04-25
2021 CC CDMX PORTAL CENTRO,19,8,12,7,66.67,46.67,8,100.00,2026-04-25
2022 CC LEON NUEVO MULZA,13,6,9,4,66.67,40.00,6,100.00,2026-04-25
2023 CC OUTLET RIVIERA MAYA,24,4,17,7,23.53,63.64,4,100.00,2026-04-25
2024 CC OUTLET LEON,16,3,10,6,30.00,66.67,3,100.00,2026-04-25
2050 TC GUADALAJARA MFS VALLARTA,20,15,16,4,93.75,21.05,15,100.00,2026-04-25
