Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,8,10,2,80.00,20.00,3,37.50,2026-02-19
1002 AP PUERTO VALLARTA LOCAL,5,4,4,1,100.00,20.00,2,50.00,2026-02-19
1003 AP PUERTO VALLARTA ESCALA,5,4,4,1,100.00,20.00,4,100.00,2026-02-19
1004 AP MERIDA,14,4,9,5,44.44,55.56,1,25.00,2026-02-19
1010 AP CDMX BJ T2,13,2,12,1,16.67,33.33,2,100.00,2026-02-19
1015 CC GUADALAJARA PLAZA ANDARES,3,0,3,0,0.00,0.00,0,0.00,2026-02-19
1017 CC MORELIA AMERICAS,10,5,6,4,83.33,44.44,5,100.00,2026-02-19
1018 CC MERIDA ALTABRISA,9,2,2,7,100.00,77.78,2,100.00,2026-02-19
1020 AP GUADALAJARA ISLA,14,5,11,3,45.45,37.50,5,100.00,2026-02-19
1021 CC PUEBLA ANGELOPOLIS,2,1,1,1,100.00,50.00,0,0.00,2026-02-19
1023 CC SAN LUIS POTOSÍ,3,3,3,0,100.00,0.00,1,33.33,2026-02-19
1024 CC VILLAHERMOSA ALTABRISA,5,5,5,0,100.00,0.00,4,80.00,2026-02-19
1025 CC MERIDA GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-02-19
1026 AP VILLAHERMOSA,5,3,3,2,100.00,40.00,3,100.00,2026-02-19
1030 AP CULIACÁN,5,3,3,2,100.00,40.00,3,100.00,2026-02-19
1031 CC CDMX FORUM BUENAVISTA,8,3,3,5,100.00,62.50,3,100.00,2026-02-19
1032 CC CAMPECHE GALERIAS,3,2,2,1,100.00,33.33,1,50.00,2026-02-19
1034 CC QUERETARO PLAZA ANTEA,2,0,0,2,0.00,100.00,0,0.00,2026-02-19
1036 CC CULIACÁN PLAZA FORUM,4,2,2,2,100.00,50.00,2,100.00,2026-02-19
1037 AP CANCÚN SALA AIRE,10,0,10,0,0.00,0.00,0,0.00,2026-02-19
1038 AP LOS CABOS,4,2,4,0,50.00,0.00,2,100.00,2026-02-19
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-02-19
1045 CC TUXTLA FASHION MALL,7,1,1,6,100.00,85.71,1,100.00,2026-02-19
1046 CC CABOS PUERTO PARAISO,10,3,4,6,75.00,66.67,3,100.00,2026-02-19
1047 CC GUADALAJARA PLAZA PATRIA,3,2,2,1,100.00,33.33,2,100.00,2026-02-19
1048 AP DEL BAJIO,2,1,2,0,50.00,0.00,1,100.00,2026-02-19
1049 CC GUADALAJARA LA PERLA,2,1,1,1,100.00,50.00,1,100.00,2026-02-19
1053 CC VERACRUZ ANDAMAR,5,3,3,2,100.00,40.00,3,100.00,2026-02-19
1054 CC CDMX PARQUE LINDAVISTA,4,1,2,2,50.00,66.67,1,100.00,2026-02-19
1058 AP TIJUANA AMBULATORIO,8,3,7,1,42.86,25.00,2,66.67,2026-02-19
1064 CC CDMX SATÉLITE,2,1,2,0,50.00,0.00,1,100.00,2026-02-19
1065 CC CDMX PARQUE TEPEYAC,3,1,1,2,100.00,66.67,1,100.00,2026-02-19
1066 CC CANCUN AMERICAS,9,5,6,3,83.33,37.50,4,80.00,2026-02-19
1068 AP AERO MERIDA AMBULATORIO,4,3,4,0,75.00,0.00,3,100.00,2026-02-19
1069 AP TIJUANA ISLA,8,2,8,0,25.00,0.00,2,100.00,2026-02-19
2001 TC GUADALAJARA CAÑADAS,10,7,8,2,87.50,22.22,7,100.00,2026-02-19
2004 CC LEON MULZA,9,4,7,2,57.14,33.33,4,100.00,2026-02-19
2008 CC CDMX PUNTA NORTE,4,2,3,1,66.67,33.33,2,100.00,2026-02-19
2009 CC CANCÚN PASEOS,23,11,16,7,68.75,38.89,11,100.00,2026-02-19
2011 TC GUADALAJARA TESISTÁN,6,1,2,4,50.00,80.00,1,100.00,2026-02-19
2012 CC LERMA PLAZAS OUTLET,8,5,7,1,71.43,16.67,5,100.00,2026-02-19
2014 CC CUERNAVACA FORUM,10,8,8,2,100.00,20.00,8,100.00,2026-02-19
2015 EXPLANADA PACHUCA,13,7,9,4,77.78,36.36,7,100.00,2026-02-19
2016 CC QUERETARO PREMIUM OUTLETS,5,2,5,0,40.00,0.00,2,100.00,2026-02-19
2018 CC EXPLANADA CULIACAN,6,2,3,3,66.67,60.00,2,100.00,2026-02-19
2021 CC CDMX PORTAL CENTRO,7,2,3,4,66.67,66.67,2,100.00,2026-02-19
2022 CC LEON NUEVO MULZA,12,8,10,2,80.00,20.00,8,100.00,2026-02-19
2023 CC OUTLET RIVIERA MAYA,6,1,3,3,33.33,75.00,1,100.00,2026-02-19
2024 CC OUTLET LEON,3,1,2,1,50.00,50.00,1,100.00,2026-02-19
2050 TC GUADALAJARA MFS VALLARTA,15,7,12,3,58.33,30.00,7,100.00,2026-02-19
