Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,9,4,8,1,50.00,20.00,4,100.00,2026-02-22
1002 AP PUERTO VALLARTA LOCAL,1,1,1,0,100.00,0.00,1,100.00,2026-02-22
1003 AP PUERTO VALLARTA ESCALA,1,0,1,0,0.00,0.00,0,0.00,2026-02-22
1004 AP MERIDA,6,4,6,0,66.67,0.00,4,100.00,2026-02-22
1010 AP CDMX BJ T2,12,0,11,1,0.00,100.00,0,0.00,2026-02-22
1017 CC MORELIA AMERICAS,1,0,0,1,0.00,100.00,0,0.00,2026-02-22
1018 CC MERIDA ALTABRISA,6,2,2,4,100.00,66.67,2,100.00,2026-02-22
1020 AP GUADALAJARA ISLA,6,1,5,1,20.00,50.00,0,0.00,2026-02-22
1021 CC PUEBLA ANGELOPOLIS,7,6,6,1,100.00,14.29,5,83.33,2026-02-22
1023 CC SAN LUIS POTOSÍ,4,3,3,1,100.00,25.00,2,66.67,2026-02-22
1024 CC VILLAHERMOSA ALTABRISA,4,4,4,0,100.00,0.00,4,100.00,2026-02-22
1025 CC MERIDA GALERIAS,7,3,4,3,75.00,50.00,3,100.00,2026-02-22
1026 AP VILLAHERMOSA,6,3,5,1,60.00,25.00,3,100.00,2026-02-22
1030 AP CULIACÁN,5,4,4,1,100.00,20.00,3,75.00,2026-02-22
1031 CC CDMX FORUM BUENAVISTA,7,6,6,1,100.00,14.29,5,83.33,2026-02-22
1032 CC CAMPECHE GALERIAS,2,2,2,0,100.00,0.00,2,100.00,2026-02-22
1034 CC QUERETARO PLAZA ANTEA,3,3,3,0,100.00,0.00,3,100.00,2026-02-22
1036 CC CULIACÁN PLAZA FORUM,8,3,3,5,100.00,62.50,3,100.00,2026-02-22
1037 AP CANCÚN SALA AIRE,15,1,15,0,6.67,0.00,1,100.00,2026-02-22
1038 AP LOS CABOS,15,1,15,0,6.67,0.00,1,100.00,2026-02-22
1044 CC MERIDA LA ISLA,2,0,0,2,0.00,100.00,0,0.00,2026-02-22
1045 CC TUXTLA FASHION MALL,7,3,3,4,100.00,57.14,3,100.00,2026-02-22
1046 CC CABOS PUERTO PARAISO,15,8,10,5,80.00,38.46,8,100.00,2026-02-22
1048 AP DEL BAJIO,3,0,2,1,0.00,100.00,0,0.00,2026-02-22
1052 CC CDMX LAS ANTENAS,8,1,5,3,20.00,75.00,1,100.00,2026-02-22
1053 CC VERACRUZ ANDAMAR,7,1,5,2,20.00,66.67,1,100.00,2026-02-22
1054 CC CDMX PARQUE LINDAVISTA,7,4,4,3,100.00,42.86,4,100.00,2026-02-22
1055 CC CDMX PARQUE VIA VALLEJO,6,3,3,3,100.00,50.00,3,100.00,2026-02-22
1058 AP TIJUANA AMBULATORIO,5,2,3,2,66.67,50.00,2,100.00,2026-02-22
1064 CC CDMX SATÉLITE,4,0,0,4,0.00,100.00,0,0.00,2026-02-22
1065 CC CDMX PARQUE TEPEYAC,11,5,7,4,71.43,44.44,3,60.00,2026-02-22
1066 CC CANCUN AMERICAS,6,3,4,2,75.00,40.00,3,100.00,2026-02-22
1067 AP AERO DF AMBULATORIO T1,4,0,3,1,0.00,100.00,0,0.00,2026-02-22
1068 AP AERO MERIDA AMBULATORIO,2,1,2,0,50.00,0.00,1,100.00,2026-02-22
2004 CC LEON MULZA,1,1,1,0,100.00,0.00,1,100.00,2026-02-22
2008 CC CDMX PUNTA NORTE,16,8,11,5,72.73,38.46,8,100.00,2026-02-22
2009 CC CANCÚN PASEOS,31,11,18,13,61.11,54.17,11,100.00,2026-02-22
2012 CC LERMA PLAZAS OUTLET,30,6,23,7,26.09,53.85,5,83.33,2026-02-22
2014 CC CUERNAVACA FORUM,17,11,13,4,84.62,26.67,11,100.00,2026-02-22
2015 EXPLANADA PACHUCA,21,14,15,6,93.33,30.00,14,100.00,2026-02-22
2016 CC QUERETARO PREMIUM OUTLETS,12,1,11,1,9.09,50.00,1,100.00,2026-02-22
2018 CC EXPLANADA CULIACAN,24,14,16,8,87.50,36.36,14,100.00,2026-02-22
2021 CC CDMX PORTAL CENTRO,14,5,7,7,71.43,58.33,5,100.00,2026-02-22
2023 CC OUTLET RIVIERA MAYA,10,1,5,5,20.00,83.33,1,100.00,2026-02-22
2024 CC OUTLET LEON,1,0,1,0,0.00,0.00,0,0.00,2026-02-22
