Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,17,8,14,3,57.14,27.27,0,0.00,2026-05-20
1002 AP PUERTO VALLARTA LOCAL,5,2,3,2,66.67,50.00,2,100.00,2026-05-20
1004 AP MERIDA,5,3,3,2,100.00,40.00,2,66.67,2026-05-20
1010 AP CDMX BJ T2,12,6,10,2,60.00,25.00,6,100.00,2026-05-20
1015 CC GUADALAJARA PLAZA ANDARES,3,0,3,0,0.00,0.00,0,0.00,2026-05-20
1017 CC MORELIA AMERICAS,6,2,2,4,100.00,66.67,2,100.00,2026-05-20
1018 CC MERIDA ALTABRISA,3,0,0,3,0.00,100.00,0,0.00,2026-05-20
1020 AP GUADALAJARA ISLA,14,6,12,2,50.00,25.00,4,66.67,2026-05-20
1021 CC PUEBLA ANGELOPOLIS,5,1,2,3,50.00,75.00,1,100.00,2026-05-20
1023 CC SAN LUIS POTOSÍ,2,2,2,0,100.00,0.00,1,50.00,2026-05-20
1024 CC VILLAHERMOSA ALTABRISA,6,3,3,3,100.00,50.00,3,100.00,2026-05-20
1025 CC MERIDA GALERIAS,1,0,1,0,0.00,0.00,0,0.00,2026-05-20
1026 AP VILLAHERMOSA,1,1,1,0,100.00,0.00,1,100.00,2026-05-20
1030 AP CULIACÁN,4,1,2,2,50.00,66.67,1,100.00,2026-05-20
1031 CC CDMX FORUM BUENAVISTA,10,4,6,4,66.67,50.00,4,100.00,2026-05-20
1032 CC CAMPECHE GALERIAS,6,3,5,1,60.00,25.00,2,66.67,2026-05-20
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-05-20
1036 CC CULIACÁN PLAZA FORUM,5,3,4,1,75.00,25.00,3,100.00,2026-05-20
1037 AP CANCÚN SALA AIRE,8,1,8,0,12.50,0.00,1,100.00,2026-05-20
1038 AP LOS CABOS,10,2,8,2,25.00,50.00,2,100.00,2026-05-20
1042 CC GUADALAJARA GALERIAS,2,1,1,1,100.00,50.00,0,0.00,2026-05-20
1044 CC MERIDA LA ISLA,2,1,1,1,100.00,50.00,1,100.00,2026-05-20
1046 CC CABOS PUERTO PARAISO,20,8,13,7,61.54,46.67,7,87.50,2026-05-20
1047 CC GUADALAJARA PLAZA PATRIA,2,1,2,0,50.00,0.00,1,100.00,2026-05-20
1048 AP DEL BAJIO,6,3,6,0,50.00,0.00,2,66.67,2026-05-20
1049 CC GUADALAJARA LA PERLA,2,0,0,2,0.00,100.00,0,0.00,2026-05-20
1052 CC CDMX LAS ANTENAS,3,0,1,2,0.00,100.00,0,0.00,2026-05-20
1053 CC VERACRUZ ANDAMAR,3,1,1,2,100.00,66.67,1,100.00,2026-05-20
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,1,100.00,2026-05-20
1055 CC CDMX PARQUE VIA VALLEJO,2,2,2,0,100.00,0.00,2,100.00,2026-05-20
1058 AP TIJUANA AMBULATORIO,4,2,2,2,100.00,50.00,1,50.00,2026-05-20
1064 CC CDMX SATÉLITE,6,3,3,3,100.00,50.00,3,100.00,2026-05-20
1065 CC CDMX PARQUE TEPEYAC,7,4,5,2,80.00,33.33,4,100.00,2026-05-20
1066 CC CANCUN AMERICAS,5,4,4,1,100.00,20.00,3,75.00,2026-05-20
1067 AP AERO DF AMBULATORIO T1,6,0,6,0,0.00,0.00,0,0.00,2026-05-20
1068 AP AERO MERIDA AMBULATORIO,3,2,2,1,100.00,33.33,2,100.00,2026-05-20
1069 AP TIJUANA ISLA,4,3,4,0,75.00,0.00,2,66.67,2026-05-20
2001 TC GUADALAJARA CAÑADAS,10,3,3,7,100.00,70.00,3,100.00,2026-05-20
2008 CC CDMX PUNTA NORTE,4,0,4,0,0.00,0.00,0,0.00,2026-05-20
2009 CC CANCÚN PASEOS,22,8,10,12,80.00,60.00,8,100.00,2026-05-20
2011 TC GUADALAJARA TESISTÁN,4,0,1,3,0.00,100.00,0,0.00,2026-05-20
2012 CC LERMA PLAZAS OUTLET,8,0,5,3,0.00,100.00,0,0.00,2026-05-20
2014 CC CUERNAVACA FORUM,6,0,2,4,0.00,100.00,0,0.00,2026-05-20
2015 EXPLANADA PACHUCA,10,2,3,7,66.67,77.78,2,100.00,2026-05-20
2016 CC QUERETARO PREMIUM OUTLETS,10,3,4,6,75.00,66.67,3,100.00,2026-05-20
2018 CC EXPLANADA CULIACAN,7,5,6,1,83.33,16.67,4,80.00,2026-05-20
2021 CC CDMX PORTAL CENTRO,5,2,4,1,50.00,33.33,2,100.00,2026-05-20
2022 CC LEON NUEVO MULZA,9,6,7,2,85.71,25.00,6,100.00,2026-05-20
2023 CC OUTLET RIVIERA MAYA,9,1,9,0,11.11,0.00,1,100.00,2026-05-20
2024 CC OUTLET LEON,6,1,4,2,25.00,66.67,1,100.00,2026-05-20
2050 TC GUADALAJARA MFS VALLARTA,7,2,6,1,33.33,33.33,2,100.00,2026-05-20
