Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,7,4,5,2,80.00,33.33,1,25.00,2026-04-21
1002 AP PUERTO VALLARTA LOCAL,1,0,1,0,0.00,0.00,0,0.00,2026-04-21
1003 AP PUERTO VALLARTA ESCALA,2,2,2,0,100.00,0.00,1,50.00,2026-04-21
1004 AP MERIDA,3,0,2,1,0.00,100.00,0,0.00,2026-04-21
1010 AP CDMX BJ T2,13,9,11,2,81.82,18.18,8,88.89,2026-04-21
1015 CC GUADALAJARA PLAZA ANDARES,5,2,3,2,66.67,50.00,2,100.00,2026-04-21
1017 CC MORELIA AMERICAS,10,6,6,4,100.00,40.00,5,83.33,2026-04-21
1018 CC MERIDA ALTABRISA,2,1,1,1,100.00,50.00,1,100.00,2026-04-21
1020 AP GUADALAJARA ISLA,4,1,4,0,25.00,0.00,0,0.00,2026-04-21
1021 CC PUEBLA ANGELOPOLIS,2,2,2,0,100.00,0.00,2,100.00,2026-04-21
1023 CC SAN LUIS POTOSÍ,4,3,3,1,100.00,25.00,3,100.00,2026-04-21
1024 CC VILLAHERMOSA ALTABRISA,3,3,3,0,100.00,0.00,3,100.00,2026-04-21
1025 CC MERIDA GALERIAS,7,3,4,3,75.00,50.00,3,100.00,2026-04-21
1026 AP VILLAHERMOSA,1,1,1,0,100.00,0.00,1,100.00,2026-04-21
1030 AP CULIACÁN,11,7,8,3,87.50,30.00,6,85.71,2026-04-21
1031 CC CDMX FORUM BUENAVISTA,4,4,4,0,100.00,0.00,4,100.00,2026-04-21
1032 CC CAMPECHE GALERIAS,4,2,2,2,100.00,50.00,2,100.00,2026-04-21
1034 CC QUERETARO PLAZA ANTEA,4,0,2,2,0.00,100.00,0,0.00,2026-04-21
1036 CC CULIACÁN PLAZA FORUM,2,0,0,2,0.00,100.00,0,0.00,2026-04-21
1037 AP CANCÚN SALA AIRE,9,1,9,0,11.11,0.00,1,100.00,2026-04-21
1038 AP LOS CABOS,8,4,6,2,66.67,33.33,4,100.00,2026-04-21
1042 CC GUADALAJARA GALERIAS,1,1,1,0,100.00,0.00,0,0.00,2026-04-21
1044 CC MERIDA LA ISLA,1,1,1,0,100.00,0.00,1,100.00,2026-04-21
1045 CC TUXTLA FASHION MALL,4,4,4,0,100.00,0.00,4,100.00,2026-04-21
1046 CC CABOS PUERTO PARAISO,12,6,7,5,85.71,45.45,6,100.00,2026-04-21
1047 CC GUADALAJARA PLAZA PATRIA,5,3,5,0,60.00,0.00,3,100.00,2026-04-21
1048 AP DEL BAJIO,2,0,1,1,0.00,100.00,0,0.00,2026-04-21
1049 CC GUADALAJARA LA PERLA,3,0,0,3,0.00,100.00,0,0.00,2026-04-21
1052 CC CDMX LAS ANTENAS,1,0,1,0,0.00,0.00,0,0.00,2026-04-21
1053 CC VERACRUZ ANDAMAR,7,5,5,2,100.00,28.57,4,80.00,2026-04-21
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,1,100.00,2026-04-21
1055 CC CDMX PARQUE VIA VALLEJO,4,1,2,2,50.00,66.67,1,100.00,2026-04-21
1058 AP TIJUANA AMBULATORIO,6,0,4,2,0.00,100.00,0,0.00,2026-04-21
1065 CC CDMX PARQUE TEPEYAC,3,1,2,1,50.00,50.00,1,100.00,2026-04-21
1066 CC CANCUN AMERICAS,6,1,1,5,100.00,83.33,1,100.00,2026-04-21
1067 AP AERO DF AMBULATORIO T1,3,2,3,0,66.67,0.00,2,100.00,2026-04-21
1068 AP AERO MERIDA AMBULATORIO,1,0,0,1,0.00,100.00,0,0.00,2026-04-21
1069 AP TIJUANA ISLA,2,1,2,0,50.00,0.00,1,100.00,2026-04-21
2001 TC GUADALAJARA CAÑADAS,6,3,4,2,75.00,40.00,3,100.00,2026-04-21
2004 CC LEON MULZA,7,2,4,3,50.00,60.00,2,100.00,2026-04-21
2008 CC CDMX PUNTA NORTE,12,3,10,2,30.00,40.00,3,100.00,2026-04-21
2009 CC CANCÚN PASEOS,15,6,10,5,60.00,45.45,6,100.00,2026-04-21
2011 TC GUADALAJARA TESISTÁN,4,1,1,3,100.00,75.00,1,100.00,2026-04-21
2012 CC LERMA PLAZAS OUTLET,9,4,7,2,57.14,33.33,4,100.00,2026-04-21
2014 CC CUERNAVACA FORUM,7,4,6,1,66.67,20.00,4,100.00,2026-04-21
2015 EXPLANADA PACHUCA,10,5,7,3,71.43,37.50,5,100.00,2026-04-21
2016 CC QUERETARO PREMIUM OUTLETS,5,3,3,2,100.00,40.00,2,66.67,2026-04-21
2018 CC EXPLANADA CULIACAN,8,4,7,1,57.14,20.00,4,100.00,2026-04-21
2021 CC CDMX PORTAL CENTRO,9,5,6,3,83.33,37.50,5,100.00,2026-04-21
2022 CC LEON NUEVO MULZA,8,6,8,0,75.00,0.00,6,100.00,2026-04-21
2023 CC OUTLET RIVIERA MAYA,8,2,4,4,50.00,66.67,2,100.00,2026-04-21
2050 TC GUADALAJARA MFS VALLARTA,8,2,7,1,28.57,33.33,2,100.00,2026-04-21
