Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,18,11,13,5,84.62,31.25,8,72.73,2026-03-08
1002 AP PUERTO VALLARTA LOCAL,4,1,3,1,33.33,50.00,0,0.00,2026-03-08
1003 AP PUERTO VALLARTA ESCALA,3,2,3,0,66.67,0.00,1,50.00,2026-03-08
1004 AP MERIDA,5,2,5,0,40.00,0.00,2,100.00,2026-03-08
1010 AP CDMX BJ T2,6,3,6,0,50.00,0.00,3,100.00,2026-03-08
1015 CC GUADALAJARA PLAZA ANDARES,5,5,5,0,100.00,0.00,0,0.00,2026-03-08
1017 CC MORELIA AMERICAS,15,12,13,2,92.31,14.29,12,100.00,2026-03-08
1018 CC MERIDA ALTABRISA,15,3,3,12,100.00,80.00,3,100.00,2026-03-08
1020 AP GUADALAJARA ISLA,8,1,6,2,16.67,66.67,1,100.00,2026-03-08
1021 CC PUEBLA ANGELOPOLIS,16,11,13,3,84.62,21.43,11,100.00,2026-03-08
1023 CC SAN LUIS POTOSÍ,10,9,9,1,100.00,10.00,8,88.89,2026-03-08
1024 CC VILLAHERMOSA ALTABRISA,7,4,4,3,100.00,42.86,4,100.00,2026-03-08
1025 CC MERIDA GALERIAS,9,3,7,2,42.86,40.00,3,100.00,2026-03-08
1026 AP VILLAHERMOSA,8,5,6,2,83.33,28.57,4,80.00,2026-03-08
1030 AP CULIACÁN,6,3,3,3,100.00,50.00,0,0.00,2026-03-08
1031 CC CDMX FORUM BUENAVISTA,11,8,8,3,100.00,27.27,8,100.00,2026-03-08
1032 CC CAMPECHE GALERIAS,7,4,5,2,80.00,33.33,2,50.00,2026-03-08
1034 CC QUERETARO PLAZA ANTEA,5,4,5,0,80.00,0.00,4,100.00,2026-03-08
1036 CC CULIACÁN PLAZA FORUM,11,4,5,6,80.00,60.00,4,100.00,2026-03-08
1037 AP CANCÚN SALA AIRE,21,8,21,0,38.10,0.00,8,100.00,2026-03-08
1038 AP LOS CABOS,4,2,4,0,50.00,0.00,2,100.00,2026-03-08
1042 CC GUADALAJARA GALERIAS,3,3,3,0,100.00,0.00,3,100.00,2026-03-08
1044 CC MERIDA LA ISLA,5,2,2,3,100.00,60.00,2,100.00,2026-03-08
1045 CC TUXTLA FASHION MALL,6,3,4,2,75.00,40.00,3,100.00,2026-03-08
1046 CC CABOS PUERTO PARAISO,13,6,9,4,66.67,40.00,6,100.00,2026-03-08
1047 CC GUADALAJARA PLAZA PATRIA,3,2,2,1,100.00,33.33,2,100.00,2026-03-08
1048 AP DEL BAJIO,3,1,1,2,100.00,66.67,1,100.00,2026-03-08
1049 CC GUADALAJARA LA PERLA,4,1,1,3,100.00,75.00,1,100.00,2026-03-08
1052 CC CDMX LAS ANTENAS,6,2,3,3,66.67,60.00,2,100.00,2026-03-08
1053 CC VERACRUZ ANDAMAR,5,2,3,2,66.67,50.00,2,100.00,2026-03-08
1054 CC CDMX PARQUE LINDAVISTA,6,3,3,3,100.00,50.00,3,100.00,2026-03-08
1055 CC CDMX PARQUE VIA VALLEJO,5,4,4,1,100.00,20.00,4,100.00,2026-03-08
1058 AP TIJUANA AMBULATORIO,6,3,4,2,75.00,40.00,2,66.67,2026-03-08
1064 CC CDMX SATÉLITE,13,10,10,3,100.00,23.08,10,100.00,2026-03-08
1065 CC CDMX PARQUE TEPEYAC,9,5,6,3,83.33,37.50,5,100.00,2026-03-08
1066 CC CANCUN AMERICAS,10,3,5,5,60.00,62.50,3,100.00,2026-03-08
1067 AP AERO DF AMBULATORIO T1,5,0,5,0,0.00,0.00,0,0.00,2026-03-08
1068 AP AERO MERIDA AMBULATORIO,11,4,8,3,50.00,42.86,4,100.00,2026-03-08
1069 AP TIJUANA ISLA,3,1,3,0,33.33,0.00,1,100.00,2026-03-08
2001 TC GUADALAJARA CAÑADAS,4,2,2,2,100.00,50.00,2,100.00,2026-03-08
2004 CC LEON MULZA,28,15,25,3,60.00,16.67,13,86.67,2026-03-08
2008 CC CDMX PUNTA NORTE,28,12,19,9,63.16,42.86,12,100.00,2026-03-08
2009 CC CANCÚN PASEOS,28,12,17,11,70.59,47.83,11,91.67,2026-03-08
2012 CC LERMA PLAZAS OUTLET,52,23,46,6,50.00,20.69,23,100.00,2026-03-08
2014 CC CUERNAVACA FORUM,34,17,23,11,73.91,39.29,16,94.12,2026-03-08
2015 EXPLANADA PACHUCA,37,21,30,7,70.00,25.00,20,95.24,2026-03-08
2016 CC QUERETARO PREMIUM OUTLETS,32,16,29,3,55.17,15.79,14,87.50,2026-03-08
2018 CC EXPLANADA CULIACAN,22,6,11,11,54.55,64.71,6,100.00,2026-03-08
2021 CC CDMX PORTAL CENTRO,9,4,5,4,80.00,50.00,3,75.00,2026-03-08
2022 CC LEON NUEVO MULZA,12,5,9,3,55.56,37.50,4,80.00,2026-03-08
2023 CC OUTLET RIVIERA MAYA,18,7,15,3,46.67,30.00,7,100.00,2026-03-08
2024 CC OUTLET LEON,14,9,10,4,90.00,30.77,9,100.00,2026-03-08
