Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,15,11,15,0,73.33,0.00,5,45.45,2026-05-14
1002 AP PUERTO VALLARTA LOCAL,5,3,3,2,100.00,40.00,2,66.67,2026-05-14
1004 AP MERIDA,3,0,1,2,0.00,100.00,0,0.00,2026-05-14
1010 AP CDMX BJ T2,9,2,7,2,28.57,50.00,2,100.00,2026-05-14
1015 CC GUADALAJARA PLAZA ANDARES,3,1,2,1,50.00,50.00,1,100.00,2026-05-14
1017 CC MORELIA AMERICAS,11,5,5,6,100.00,54.55,4,80.00,2026-05-14
1018 CC MERIDA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-05-14
1020 AP GUADALAJARA ISLA,8,2,7,1,28.57,33.33,2,100.00,2026-05-14
1021 CC PUEBLA ANGELOPOLIS,5,3,3,2,100.00,40.00,2,66.67,2026-05-14
1023 CC SAN LUIS POTOSÍ,4,3,4,0,75.00,0.00,2,66.67,2026-05-14
1024 CC VILLAHERMOSA ALTABRISA,5,5,5,0,100.00,0.00,5,100.00,2026-05-14
1025 CC MERIDA GALERIAS,6,1,2,4,50.00,80.00,1,100.00,2026-05-14
1026 AP VILLAHERMOSA,2,0,0,2,0.00,100.00,0,0.00,2026-05-14
1030 AP CULIACÁN,4,0,1,3,0.00,100.00,0,0.00,2026-05-14
1031 CC CDMX FORUM BUENAVISTA,11,9,9,2,100.00,18.18,9,100.00,2026-05-14
1032 CC CAMPECHE GALERIAS,6,4,4,2,100.00,33.33,2,50.00,2026-05-14
1034 CC QUERETARO PLAZA ANTEA,2,0,2,0,0.00,0.00,0,0.00,2026-05-14
1036 CC CULIACÁN PLAZA FORUM,2,2,2,0,100.00,0.00,2,100.00,2026-05-14
1037 AP CANCÚN SALA AIRE,6,2,6,0,33.33,0.00,2,100.00,2026-05-14
1038 AP LOS CABOS,4,2,3,1,66.67,33.33,2,100.00,2026-05-14
1042 CC GUADALAJARA GALERIAS,5,2,2,3,100.00,60.00,1,50.00,2026-05-14
1044 CC MERIDA LA ISLA,4,1,4,0,25.00,0.00,1,100.00,2026-05-14
1045 CC TUXTLA FASHION MALL,3,1,1,2,100.00,66.67,1,100.00,2026-05-14
1046 CC CABOS PUERTO PARAISO,16,5,8,8,62.50,61.54,5,100.00,2026-05-14
1047 CC GUADALAJARA PLAZA PATRIA,2,1,1,1,100.00,50.00,1,100.00,2026-05-14
1048 AP DEL BAJIO,2,1,1,1,100.00,50.00,1,100.00,2026-05-14
1049 CC GUADALAJARA LA PERLA,2,1,1,1,100.00,50.00,0,0.00,2026-05-14
1052 CC CDMX LAS ANTENAS,5,3,4,1,75.00,25.00,3,100.00,2026-05-14
1053 CC VERACRUZ ANDAMAR,9,6,8,1,75.00,14.29,4,66.67,2026-05-14
1054 CC CDMX PARQUE LINDAVISTA,6,2,3,3,66.67,60.00,2,100.00,2026-05-14
1055 CC CDMX PARQUE VIA VALLEJO,1,0,1,0,0.00,0.00,0,0.00,2026-05-14
1058 AP TIJUANA AMBULATORIO,3,3,3,0,100.00,0.00,3,100.00,2026-05-14
1064 CC CDMX SATÉLITE,5,0,2,3,0.00,100.00,0,0.00,2026-05-14
1065 CC CDMX PARQUE TEPEYAC,6,2,3,3,66.67,60.00,2,100.00,2026-05-14
1066 CC CANCUN AMERICAS,4,3,3,1,100.00,25.00,3,100.00,2026-05-14
1067 AP AERO DF AMBULATORIO T1,7,3,6,1,50.00,25.00,3,100.00,2026-05-14
1068 AP AERO MERIDA AMBULATORIO,5,3,4,1,75.00,25.00,3,100.00,2026-05-14
1069 AP TIJUANA ISLA,2,1,1,1,100.00,50.00,1,100.00,2026-05-14
2001 TC GUADALAJARA CAÑADAS,14,6,7,7,85.71,53.85,6,100.00,2026-05-14
2008 CC CDMX PUNTA NORTE,14,1,11,3,9.09,75.00,1,100.00,2026-05-14
2009 CC CANCÚN PASEOS,21,9,12,9,75.00,50.00,9,100.00,2026-05-14
2011 TC GUADALAJARA TESISTÁN,5,0,1,4,0.00,100.00,0,0.00,2026-05-14
2012 CC LERMA PLAZAS OUTLET,16,4,15,1,26.67,20.00,4,100.00,2026-05-14
2014 CC CUERNAVACA FORUM,15,5,10,5,50.00,50.00,3,60.00,2026-05-14
2015 EXPLANADA PACHUCA,17,3,11,6,27.27,66.67,3,100.00,2026-05-14
2016 CC QUERETARO PREMIUM OUTLETS,10,4,4,6,100.00,60.00,4,100.00,2026-05-14
2018 CC EXPLANADA CULIACAN,12,4,5,7,80.00,63.64,4,100.00,2026-05-14
2021 CC CDMX PORTAL CENTRO,20,5,11,9,45.45,64.29,5,100.00,2026-05-14
2022 CC LEON NUEVO MULZA,20,3,11,9,27.27,75.00,3,100.00,2026-05-14
2023 CC OUTLET RIVIERA MAYA,9,6,8,1,75.00,14.29,6,100.00,2026-05-14
2024 CC OUTLET LEON,4,0,4,0,0.00,0.00,0,0.00,2026-05-14
2050 TC GUADALAJARA MFS VALLARTA,11,1,5,6,20.00,85.71,1,100.00,2026-05-14
