Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,21,9,17,4,52.94,30.77,8,88.89,2026-05-29
1002 AP PUERTO VALLARTA LOCAL,7,4,6,1,66.67,20.00,1,25.00,2026-05-29
1003 AP PUERTO VALLARTA ESCALA,2,1,2,0,50.00,0.00,1,100.00,2026-05-29
1004 AP MERIDA,10,5,10,0,50.00,0.00,3,60.00,2026-05-29
1010 AP CDMX BJ T2,19,7,16,3,43.75,30.00,7,100.00,2026-05-29
1015 CC GUADALAJARA PLAZA ANDARES,3,2,3,0,66.67,0.00,0,0.00,2026-05-29
1017 CC MORELIA AMERICAS,12,8,10,2,80.00,20.00,8,100.00,2026-05-29
1018 CC MERIDA ALTABRISA,10,3,3,7,100.00,70.00,3,100.00,2026-05-29
1020 AP GUADALAJARA ISLA,13,8,12,1,66.67,11.11,2,25.00,2026-05-29
1021 CC PUEBLA ANGELOPOLIS,11,6,6,5,100.00,45.45,5,83.33,2026-05-29
1023 CC SAN LUIS POTOSÍ,4,3,4,0,75.00,0.00,1,33.33,2026-05-29
1024 CC VILLAHERMOSA ALTABRISA,16,9,9,7,100.00,43.75,9,100.00,2026-05-29
1025 CC MERIDA GALERIAS,9,3,7,2,42.86,40.00,3,100.00,2026-05-29
1026 AP VILLAHERMOSA,9,7,8,1,87.50,12.50,7,100.00,2026-05-29
1030 AP CULIACÁN,9,3,6,3,50.00,50.00,2,66.67,2026-05-29
1031 CC CDMX FORUM BUENAVISTA,21,15,15,6,100.00,28.57,15,100.00,2026-05-29
1032 CC CAMPECHE GALERIAS,15,8,8,7,100.00,46.67,4,50.00,2026-05-29
1034 CC QUERETARO PLAZA ANTEA,5,3,5,0,60.00,0.00,3,100.00,2026-05-29
1036 CC CULIACÁN PLAZA FORUM,6,3,4,2,75.00,40.00,3,100.00,2026-05-29
1037 AP CANCÚN SALA AIRE,14,1,13,1,7.69,50.00,1,100.00,2026-05-29
1038 AP LOS CABOS,8,3,8,0,37.50,0.00,2,66.67,2026-05-29
1042 CC GUADALAJARA GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-05-29
1044 CC MERIDA LA ISLA,5,3,4,1,75.00,25.00,2,66.67,2026-05-29
1045 CC TUXTLA FASHION MALL,8,4,4,4,100.00,50.00,3,75.00,2026-05-29
1046 CC CABOS PUERTO PARAISO,20,9,9,11,100.00,55.00,9,100.00,2026-05-29
1047 CC GUADALAJARA PLAZA PATRIA,5,2,2,3,100.00,60.00,2,100.00,2026-05-29
1048 AP DEL BAJIO,8,2,7,1,28.57,33.33,2,100.00,2026-05-29
1049 CC GUADALAJARA LA PERLA,4,3,3,1,100.00,25.00,1,33.33,2026-05-29
1052 CC CDMX LAS ANTENAS,17,2,11,6,18.18,75.00,1,50.00,2026-05-29
1053 CC VERACRUZ ANDAMAR,3,2,2,1,100.00,33.33,2,100.00,2026-05-29
1054 CC CDMX PARQUE LINDAVISTA,4,2,3,1,66.67,33.33,2,100.00,2026-05-29
1055 CC CDMX PARQUE VIA VALLEJO,6,1,4,2,25.00,66.67,1,100.00,2026-05-29
1058 AP TIJUANA AMBULATORIO,16,8,14,2,57.14,20.00,4,50.00,2026-05-29
1064 CC CDMX SATÉLITE,8,3,3,5,100.00,62.50,3,100.00,2026-05-29
1065 CC CDMX PARQUE TEPEYAC,13,5,5,8,100.00,61.54,5,100.00,2026-05-29
1066 CC CANCUN AMERICAS,9,7,7,2,100.00,22.22,7,100.00,2026-05-29
1067 AP AERO DF AMBULATORIO T1,13,2,12,1,16.67,33.33,2,100.00,2026-05-29
1068 AP AERO MERIDA AMBULATORIO,11,6,8,3,75.00,33.33,5,83.33,2026-05-29
1069 AP TIJUANA ISLA,7,3,6,1,50.00,25.00,2,66.67,2026-05-29
2001 TC GUADALAJARA CAÑADAS,14,9,9,5,100.00,35.71,8,88.89,2026-05-29
2008 CC CDMX PUNTA NORTE,10,0,7,3,0.00,100.00,0,0.00,2026-05-29
2009 CC CANCÚN PASEOS,13,7,7,6,100.00,46.15,7,100.00,2026-05-29
2011 TC GUADALAJARA TESISTÁN,7,1,2,5,50.00,83.33,1,100.00,2026-05-29
2012 CC LERMA PLAZAS OUTLET,13,2,8,5,25.00,71.43,2,100.00,2026-05-29
2014 CC CUERNAVACA FORUM,14,3,9,5,33.33,62.50,3,100.00,2026-05-29
2015 EXPLANADA PACHUCA,12,3,8,4,37.50,57.14,3,100.00,2026-05-29
2016 CC QUERETARO PREMIUM OUTLETS,15,9,13,2,69.23,18.18,9,100.00,2026-05-29
2018 CC EXPLANADA CULIACAN,10,6,7,3,85.71,33.33,5,83.33,2026-05-29
2021 CC CDMX PORTAL CENTRO,18,7,10,8,70.00,53.33,7,100.00,2026-05-29
2022 CC LEON NUEVO MULZA,16,4,8,8,50.00,66.67,4,100.00,2026-05-29
2023 CC OUTLET RIVIERA MAYA,12,3,10,2,30.00,40.00,3,100.00,2026-05-29
2024 CC OUTLET LEON,8,0,7,1,0.00,100.00,0,0.00,2026-05-29
2050 TC GUADALAJARA MFS VALLARTA,7,2,4,3,50.00,60.00,2,100.00,2026-05-29
