Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,17,11,13,4,84.62,26.67,2,18.18,2026-03-16
1002 AP PUERTO VALLARTA LOCAL,9,6,7,2,85.71,25.00,5,83.33,2026-03-16
1003 AP PUERTO VALLARTA ESCALA,7,5,5,2,100.00,28.57,3,60.00,2026-03-16
1004 AP MERIDA,8,6,8,0,75.00,0.00,6,100.00,2026-03-16
1010 AP CDMX BJ T2,17,7,15,2,46.67,22.22,7,100.00,2026-03-16
1015 CC GUADALAJARA PLAZA ANDARES,3,1,2,1,50.00,50.00,0,0.00,2026-03-16
1017 CC MORELIA AMERICAS,13,6,7,6,85.71,50.00,6,100.00,2026-03-16
1018 CC MERIDA ALTABRISA,6,2,2,4,100.00,66.67,2,100.00,2026-03-16
1020 AP GUADALAJARA ISLA,10,6,10,0,60.00,0.00,2,33.33,2026-03-16
1021 CC PUEBLA ANGELOPOLIS,9,3,3,6,100.00,66.67,3,100.00,2026-03-16
1023 CC SAN LUIS POTOSÍ,8,7,7,1,100.00,12.50,5,71.43,2026-03-16
1024 CC VILLAHERMOSA ALTABRISA,7,5,5,2,100.00,28.57,5,100.00,2026-03-16
1025 CC MERIDA GALERIAS,7,3,3,4,100.00,57.14,3,100.00,2026-03-16
1026 AP VILLAHERMOSA,7,3,4,3,75.00,50.00,3,100.00,2026-03-16
1030 AP CULIACÁN,1,1,1,0,100.00,0.00,0,0.00,2026-03-16
1031 CC CDMX FORUM BUENAVISTA,19,6,11,8,54.55,57.14,6,100.00,2026-03-16
1032 CC CAMPECHE GALERIAS,9,3,6,3,50.00,50.00,2,66.67,2026-03-16
1034 CC QUERETARO PLAZA ANTEA,9,6,8,1,75.00,14.29,6,100.00,2026-03-16
1036 CC CULIACÁN PLAZA FORUM,7,4,5,2,80.00,33.33,3,75.00,2026-03-16
1037 AP CANCÚN SALA AIRE,18,1,17,1,5.88,50.00,1,100.00,2026-03-16
1038 AP LOS CABOS,6,5,6,0,83.33,0.00,5,100.00,2026-03-16
1042 CC GUADALAJARA GALERIAS,3,1,3,0,33.33,0.00,1,100.00,2026-03-16
1044 CC MERIDA LA ISLA,5,3,3,2,100.00,40.00,3,100.00,2026-03-16
1045 CC TUXTLA FASHION MALL,9,6,7,2,85.71,25.00,5,83.33,2026-03-16
1046 CC CABOS PUERTO PARAISO,14,5,6,8,83.33,61.54,5,100.00,2026-03-16
1047 CC GUADALAJARA PLAZA PATRIA,9,6,7,2,85.71,25.00,6,100.00,2026-03-16
1048 AP DEL BAJIO,4,3,3,1,100.00,25.00,3,100.00,2026-03-16
1049 CC GUADALAJARA LA PERLA,6,3,5,1,60.00,25.00,3,100.00,2026-03-16
1052 CC CDMX LAS ANTENAS,5,2,2,3,100.00,60.00,1,50.00,2026-03-16
1053 CC VERACRUZ ANDAMAR,8,8,8,0,100.00,0.00,8,100.00,2026-03-16
1054 CC CDMX PARQUE LINDAVISTA,2,2,2,0,100.00,0.00,2,100.00,2026-03-16
1055 CC CDMX PARQUE VIA VALLEJO,6,3,3,3,100.00,50.00,3,100.00,2026-03-16
1058 AP TIJUANA AMBULATORIO,3,2,3,0,66.67,0.00,1,50.00,2026-03-16
1064 CC CDMX SATÉLITE,5,1,2,3,50.00,75.00,1,100.00,2026-03-16
1065 CC CDMX PARQUE TEPEYAC,12,3,4,8,75.00,72.73,3,100.00,2026-03-16
1066 CC CANCUN AMERICAS,5,4,4,1,100.00,20.00,4,100.00,2026-03-16
1067 AP AERO DF AMBULATORIO T1,5,1,5,0,20.00,0.00,1,100.00,2026-03-16
1068 AP AERO MERIDA AMBULATORIO,11,4,7,4,57.14,50.00,3,75.00,2026-03-16
1069 AP TIJUANA ISLA,6,4,5,1,80.00,20.00,4,100.00,2026-03-16
2001 TC GUADALAJARA CAÑADAS,8,1,5,3,20.00,75.00,1,100.00,2026-03-16
2004 CC LEON MULZA,29,7,26,3,26.92,30.00,7,100.00,2026-03-16
2008 CC CDMX PUNTA NORTE,26,4,21,5,19.05,55.56,4,100.00,2026-03-16
2009 CC CANCÚN PASEOS,27,12,15,12,80.00,50.00,11,91.67,2026-03-16
2012 CC LERMA PLAZAS OUTLET,34,12,23,11,52.17,47.83,12,100.00,2026-03-16
2014 CC CUERNAVACA FORUM,23,14,17,6,82.35,30.00,11,78.57,2026-03-16
2015 EXPLANADA PACHUCA,23,12,16,7,75.00,36.84,12,100.00,2026-03-16
2016 CC QUERETARO PREMIUM OUTLETS,21,14,17,4,82.35,22.22,13,92.86,2026-03-16
2018 CC EXPLANADA CULIACAN,24,10,13,11,76.92,52.38,9,90.00,2026-03-16
2021 CC CDMX PORTAL CENTRO,15,7,11,4,63.64,36.36,7,100.00,2026-03-16
2022 CC LEON NUEVO MULZA,16,6,15,1,40.00,14.29,6,100.00,2026-03-16
2023 CC OUTLET RIVIERA MAYA,28,7,20,8,35.00,53.33,7,100.00,2026-03-16
2024 CC OUTLET LEON,21,10,15,6,66.67,37.50,10,100.00,2026-03-16
2050 TC GUADALAJARA MFS VALLARTA,8,3,4,4,75.00,57.14,3,100.00,2026-03-16
