Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,8,4,6,2,66.67,33.33,3,75.00,2026-04-18
1002 AP PUERTO VALLARTA LOCAL,6,5,5,1,100.00,16.67,2,40.00,2026-04-18
1003 AP PUERTO VALLARTA ESCALA,4,4,4,0,100.00,0.00,3,75.00,2026-04-18
1004 AP MERIDA,6,4,6,0,66.67,0.00,2,50.00,2026-04-18
1010 AP CDMX BJ T2,6,2,6,0,33.33,0.00,2,100.00,2026-04-18
1015 CC GUADALAJARA PLAZA ANDARES,7,0,5,2,0.00,100.00,0,0.00,2026-04-18
1017 CC MORELIA AMERICAS,19,10,11,8,90.91,44.44,9,90.00,2026-04-18
1018 CC MERIDA ALTABRISA,7,2,2,5,100.00,71.43,2,100.00,2026-04-18
1020 AP GUADALAJARA ISLA,10,6,10,0,60.00,0.00,1,16.67,2026-04-18
1021 CC PUEBLA ANGELOPOLIS,8,4,4,4,100.00,50.00,1,25.00,2026-04-18
1023 CC SAN LUIS POTOSÍ,7,5,6,1,83.33,16.67,5,100.00,2026-04-18
1024 CC VILLAHERMOSA ALTABRISA,7,3,4,3,75.00,50.00,3,100.00,2026-04-18
1025 CC MERIDA GALERIAS,8,3,5,3,60.00,50.00,3,100.00,2026-04-18
1026 AP VILLAHERMOSA,7,5,5,2,100.00,28.57,5,100.00,2026-04-18
1030 AP CULIACÁN,4,3,3,1,100.00,25.00,2,66.67,2026-04-18
1031 CC CDMX FORUM BUENAVISTA,14,8,8,6,100.00,42.86,8,100.00,2026-04-18
1032 CC CAMPECHE GALERIAS,5,3,5,0,60.00,0.00,3,100.00,2026-04-18
1034 CC QUERETARO PLAZA ANTEA,4,1,1,3,100.00,75.00,1,100.00,2026-04-18
1036 CC CULIACÁN PLAZA FORUM,3,1,1,2,100.00,66.67,1,100.00,2026-04-18
1037 AP CANCÚN SALA AIRE,9,1,6,3,16.67,75.00,1,100.00,2026-04-18
1038 AP LOS CABOS,3,1,2,1,50.00,50.00,1,100.00,2026-04-18
1042 CC GUADALAJARA GALERIAS,4,3,4,0,75.00,0.00,1,33.33,2026-04-18
1044 CC MERIDA LA ISLA,5,1,2,3,50.00,75.00,1,100.00,2026-04-18
1045 CC TUXTLA FASHION MALL,5,5,5,0,100.00,0.00,5,100.00,2026-04-18
1046 CC CABOS PUERTO PARAISO,15,6,6,9,100.00,60.00,5,83.33,2026-04-18
1047 CC GUADALAJARA PLAZA PATRIA,5,2,3,2,66.67,50.00,1,50.00,2026-04-18
1048 AP DEL BAJIO,3,1,2,1,50.00,50.00,1,100.00,2026-04-18
1049 CC GUADALAJARA LA PERLA,13,8,10,3,80.00,27.27,8,100.00,2026-04-18
1052 CC CDMX LAS ANTENAS,12,3,10,2,30.00,40.00,2,66.67,2026-04-18
1053 CC VERACRUZ ANDAMAR,8,3,4,4,75.00,57.14,3,100.00,2026-04-18
1054 CC CDMX PARQUE LINDAVISTA,13,7,8,5,87.50,41.67,6,85.71,2026-04-18
1055 CC CDMX PARQUE VIA VALLEJO,3,1,1,2,100.00,66.67,1,100.00,2026-04-18
1058 AP TIJUANA AMBULATORIO,4,3,4,0,75.00,0.00,3,100.00,2026-04-18
1064 CC CDMX SATÉLITE,11,4,6,5,66.67,55.56,3,75.00,2026-04-18
1065 CC CDMX PARQUE TEPEYAC,12,7,7,5,100.00,41.67,6,85.71,2026-04-18
1066 CC CANCUN AMERICAS,20,12,13,7,92.31,36.84,12,100.00,2026-04-18
1067 AP AERO DF AMBULATORIO T1,5,0,5,0,0.00,0.00,0,0.00,2026-04-18
1068 AP AERO MERIDA AMBULATORIO,2,1,1,1,100.00,50.00,1,100.00,2026-04-18
1069 AP TIJUANA ISLA,3,2,3,0,66.67,0.00,2,100.00,2026-04-18
2001 TC GUADALAJARA CAÑADAS,15,6,9,6,66.67,50.00,6,100.00,2026-04-18
2004 CC LEON MULZA,16,5,12,4,41.67,44.44,4,80.00,2026-04-18
2008 CC CDMX PUNTA NORTE,31,6,25,6,24.00,50.00,6,100.00,2026-04-18
2009 CC CANCÚN PASEOS,30,12,18,12,66.67,50.00,12,100.00,2026-04-18
2011 TC GUADALAJARA TESISTÁN,12,6,9,3,66.67,33.33,6,100.00,2026-04-18
2012 CC LERMA PLAZAS OUTLET,24,8,18,6,44.44,42.86,7,87.50,2026-04-18
2014 CC CUERNAVACA FORUM,25,9,14,11,64.29,55.00,9,100.00,2026-04-18
2015 EXPLANADA PACHUCA,22,5,13,9,38.46,64.29,5,100.00,2026-04-18
2016 CC QUERETARO PREMIUM OUTLETS,28,6,19,9,31.58,60.00,5,83.33,2026-04-18
2018 CC EXPLANADA CULIACAN,22,10,13,9,76.92,47.37,8,80.00,2026-04-18
2021 CC CDMX PORTAL CENTRO,23,8,15,8,53.33,50.00,8,100.00,2026-04-18
2022 CC LEON NUEVO MULZA,21,14,18,3,77.78,17.65,14,100.00,2026-04-18
2023 CC OUTLET RIVIERA MAYA,18,4,11,7,36.36,63.64,4,100.00,2026-04-18
2024 CC OUTLET LEON,22,6,10,12,60.00,66.67,6,100.00,2026-04-18
2050 TC GUADALAJARA MFS VALLARTA,16,4,10,6,40.00,60.00,4,100.00,2026-04-18
