Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,7,4,7,0,57.14,0.00,2,50.00,2026-04-04
1002 AP PUERTO VALLARTA LOCAL,6,3,4,2,75.00,40.00,2,66.67,2026-04-04
1003 AP PUERTO VALLARTA ESCALA,7,6,6,1,100.00,14.29,6,100.00,2026-04-04
1004 AP MERIDA,6,1,6,0,16.67,0.00,0,0.00,2026-04-04
1010 AP CDMX BJ T2,6,0,5,1,0.00,100.00,0,0.00,2026-04-04
1015 CC GUADALAJARA PLAZA ANDARES,6,1,4,2,25.00,66.67,1,100.00,2026-04-04
1017 CC MORELIA AMERICAS,10,5,6,4,83.33,44.44,5,100.00,2026-04-04
1018 CC MERIDA ALTABRISA,8,3,4,4,75.00,57.14,3,100.00,2026-04-04
1020 AP GUADALAJARA ISLA,8,4,7,1,57.14,20.00,3,75.00,2026-04-04
1021 CC PUEBLA ANGELOPOLIS,10,7,8,2,87.50,22.22,6,85.71,2026-04-04
1023 CC SAN LUIS POTOSÍ,7,3,3,4,100.00,57.14,1,33.33,2026-04-04
1024 CC VILLAHERMOSA ALTABRISA,9,4,5,4,80.00,50.00,4,100.00,2026-04-04
1025 CC MERIDA GALERIAS,10,3,4,6,75.00,66.67,3,100.00,2026-04-04
1026 AP VILLAHERMOSA,8,3,4,4,75.00,57.14,3,100.00,2026-04-04
1030 AP CULIACÁN,2,2,2,0,100.00,0.00,1,50.00,2026-04-04
1031 CC CDMX FORUM BUENAVISTA,15,8,10,5,80.00,38.46,8,100.00,2026-04-04
1032 CC CAMPECHE GALERIAS,3,1,1,2,100.00,66.67,1,100.00,2026-04-04
1034 CC QUERETARO PLAZA ANTEA,6,5,5,1,100.00,16.67,5,100.00,2026-04-04
1036 CC CULIACÁN PLAZA FORUM,3,1,2,1,50.00,50.00,1,100.00,2026-04-04
1037 AP CANCÚN SALA AIRE,22,2,22,0,9.09,0.00,2,100.00,2026-04-04
1038 AP LOS CABOS,4,1,3,1,33.33,50.00,1,100.00,2026-04-04
1042 CC GUADALAJARA GALERIAS,1,0,0,1,0.00,100.00,0,0.00,2026-04-04
1044 CC MERIDA LA ISLA,5,4,4,1,100.00,20.00,4,100.00,2026-04-04
1045 CC TUXTLA FASHION MALL,2,0,0,2,0.00,100.00,0,0.00,2026-04-04
1046 CC CABOS PUERTO PARAISO,9,5,6,3,83.33,37.50,4,80.00,2026-04-04
1047 CC GUADALAJARA PLAZA PATRIA,7,5,5,2,100.00,28.57,5,100.00,2026-04-04
1048 AP DEL BAJIO,4,1,1,3,100.00,75.00,1,100.00,2026-04-04
1049 CC GUADALAJARA LA PERLA,12,7,9,3,77.78,30.00,5,71.43,2026-04-04
1052 CC CDMX LAS ANTENAS,11,5,7,4,71.43,44.44,4,80.00,2026-04-04
1053 CC VERACRUZ ANDAMAR,9,6,8,1,75.00,14.29,6,100.00,2026-04-04
1054 CC CDMX PARQUE LINDAVISTA,6,2,2,4,100.00,66.67,2,100.00,2026-04-04
1055 CC CDMX PARQUE VIA VALLEJO,3,1,2,1,50.00,50.00,1,100.00,2026-04-04
1058 AP TIJUANA AMBULATORIO,7,6,7,0,85.71,0.00,4,66.67,2026-04-04
1064 CC CDMX SATÉLITE,8,7,7,1,100.00,12.50,7,100.00,2026-04-04
1065 CC CDMX PARQUE TEPEYAC,5,2,3,2,66.67,50.00,2,100.00,2026-04-04
1066 CC CANCUN AMERICAS,9,6,6,3,100.00,33.33,6,100.00,2026-04-04
1067 AP AERO DF AMBULATORIO T1,4,0,4,0,0.00,0.00,0,0.00,2026-04-04
1068 AP AERO MERIDA AMBULATORIO,4,1,3,1,33.33,50.00,0,0.00,2026-04-04
1069 AP TIJUANA ISLA,3,2,3,0,66.67,0.00,1,50.00,2026-04-04
2001 TC GUADALAJARA CAÑADAS,14,2,6,8,33.33,80.00,2,100.00,2026-04-04
2004 CC LEON MULZA,29,19,26,3,73.08,13.64,18,94.74,2026-04-04
2008 CC CDMX PUNTA NORTE,20,3,20,0,15.00,0.00,3,100.00,2026-04-04
2009 CC CANCÚN PASEOS,22,12,17,5,70.59,29.41,12,100.00,2026-04-04
2011 TC GUADALAJARA TESISTÁN,4,2,3,1,66.67,33.33,2,100.00,2026-04-04
2012 CC LERMA PLAZAS OUTLET,48,13,40,8,32.50,38.10,13,100.00,2026-04-04
2014 CC CUERNAVACA FORUM,34,16,25,9,64.00,36.00,16,100.00,2026-04-04
2015 EXPLANADA PACHUCA,27,9,18,9,50.00,50.00,9,100.00,2026-04-04
2016 CC QUERETARO PREMIUM OUTLETS,38,24,35,3,68.57,11.11,24,100.00,2026-04-04
2018 CC EXPLANADA CULIACAN,15,7,8,7,87.50,50.00,6,85.71,2026-04-04
2021 CC CDMX PORTAL CENTRO,14,3,5,9,60.00,75.00,2,66.67,2026-04-04
2022 CC LEON NUEVO MULZA,35,18,32,3,56.25,14.29,17,94.44,2026-04-04
2023 CC OUTLET RIVIERA MAYA,36,9,25,11,36.00,55.00,9,100.00,2026-04-04
2024 CC OUTLET LEON,14,4,8,6,50.00,60.00,4,100.00,2026-04-04
2050 TC GUADALAJARA MFS VALLARTA,12,3,6,6,50.00,66.67,3,100.00,2026-04-04
