Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,7,3,5,2,60.00,40.00,1,33.33,2026-04-08
1002 AP PUERTO VALLARTA LOCAL,4,2,2,2,100.00,50.00,1,50.00,2026-04-08
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,0,0.00,2026-04-08
1004 AP MERIDA,7,0,3,4,0.00,100.00,0,0.00,2026-04-08
1010 AP CDMX BJ T2,10,6,10,0,60.00,0.00,6,100.00,2026-04-08
1015 CC GUADALAJARA PLAZA ANDARES,7,3,4,3,75.00,50.00,0,0.00,2026-04-08
1017 CC MORELIA AMERICAS,10,5,5,5,100.00,50.00,4,80.00,2026-04-08
1018 CC MERIDA ALTABRISA,3,1,1,2,100.00,66.67,1,100.00,2026-04-08
1020 AP GUADALAJARA ISLA,12,6,9,3,66.67,33.33,1,16.67,2026-04-08
1021 CC PUEBLA ANGELOPOLIS,10,8,8,2,100.00,20.00,6,75.00,2026-04-08
1023 CC SAN LUIS POTOSÍ,6,2,2,4,100.00,66.67,1,50.00,2026-04-08
1024 CC VILLAHERMOSA ALTABRISA,6,3,3,3,100.00,50.00,3,100.00,2026-04-08
1025 CC MERIDA GALERIAS,9,4,5,4,80.00,50.00,4,100.00,2026-04-08
1026 AP VILLAHERMOSA,4,2,3,1,66.67,33.33,2,100.00,2026-04-08
1030 AP CULIACÁN,4,2,2,2,100.00,50.00,1,50.00,2026-04-08
1031 CC CDMX FORUM BUENAVISTA,9,7,7,2,100.00,22.22,7,100.00,2026-04-08
1032 CC CAMPECHE GALERIAS,4,2,2,2,100.00,50.00,2,100.00,2026-04-08
1036 CC CULIACÁN PLAZA FORUM,3,1,2,1,50.00,50.00,1,100.00,2026-04-08
1037 AP CANCÚN SALA AIRE,8,3,7,1,42.86,25.00,3,100.00,2026-04-08
1038 AP LOS CABOS,7,0,6,1,0.00,100.00,0,0.00,2026-04-08
1042 CC GUADALAJARA GALERIAS,1,1,1,0,100.00,0.00,1,100.00,2026-04-08
1044 CC MERIDA LA ISLA,3,1,1,2,100.00,66.67,1,100.00,2026-04-08
1045 CC TUXTLA FASHION MALL,7,3,3,4,100.00,57.14,3,100.00,2026-04-08
1046 CC CABOS PUERTO PARAISO,1,0,0,1,0.00,100.00,0,0.00,2026-04-08
1047 CC GUADALAJARA PLAZA PATRIA,4,3,3,1,100.00,25.00,3,100.00,2026-04-08
1048 AP DEL BAJIO,2,1,2,0,50.00,0.00,0,0.00,2026-04-08
1049 CC GUADALAJARA LA PERLA,4,2,2,2,100.00,50.00,1,50.00,2026-04-08
1052 CC CDMX LAS ANTENAS,5,3,4,1,75.00,25.00,3,100.00,2026-04-08
1053 CC VERACRUZ ANDAMAR,2,1,1,1,100.00,50.00,1,100.00,2026-04-08
1058 AP TIJUANA AMBULATORIO,5,3,5,0,60.00,0.00,1,33.33,2026-04-08
1064 CC CDMX SATÉLITE,7,3,4,3,75.00,50.00,3,100.00,2026-04-08
1065 CC CDMX PARQUE TEPEYAC,2,1,1,1,100.00,50.00,1,100.00,2026-04-08
1066 CC CANCUN AMERICAS,5,3,5,0,60.00,0.00,3,100.00,2026-04-08
1067 AP AERO DF AMBULATORIO T1,5,3,5,0,60.00,0.00,2,66.67,2026-04-08
1068 AP AERO MERIDA AMBULATORIO,6,3,4,2,75.00,40.00,3,100.00,2026-04-08
1069 AP TIJUANA ISLA,3,0,2,1,0.00,100.00,0,0.00,2026-04-08
2001 TC GUADALAJARA CAÑADAS,6,2,2,4,100.00,66.67,2,100.00,2026-04-08
2004 CC LEON MULZA,15,5,10,5,50.00,50.00,4,80.00,2026-04-08
2008 CC CDMX PUNTA NORTE,3,1,2,1,50.00,50.00,1,100.00,2026-04-08
2009 CC CANCÚN PASEOS,13,4,8,5,50.00,55.56,4,100.00,2026-04-08
2011 TC GUADALAJARA TESISTÁN,8,3,5,3,60.00,50.00,3,100.00,2026-04-08
2012 CC LERMA PLAZAS OUTLET,14,7,10,4,70.00,36.36,7,100.00,2026-04-08
2014 CC CUERNAVACA FORUM,10,7,7,3,100.00,30.00,7,100.00,2026-04-08
2015 EXPLANADA PACHUCA,6,1,5,1,20.00,50.00,1,100.00,2026-04-08
2016 CC QUERETARO PREMIUM OUTLETS,8,4,8,0,50.00,0.00,4,100.00,2026-04-08
2018 CC EXPLANADA CULIACAN,10,5,7,3,71.43,37.50,5,100.00,2026-04-08
2021 CC CDMX PORTAL CENTRO,7,2,7,0,28.57,0.00,2,100.00,2026-04-08
2022 CC LEON NUEVO MULZA,9,4,8,1,50.00,20.00,4,100.00,2026-04-08
2023 CC OUTLET RIVIERA MAYA,11,3,9,2,33.33,40.00,3,100.00,2026-04-08
2024 CC OUTLET LEON,5,0,4,1,0.00,100.00,0,0.00,2026-04-08
2050 TC GUADALAJARA MFS VALLARTA,10,1,3,7,33.33,87.50,1,100.00,2026-04-08
