Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,15,6,11,4,54.55,40.00,3,50.00,2026-03-21
1002 AP PUERTO VALLARTA LOCAL,3,2,3,0,66.67,0.00,2,100.00,2026-03-21
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,1,100.00,2026-03-21
1004 AP MERIDA,5,1,3,2,33.33,66.67,0,0.00,2026-03-21
1010 AP CDMX BJ T2,9,0,9,0,0.00,0.00,0,0.00,2026-03-21
1015 CC GUADALAJARA PLAZA ANDARES,4,3,3,1,100.00,25.00,2,66.67,2026-03-21
1017 CC MORELIA AMERICAS,5,4,4,1,100.00,20.00,4,100.00,2026-03-21
1018 CC MERIDA ALTABRISA,16,7,8,8,87.50,53.33,6,85.71,2026-03-21
1020 AP GUADALAJARA ISLA,10,3,7,3,42.86,50.00,3,100.00,2026-03-21
1021 CC PUEBLA ANGELOPOLIS,6,2,2,4,100.00,66.67,2,100.00,2026-03-21
1023 CC SAN LUIS POTOSÍ,4,4,4,0,100.00,0.00,2,50.00,2026-03-21
1024 CC VILLAHERMOSA ALTABRISA,9,8,8,1,100.00,11.11,8,100.00,2026-03-21
1025 CC MERIDA GALERIAS,9,4,4,5,100.00,55.56,4,100.00,2026-03-21
1026 AP VILLAHERMOSA,5,3,4,1,75.00,25.00,3,100.00,2026-03-21
1030 AP CULIACÁN,7,5,7,0,71.43,0.00,3,60.00,2026-03-21
1031 CC CDMX FORUM BUENAVISTA,8,7,7,1,100.00,12.50,7,100.00,2026-03-21
1032 CC CAMPECHE GALERIAS,4,1,2,2,50.00,66.67,0,0.00,2026-03-21
1034 CC QUERETARO PLAZA ANTEA,4,2,2,2,100.00,50.00,2,100.00,2026-03-21
1036 CC CULIACÁN PLAZA FORUM,7,1,2,5,50.00,83.33,1,100.00,2026-03-21
1037 AP CANCÚN SALA AIRE,3,0,3,0,0.00,0.00,0,0.00,2026-03-21
1038 AP LOS CABOS,9,2,7,2,28.57,50.00,2,100.00,2026-03-21
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,1,50.00,2026-03-21
1044 CC MERIDA LA ISLA,4,2,2,2,100.00,50.00,1,50.00,2026-03-21
1045 CC TUXTLA FASHION MALL,6,5,5,1,100.00,16.67,4,80.00,2026-03-21
1046 CC CABOS PUERTO PARAISO,17,7,10,7,70.00,50.00,6,85.71,2026-03-21
1047 CC GUADALAJARA PLAZA PATRIA,6,5,5,1,100.00,16.67,5,100.00,2026-03-21
1048 AP DEL BAJIO,6,4,5,1,80.00,20.00,4,100.00,2026-03-21
1049 CC GUADALAJARA LA PERLA,10,9,9,1,100.00,10.00,8,88.89,2026-03-21
1052 CC CDMX LAS ANTENAS,9,3,7,2,42.86,40.00,3,100.00,2026-03-21
1053 CC VERACRUZ ANDAMAR,10,3,8,2,37.50,40.00,3,100.00,2026-03-21
1054 CC CDMX PARQUE LINDAVISTA,5,2,3,2,66.67,50.00,2,100.00,2026-03-21
1055 CC CDMX PARQUE VIA VALLEJO,5,3,3,2,100.00,40.00,1,33.33,2026-03-21
1058 AP TIJUANA AMBULATORIO,4,4,4,0,100.00,0.00,3,75.00,2026-03-21
1064 CC CDMX SATÉLITE,6,3,3,3,100.00,50.00,3,100.00,2026-03-21
1065 CC CDMX PARQUE TEPEYAC,6,3,4,2,75.00,40.00,3,100.00,2026-03-21
1066 CC CANCUN AMERICAS,11,3,5,6,60.00,66.67,3,100.00,2026-03-21
1068 AP AERO MERIDA AMBULATORIO,8,2,5,3,40.00,60.00,2,100.00,2026-03-21
1069 AP TIJUANA ISLA,3,3,3,0,100.00,0.00,2,66.67,2026-03-21
2001 TC GUADALAJARA CAÑADAS,16,8,10,6,80.00,42.86,8,100.00,2026-03-21
2004 CC LEON MULZA,26,9,17,9,52.94,50.00,9,100.00,2026-03-21
2008 CC CDMX PUNTA NORTE,34,0,31,3,0.00,100.00,0,0.00,2026-03-21
2009 CC CANCÚN PASEOS,18,6,10,8,60.00,57.14,6,100.00,2026-03-21
2011 TC GUADALAJARA TESISTÁN,11,4,4,7,100.00,63.64,4,100.00,2026-03-21
2012 CC LERMA PLAZAS OUTLET,42,13,27,15,48.15,53.57,13,100.00,2026-03-21
2014 CC CUERNAVACA FORUM,27,16,18,9,88.89,36.00,16,100.00,2026-03-21
2015 EXPLANADA PACHUCA,29,5,21,8,23.81,61.54,5,100.00,2026-03-21
2016 CC QUERETARO PREMIUM OUTLETS,20,11,16,4,68.75,26.67,11,100.00,2026-03-21
2018 CC EXPLANADA CULIACAN,6,1,2,4,50.00,80.00,1,100.00,2026-03-21
2021 CC CDMX PORTAL CENTRO,11,7,9,2,77.78,22.22,6,85.71,2026-03-21
2022 CC LEON NUEVO MULZA,17,1,12,5,8.33,83.33,1,100.00,2026-03-21
2023 CC OUTLET RIVIERA MAYA,14,4,11,3,36.36,42.86,4,100.00,2026-03-21
2024 CC OUTLET LEON,17,9,13,4,69.23,30.77,9,100.00,2026-03-21
2050 TC GUADALAJARA MFS VALLARTA,13,3,10,3,30.00,50.00,3,100.00,2026-03-21
