Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,16,11,13,3,84.62,21.43,6,54.55,2026-04-30
1002 AP PUERTO VALLARTA LOCAL,8,6,7,1,85.71,14.29,3,50.00,2026-04-30
1003 AP PUERTO VALLARTA ESCALA,5,4,5,0,80.00,0.00,3,75.00,2026-04-30
1004 AP MERIDA,6,0,4,2,0.00,100.00,0,0.00,2026-04-30
1010 AP CDMX BJ T2,13,5,12,1,41.67,16.67,4,80.00,2026-04-30
1015 CC GUADALAJARA PLAZA ANDARES,4,2,2,2,100.00,50.00,2,100.00,2026-04-30
1017 CC MORELIA AMERICAS,5,2,2,3,100.00,60.00,2,100.00,2026-04-30
1018 CC MERIDA ALTABRISA,9,4,4,5,100.00,55.56,4,100.00,2026-04-30
1020 AP GUADALAJARA ISLA,5,2,4,1,50.00,33.33,2,100.00,2026-04-30
1021 CC PUEBLA ANGELOPOLIS,3,0,0,3,0.00,100.00,0,0.00,2026-04-30
1023 CC SAN LUIS POTOSÍ,1,0,1,0,0.00,0.00,0,0.00,2026-04-30
1024 CC VILLAHERMOSA ALTABRISA,3,1,2,1,50.00,50.00,1,100.00,2026-04-30
1025 CC MERIDA GALERIAS,8,3,3,5,100.00,62.50,3,100.00,2026-04-30
1026 AP VILLAHERMOSA,10,7,7,3,100.00,30.00,7,100.00,2026-04-30
1030 AP CULIACÁN,7,4,4,3,100.00,42.86,3,75.00,2026-04-30
1031 CC CDMX FORUM BUENAVISTA,9,3,3,6,100.00,66.67,3,100.00,2026-04-30
1032 CC CAMPECHE GALERIAS,4,0,1,3,0.00,100.00,0,0.00,2026-04-30
1036 CC CULIACÁN PLAZA FORUM,7,3,3,4,100.00,57.14,3,100.00,2026-04-30
1037 AP CANCÚN SALA AIRE,10,1,8,2,12.50,66.67,1,100.00,2026-04-30
1038 AP LOS CABOS,6,1,6,0,16.67,0.00,1,100.00,2026-04-30
1042 CC GUADALAJARA GALERIAS,4,2,2,2,100.00,50.00,0,0.00,2026-04-30
1044 CC MERIDA LA ISLA,1,0,0,1,0.00,100.00,0,0.00,2026-04-30
1045 CC TUXTLA FASHION MALL,10,3,4,6,75.00,66.67,3,100.00,2026-04-30
1046 CC CABOS PUERTO PARAISO,15,5,6,9,83.33,64.29,5,100.00,2026-04-30
1047 CC GUADALAJARA PLAZA PATRIA,6,3,4,2,75.00,40.00,3,100.00,2026-04-30
1048 AP DEL BAJIO,4,3,4,0,75.00,0.00,3,100.00,2026-04-30
1049 CC GUADALAJARA LA PERLA,4,1,1,3,100.00,75.00,1,100.00,2026-04-30
1052 CC CDMX LAS ANTENAS,5,2,3,2,66.67,50.00,2,100.00,2026-04-30
1053 CC VERACRUZ ANDAMAR,4,1,2,2,50.00,66.67,1,100.00,2026-04-30
1054 CC CDMX PARQUE LINDAVISTA,3,2,2,1,100.00,33.33,1,50.00,2026-04-30
1055 CC CDMX PARQUE VIA VALLEJO,2,0,0,2,0.00,100.00,0,0.00,2026-04-30
1058 AP TIJUANA AMBULATORIO,1,0,1,0,0.00,0.00,0,0.00,2026-04-30
1064 CC CDMX SATÉLITE,2,1,1,1,100.00,50.00,1,100.00,2026-04-30
1065 CC CDMX PARQUE TEPEYAC,10,4,5,5,80.00,55.56,4,100.00,2026-04-30
1066 CC CANCUN AMERICAS,12,5,6,6,83.33,54.55,5,100.00,2026-04-30
1067 AP AERO DF AMBULATORIO T1,11,1,10,1,10.00,50.00,1,100.00,2026-04-30
1068 AP AERO MERIDA AMBULATORIO,6,2,5,1,40.00,33.33,2,100.00,2026-04-30
1069 AP TIJUANA ISLA,5,0,4,1,0.00,100.00,0,0.00,2026-04-30
2001 TC GUADALAJARA CAÑADAS,15,0,7,8,0.00,100.00,0,0.00,2026-04-30
2008 CC CDMX PUNTA NORTE,17,0,13,4,0.00,100.00,0,0.00,2026-04-30
2009 CC CANCÚN PASEOS,31,8,14,17,57.14,68.00,8,100.00,2026-04-30
2011 TC GUADALAJARA TESISTÁN,10,3,5,5,60.00,62.50,3,100.00,2026-04-30
2012 CC LERMA PLAZAS OUTLET,23,8,19,4,42.11,33.33,8,100.00,2026-04-30
2014 CC CUERNAVACA FORUM,9,4,5,4,80.00,50.00,4,100.00,2026-04-30
2015 EXPLANADA PACHUCA,24,8,13,11,61.54,57.89,8,100.00,2026-04-30
2016 CC QUERETARO PREMIUM OUTLETS,9,2,7,2,28.57,50.00,2,100.00,2026-04-30
2018 CC EXPLANADA CULIACAN,29,8,11,18,72.73,69.23,7,87.50,2026-04-30
2021 CC CDMX PORTAL CENTRO,12,4,5,7,80.00,63.64,4,100.00,2026-04-30
2022 CC LEON NUEVO MULZA,10,4,8,2,50.00,33.33,4,100.00,2026-04-30
2023 CC OUTLET RIVIERA MAYA,6,3,4,2,75.00,40.00,3,100.00,2026-04-30
2024 CC OUTLET LEON,6,2,3,3,66.67,60.00,2,100.00,2026-04-30
2050 TC GUADALAJARA MFS VALLARTA,12,4,9,3,44.44,42.86,4,100.00,2026-04-30
