Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,15,12,14,1,85.71,7.69,7,58.33,2026-02-24
1002 AP PUERTO VALLARTA LOCAL,3,2,2,1,100.00,33.33,0,0.00,2026-02-24
1003 AP PUERTO VALLARTA ESCALA,4,3,4,0,75.00,0.00,3,100.00,2026-02-24
1004 AP MERIDA,5,1,4,1,25.00,50.00,1,100.00,2026-02-24
1010 AP CDMX BJ T2,8,2,7,1,28.57,33.33,2,100.00,2026-02-24
1015 CC GUADALAJARA PLAZA ANDARES,3,3,3,0,100.00,0.00,0,0.00,2026-02-24
1017 CC MORELIA AMERICAS,11,6,7,4,85.71,40.00,5,83.33,2026-02-24
1018 CC MERIDA ALTABRISA,5,1,1,4,100.00,80.00,1,100.00,2026-02-24
1020 AP GUADALAJARA ISLA,8,2,7,1,28.57,33.33,2,100.00,2026-02-24
1021 CC PUEBLA ANGELOPOLIS,1,1,1,0,100.00,0.00,1,100.00,2026-02-24
1023 CC SAN LUIS POTOSÍ,3,2,2,1,100.00,33.33,1,50.00,2026-02-24
1024 CC VILLAHERMOSA ALTABRISA,5,3,4,1,75.00,25.00,3,100.00,2026-02-24
1025 CC MERIDA GALERIAS,3,3,3,0,100.00,0.00,3,100.00,2026-02-24
1026 AP VILLAHERMOSA,4,3,3,1,100.00,25.00,3,100.00,2026-02-24
1030 AP CULIACÁN,2,0,1,1,0.00,100.00,0,0.00,2026-02-24
1031 CC CDMX FORUM BUENAVISTA,9,4,5,4,80.00,50.00,4,100.00,2026-02-24
1032 CC CAMPECHE GALERIAS,1,1,1,0,100.00,0.00,1,100.00,2026-02-24
1034 CC QUERETARO PLAZA ANTEA,2,1,1,1,100.00,50.00,1,100.00,2026-02-24
1036 CC CULIACÁN PLAZA FORUM,3,1,1,2,100.00,66.67,1,100.00,2026-02-24
1037 AP CANCÚN SALA AIRE,14,1,14,0,7.14,0.00,1,100.00,2026-02-24
1038 AP LOS CABOS,5,2,4,1,50.00,33.33,2,100.00,2026-02-24
1042 CC GUADALAJARA GALERIAS,3,2,3,0,66.67,0.00,2,100.00,2026-02-24
1044 CC MERIDA LA ISLA,3,0,2,1,0.00,100.00,0,0.00,2026-02-24
1045 CC TUXTLA FASHION MALL,4,1,1,3,100.00,75.00,1,100.00,2026-02-24
1046 CC CABOS PUERTO PARAISO,9,2,4,5,50.00,71.43,2,100.00,2026-02-24
1047 CC GUADALAJARA PLAZA PATRIA,2,1,1,1,100.00,50.00,1,100.00,2026-02-24
1048 AP DEL BAJIO,3,0,1,2,0.00,100.00,0,0.00,2026-02-24
1049 CC GUADALAJARA LA PERLA,2,1,1,1,100.00,50.00,1,100.00,2026-02-24
1052 CC CDMX LAS ANTENAS,4,2,2,2,100.00,50.00,2,100.00,2026-02-24
1053 CC VERACRUZ ANDAMAR,3,0,1,2,0.00,100.00,0,0.00,2026-02-24
1054 CC CDMX PARQUE LINDAVISTA,2,0,0,2,0.00,100.00,0,0.00,2026-02-24
1055 CC CDMX PARQUE VIA VALLEJO,1,1,1,0,100.00,0.00,1,100.00,2026-02-24
1058 AP TIJUANA AMBULATORIO,8,3,5,3,60.00,50.00,2,66.67,2026-02-24
1064 CC CDMX SATÉLITE,2,0,0,2,0.00,100.00,0,0.00,2026-02-24
1065 CC CDMX PARQUE TEPEYAC,4,1,1,3,100.00,75.00,1,100.00,2026-02-24
1066 CC CANCUN AMERICAS,5,2,5,0,40.00,0.00,2,100.00,2026-02-24
1068 AP AERO MERIDA AMBULATORIO,8,4,4,4,100.00,50.00,3,75.00,2026-02-24
1069 AP TIJUANA ISLA,3,3,3,0,100.00,0.00,2,66.67,2026-02-24
2001 TC GUADALAJARA CAÑADAS,5,4,4,1,100.00,20.00,4,100.00,2026-02-24
2004 CC LEON MULZA,4,0,2,2,0.00,100.00,0,0.00,2026-02-24
2008 CC CDMX PUNTA NORTE,6,2,5,1,40.00,33.33,2,100.00,2026-02-24
2009 CC CANCÚN PASEOS,13,4,7,6,57.14,60.00,4,100.00,2026-02-24
2012 CC LERMA PLAZAS OUTLET,5,3,4,1,75.00,25.00,3,100.00,2026-02-24
2014 CC CUERNAVACA FORUM,8,5,5,3,100.00,37.50,4,80.00,2026-02-24
2015 EXPLANADA PACHUCA,9,6,6,3,100.00,33.33,6,100.00,2026-02-24
2016 CC QUERETARO PREMIUM OUTLETS,6,1,3,3,33.33,75.00,1,100.00,2026-02-24
2018 CC EXPLANADA CULIACAN,5,4,4,1,100.00,20.00,2,50.00,2026-02-24
2021 CC CDMX PORTAL CENTRO,5,3,4,1,75.00,25.00,3,100.00,2026-02-24
2022 CC LEON NUEVO MULZA,4,1,3,1,33.33,50.00,1,100.00,2026-02-24
2023 CC OUTLET RIVIERA MAYA,9,2,8,1,25.00,33.33,2,100.00,2026-02-24
2024 CC OUTLET LEON,2,0,0,2,0.00,100.00,0,0.00,2026-02-24
2050 TC GUADALAJARA MFS VALLARTA,2,0,1,1,0.00,100.00,0,0.00,2026-02-24
