Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,9,11,2,81.82,18.18,4,44.44,2026-03-17
1002 AP PUERTO VALLARTA LOCAL,2,1,2,0,50.00,0.00,1,100.00,2026-03-17
1003 AP PUERTO VALLARTA ESCALA,5,5,5,0,100.00,0.00,4,80.00,2026-03-17
1004 AP MERIDA,5,3,4,1,75.00,25.00,2,66.67,2026-03-17
1010 AP CDMX BJ T2,4,1,4,0,25.00,0.00,1,100.00,2026-03-17
1015 CC GUADALAJARA PLAZA ANDARES,5,3,4,1,75.00,25.00,2,66.67,2026-03-17
1017 CC MORELIA AMERICAS,7,5,5,2,100.00,28.57,5,100.00,2026-03-17
1018 CC MERIDA ALTABRISA,7,3,4,3,75.00,50.00,3,100.00,2026-03-17
1020 AP GUADALAJARA ISLA,11,3,11,0,27.27,0.00,2,66.67,2026-03-17
1021 CC PUEBLA ANGELOPOLIS,4,2,2,2,100.00,50.00,2,100.00,2026-03-17
1024 CC VILLAHERMOSA ALTABRISA,3,1,2,1,50.00,50.00,1,100.00,2026-03-17
1025 CC MERIDA GALERIAS,6,2,4,2,50.00,50.00,2,100.00,2026-03-17
1026 AP VILLAHERMOSA,7,5,5,2,100.00,28.57,5,100.00,2026-03-17
1030 AP CULIACÁN,4,2,4,0,50.00,0.00,0,0.00,2026-03-17
1031 CC CDMX FORUM BUENAVISTA,6,2,2,4,100.00,66.67,2,100.00,2026-03-17
1032 CC CAMPECHE GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-03-17
1034 CC QUERETARO PLAZA ANTEA,2,1,1,1,100.00,50.00,1,100.00,2026-03-17
1036 CC CULIACÁN PLAZA FORUM,1,1,1,0,100.00,0.00,1,100.00,2026-03-17
1037 AP CANCÚN SALA AIRE,11,0,11,0,0.00,0.00,0,0.00,2026-03-17
1038 AP LOS CABOS,4,2,3,1,66.67,33.33,1,50.00,2026-03-17
1044 CC MERIDA LA ISLA,1,1,1,0,100.00,0.00,1,100.00,2026-03-17
1045 CC TUXTLA FASHION MALL,3,2,2,1,100.00,33.33,2,100.00,2026-03-17
1046 CC CABOS PUERTO PARAISO,5,2,3,2,66.67,50.00,2,100.00,2026-03-17
1047 CC GUADALAJARA PLAZA PATRIA,1,0,0,1,0.00,100.00,0,0.00,2026-03-17
1049 CC GUADALAJARA LA PERLA,1,0,1,0,0.00,0.00,0,0.00,2026-03-17
1052 CC CDMX LAS ANTENAS,1,1,1,0,100.00,0.00,1,100.00,2026-03-17
1053 CC VERACRUZ ANDAMAR,5,4,4,1,100.00,20.00,4,100.00,2026-03-17
1054 CC CDMX PARQUE LINDAVISTA,2,1,1,1,100.00,50.00,1,100.00,2026-03-17
1058 AP TIJUANA AMBULATORIO,3,1,3,0,33.33,0.00,1,100.00,2026-03-17
1064 CC CDMX SATÉLITE,1,1,1,0,100.00,0.00,1,100.00,2026-03-17
1065 CC CDMX PARQUE TEPEYAC,1,0,0,1,0.00,100.00,0,0.00,2026-03-17
1067 AP AERO DF AMBULATORIO T1,8,1,8,0,12.50,0.00,1,100.00,2026-03-17
1068 AP AERO MERIDA AMBULATORIO,4,2,3,1,66.67,33.33,2,100.00,2026-03-17
1069 AP TIJUANA ISLA,3,2,3,0,66.67,0.00,2,100.00,2026-03-17
2001 TC GUADALAJARA CAÑADAS,12,6,7,5,85.71,45.45,6,100.00,2026-03-17
2004 CC LEON MULZA,8,2,4,4,50.00,66.67,2,100.00,2026-03-17
2008 CC CDMX PUNTA NORTE,3,2,2,1,100.00,33.33,2,100.00,2026-03-17
2009 CC CANCÚN PASEOS,14,5,9,5,55.56,50.00,5,100.00,2026-03-17
2011 TC GUADALAJARA TESISTÁN,9,5,5,4,100.00,44.44,5,100.00,2026-03-17
2012 CC LERMA PLAZAS OUTLET,10,2,6,4,33.33,66.67,2,100.00,2026-03-17
2014 CC CUERNAVACA FORUM,10,2,7,3,28.57,60.00,2,100.00,2026-03-17
2015 EXPLANADA PACHUCA,6,4,4,2,100.00,33.33,4,100.00,2026-03-17
2016 CC QUERETARO PREMIUM OUTLETS,1,0,0,1,0.00,100.00,0,0.00,2026-03-17
2018 CC EXPLANADA CULIACAN,8,4,6,2,66.67,33.33,4,100.00,2026-03-17
2021 CC CDMX PORTAL CENTRO,3,1,1,2,100.00,66.67,1,100.00,2026-03-17
2022 CC LEON NUEVO MULZA,4,1,3,1,33.33,50.00,1,100.00,2026-03-17
2023 CC OUTLET RIVIERA MAYA,8,1,7,1,14.29,50.00,1,100.00,2026-03-17
2024 CC OUTLET LEON,4,3,3,1,100.00,25.00,3,100.00,2026-03-17
2050 TC GUADALAJARA MFS VALLARTA,5,0,3,2,0.00,100.00,0,0.00,2026-03-17
