Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,11,6,10,1,60.00,14.29,1,16.67,2026-03-04
1002 AP PUERTO VALLARTA LOCAL,1,0,0,1,0.00,100.00,0,0.00,2026-03-04
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,1,100.00,2026-03-04
1004 AP MERIDA,3,3,3,0,100.00,0.00,2,66.67,2026-03-04
1010 AP CDMX BJ T2,13,4,13,0,30.77,0.00,4,100.00,2026-03-04
1015 CC GUADALAJARA PLAZA ANDARES,2,1,2,0,50.00,0.00,1,100.00,2026-03-04
1017 CC MORELIA AMERICAS,6,4,5,1,80.00,20.00,4,100.00,2026-03-04
1018 CC MERIDA ALTABRISA,5,1,1,4,100.00,80.00,0,0.00,2026-03-04
1020 AP GUADALAJARA ISLA,8,1,7,1,14.29,50.00,1,100.00,2026-03-04
1021 CC PUEBLA ANGELOPOLIS,5,3,4,1,75.00,25.00,3,100.00,2026-03-04
1023 CC SAN LUIS POTOSÍ,6,4,5,1,80.00,20.00,0,0.00,2026-03-04
1024 CC VILLAHERMOSA ALTABRISA,3,1,1,2,100.00,66.67,1,100.00,2026-03-04
1025 CC MERIDA GALERIAS,5,2,2,3,100.00,60.00,2,100.00,2026-03-04
1026 AP VILLAHERMOSA,4,1,4,0,25.00,0.00,1,100.00,2026-03-04
1030 AP CULIACÁN,7,2,5,2,40.00,50.00,2,100.00,2026-03-04
1031 CC CDMX FORUM BUENAVISTA,3,1,1,2,100.00,66.67,1,100.00,2026-03-04
1032 CC CAMPECHE GALERIAS,3,2,2,1,100.00,33.33,1,50.00,2026-03-04
1034 CC QUERETARO PLAZA ANTEA,3,2,3,0,66.67,0.00,2,100.00,2026-03-04
1036 CC CULIACÁN PLAZA FORUM,7,3,4,3,75.00,50.00,3,100.00,2026-03-04
1037 AP CANCÚN SALA AIRE,7,0,5,2,0.00,100.00,0,0.00,2026-03-04
1038 AP LOS CABOS,9,3,9,0,33.33,0.00,3,100.00,2026-03-04
1042 CC GUADALAJARA GALERIAS,1,1,1,0,100.00,0.00,1,100.00,2026-03-04
1044 CC MERIDA LA ISLA,3,0,0,3,0.00,100.00,0,0.00,2026-03-04
1045 CC TUXTLA FASHION MALL,3,2,2,1,100.00,33.33,2,100.00,2026-03-04
1046 CC CABOS PUERTO PARAISO,13,6,10,3,60.00,33.33,6,100.00,2026-03-04
1047 CC GUADALAJARA PLAZA PATRIA,5,3,5,0,60.00,0.00,3,100.00,2026-03-04
1048 AP DEL BAJIO,2,0,1,1,0.00,100.00,0,0.00,2026-03-04
1049 CC GUADALAJARA LA PERLA,1,0,1,0,0.00,0.00,0,0.00,2026-03-04
1052 CC CDMX LAS ANTENAS,1,0,0,1,0.00,100.00,0,0.00,2026-03-04
1053 CC VERACRUZ ANDAMAR,3,0,2,1,0.00,100.00,0,0.00,2026-03-04
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,0,0.00,2026-03-04
1055 CC CDMX PARQUE VIA VALLEJO,4,1,2,2,50.00,66.67,1,100.00,2026-03-04
1058 AP TIJUANA AMBULATORIO,7,4,5,2,80.00,33.33,2,50.00,2026-03-04
1064 CC CDMX SATÉLITE,4,3,3,1,100.00,25.00,1,33.33,2026-03-04
1065 CC CDMX PARQUE TEPEYAC,4,2,2,2,100.00,50.00,1,50.00,2026-03-04
1066 CC CANCUN AMERICAS,4,0,1,3,0.00,100.00,0,0.00,2026-03-04
1067 AP AERO DF AMBULATORIO T1,6,0,5,1,0.00,100.00,0,0.00,2026-03-04
1068 AP AERO MERIDA AMBULATORIO,3,3,3,0,100.00,0.00,2,66.67,2026-03-04
1069 AP TIJUANA ISLA,7,5,5,2,100.00,28.57,4,80.00,2026-03-04
2001 TC GUADALAJARA CAÑADAS,12,5,7,5,71.43,50.00,5,100.00,2026-03-04
2004 CC LEON MULZA,5,2,3,2,66.67,50.00,2,100.00,2026-03-04
2008 CC CDMX PUNTA NORTE,7,5,5,2,100.00,28.57,5,100.00,2026-03-04
2009 CC CANCÚN PASEOS,13,5,8,5,62.50,50.00,5,100.00,2026-03-04
2011 TC GUADALAJARA TESISTÁN,3,2,3,0,66.67,0.00,0,0.00,2026-03-04
2012 CC LERMA PLAZAS OUTLET,8,1,6,2,16.67,66.67,1,100.00,2026-03-04
2014 CC CUERNAVACA FORUM,11,5,8,3,62.50,37.50,5,100.00,2026-03-04
2015 EXPLANADA PACHUCA,6,2,3,3,66.67,60.00,2,100.00,2026-03-04
2016 CC QUERETARO PREMIUM OUTLETS,3,1,1,2,100.00,66.67,1,100.00,2026-03-04
2018 CC EXPLANADA CULIACAN,8,3,6,2,50.00,40.00,2,66.67,2026-03-04
2021 CC CDMX PORTAL CENTRO,9,2,3,6,66.67,75.00,2,100.00,2026-03-04
2022 CC LEON NUEVO MULZA,5,1,4,1,25.00,50.00,1,100.00,2026-03-04
2023 CC OUTLET RIVIERA MAYA,9,3,6,3,50.00,50.00,3,100.00,2026-03-04
2024 CC OUTLET LEON,5,0,2,3,0.00,100.00,0,0.00,2026-03-04
2050 TC GUADALAJARA MFS VALLARTA,4,2,3,1,66.67,33.33,2,100.00,2026-03-04
