Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,14,5,14,0,35.71,0.00,3,60.00,2026-06-07
1002 AP PUERTO VALLARTA LOCAL,6,5,6,0,83.33,0.00,3,60.00,2026-06-07
1003 AP PUERTO VALLARTA ESCALA,2,1,1,1,100.00,50.00,1,100.00,2026-06-07
1004 AP MERIDA,4,0,3,1,0.00,100.00,0,0.00,2026-06-07
1010 AP CDMX BJ T2,13,2,11,2,18.18,50.00,2,100.00,2026-06-07
1015 CC GUADALAJARA PLAZA ANDARES,12,5,10,2,50.00,28.57,2,40.00,2026-06-07
1017 CC MORELIA AMERICAS,19,8,11,8,72.73,50.00,8,100.00,2026-06-07
1018 CC MERIDA ALTABRISA,17,6,8,9,75.00,60.00,6,100.00,2026-06-07
1020 AP GUADALAJARA ISLA,22,11,19,3,57.89,21.43,4,36.36,2026-06-07
1021 CC PUEBLA ANGELOPOLIS,15,8,13,2,61.54,20.00,6,75.00,2026-06-07
1023 CC SAN LUIS POTOSÍ,17,11,11,6,100.00,35.29,9,81.82,2026-06-07
1024 CC VILLAHERMOSA ALTABRISA,8,3,5,3,60.00,50.00,3,100.00,2026-06-07
1025 CC MERIDA GALERIAS,10,4,6,4,66.67,50.00,4,100.00,2026-06-07
1026 AP VILLAHERMOSA,5,1,2,3,50.00,75.00,1,100.00,2026-06-07
1030 AP CULIACÁN,2,0,0,2,0.00,100.00,0,0.00,2026-06-07
1031 CC CDMX FORUM BUENAVISTA,14,7,7,7,100.00,50.00,6,85.71,2026-06-07
1032 CC CAMPECHE GALERIAS,11,3,4,7,75.00,70.00,3,100.00,2026-06-07
1034 CC QUERETARO PLAZA ANTEA,10,3,7,3,42.86,50.00,3,100.00,2026-06-07
1036 CC CULIACÁN PLAZA FORUM,2,0,0,2,0.00,100.00,0,0.00,2026-06-07
1037 AP CANCÚN SALA AIRE,15,0,15,0,0.00,0.00,0,0.00,2026-06-07
1038 AP LOS CABOS,11,2,10,1,20.00,33.33,2,100.00,2026-06-07
1042 CC GUADALAJARA GALERIAS,8,2,3,5,66.67,71.43,0,0.00,2026-06-07
1044 CC MERIDA LA ISLA,8,4,5,3,80.00,42.86,4,100.00,2026-06-07
1045 CC TUXTLA FASHION MALL,9,5,5,4,100.00,44.44,5,100.00,2026-06-07
1046 CC CABOS PUERTO PARAISO,18,5,7,11,71.43,68.75,5,100.00,2026-06-07
1048 AP DEL BAJIO,7,1,7,0,14.29,0.00,0,0.00,2026-06-07
1049 CC GUADALAJARA LA PERLA,7,3,4,3,75.00,50.00,3,100.00,2026-06-07
1052 CC CDMX LAS ANTENAS,8,4,6,2,66.67,33.33,3,75.00,2026-06-07
1053 CC VERACRUZ ANDAMAR,12,7,8,4,87.50,36.36,6,85.71,2026-06-07
1054 CC CDMX PARQUE LINDAVISTA,5,4,4,1,100.00,20.00,4,100.00,2026-06-07
1055 CC CDMX PARQUE VIA VALLEJO,13,7,8,5,87.50,41.67,7,100.00,2026-06-07
1058 AP TIJUANA AMBULATORIO,8,3,7,1,42.86,25.00,2,66.67,2026-06-07
1064 CC CDMX SATÉLITE,20,15,15,5,100.00,25.00,15,100.00,2026-06-07
1065 CC CDMX PARQUE TEPEYAC,13,10,10,3,100.00,23.08,10,100.00,2026-06-07
1066 CC CANCUN AMERICAS,11,4,6,5,66.67,55.56,3,75.00,2026-06-07
1067 AP AERO DF AMBULATORIO T1,3,1,3,0,33.33,0.00,1,100.00,2026-06-07
1068 AP AERO MERIDA AMBULATORIO,4,3,3,1,100.00,25.00,3,100.00,2026-06-07
1069 AP TIJUANA ISLA,4,3,4,0,75.00,0.00,2,66.67,2026-06-07
2001 TC GUADALAJARA CAÑADAS,7,4,4,3,100.00,42.86,4,100.00,2026-06-07
2004 CC LEON MULZA,28,15,22,6,68.18,28.57,14,93.33,2026-06-07
2008 CC CDMX PUNTA NORTE,38,1,29,9,3.45,90.00,1,100.00,2026-06-07
2009 CC CANCÚN PASEOS,26,9,18,8,50.00,47.06,9,100.00,2026-06-07
2012 CC LERMA PLAZAS OUTLET,42,4,36,6,11.11,60.00,4,100.00,2026-06-07
2014 CC CUERNAVACA FORUM,24,12,19,5,63.16,29.41,11,91.67,2026-06-07
2015 EXPLANADA PACHUCA,20,6,14,6,42.86,50.00,6,100.00,2026-06-07
2016 CC QUERETARO PREMIUM OUTLETS,42,21,29,13,72.41,38.24,18,85.71,2026-06-07
2018 CC EXPLANADA CULIACAN,23,11,12,11,91.67,50.00,10,90.91,2026-06-07
2021 CC CDMX PORTAL CENTRO,16,8,11,5,72.73,38.46,4,50.00,2026-06-07
2022 CC LEON NUEVO MULZA,22,7,17,5,41.18,41.67,7,100.00,2026-06-07
2023 CC OUTLET RIVIERA MAYA,20,5,15,5,33.33,50.00,5,100.00,2026-06-07
2024 CC OUTLET LEON,17,3,13,4,23.08,57.14,3,100.00,2026-06-07
2050 TC GUADALAJARA MFS VALLARTA,1,1,1,0,100.00,0.00,1,100.00,2026-06-07
