Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,19,7,14,5,50.00,41.67,6,85.71,2026-05-22
1002 AP PUERTO VALLARTA LOCAL,4,3,4,0,75.00,0.00,1,33.33,2026-05-22
1003 AP PUERTO VALLARTA ESCALA,4,2,3,1,66.67,33.33,2,100.00,2026-05-22
1004 AP MERIDA,9,1,5,4,20.00,80.00,1,100.00,2026-05-22
1010 AP CDMX BJ T2,10,1,9,1,11.11,50.00,1,100.00,2026-05-22
1015 CC GUADALAJARA PLAZA ANDARES,2,1,2,0,50.00,0.00,1,100.00,2026-05-22
1017 CC MORELIA AMERICAS,12,4,6,6,66.67,60.00,4,100.00,2026-05-22
1018 CC MERIDA ALTABRISA,5,1,1,4,100.00,80.00,0,0.00,2026-05-22
1020 AP GUADALAJARA ISLA,19,10,16,3,62.50,23.08,7,70.00,2026-05-22
1021 CC PUEBLA ANGELOPOLIS,9,2,3,6,66.67,75.00,1,50.00,2026-05-22
1023 CC SAN LUIS POTOSÍ,3,2,2,1,100.00,33.33,2,100.00,2026-05-22
1024 CC VILLAHERMOSA ALTABRISA,9,4,6,3,66.67,42.86,4,100.00,2026-05-22
1025 CC MERIDA GALERIAS,11,6,10,1,60.00,14.29,6,100.00,2026-05-22
1026 AP VILLAHERMOSA,8,6,7,1,85.71,14.29,5,83.33,2026-05-22
1030 AP CULIACÁN,12,9,10,2,90.00,18.18,6,66.67,2026-05-22
1031 CC CDMX FORUM BUENAVISTA,12,4,7,5,57.14,55.56,4,100.00,2026-05-22
1032 CC CAMPECHE GALERIAS,6,2,2,4,100.00,66.67,2,100.00,2026-05-22
1034 CC QUERETARO PLAZA ANTEA,5,2,2,3,100.00,60.00,2,100.00,2026-05-22
1036 CC CULIACÁN PLAZA FORUM,5,3,3,2,100.00,40.00,3,100.00,2026-05-22
1037 AP CANCÚN SALA AIRE,19,0,19,0,0.00,0.00,0,0.00,2026-05-22
1038 AP LOS CABOS,13,4,11,2,36.36,33.33,4,100.00,2026-05-22
1042 CC GUADALAJARA GALERIAS,4,1,2,2,50.00,66.67,0,0.00,2026-05-22
1045 CC TUXTLA FASHION MALL,9,0,1,8,0.00,100.00,0,0.00,2026-05-22
1046 CC CABOS PUERTO PARAISO,17,8,9,8,88.89,50.00,6,75.00,2026-05-22
1047 CC GUADALAJARA PLAZA PATRIA,5,3,3,2,100.00,40.00,3,100.00,2026-05-22
1048 AP DEL BAJIO,9,3,6,3,50.00,50.00,3,100.00,2026-05-22
1049 CC GUADALAJARA LA PERLA,3,2,2,1,100.00,33.33,2,100.00,2026-05-22
1052 CC CDMX LAS ANTENAS,12,3,7,5,42.86,62.50,3,100.00,2026-05-22
1053 CC VERACRUZ ANDAMAR,6,2,6,0,33.33,0.00,2,100.00,2026-05-22
1054 CC CDMX PARQUE LINDAVISTA,4,2,2,2,100.00,50.00,2,100.00,2026-05-22
1055 CC CDMX PARQUE VIA VALLEJO,3,0,1,2,0.00,100.00,0,0.00,2026-05-22
1058 AP TIJUANA AMBULATORIO,5,4,4,1,100.00,20.00,3,75.00,2026-05-22
1064 CC CDMX SATÉLITE,6,1,3,3,33.33,75.00,1,100.00,2026-05-22
1065 CC CDMX PARQUE TEPEYAC,5,4,4,1,100.00,20.00,4,100.00,2026-05-22
1066 CC CANCUN AMERICAS,9,5,6,3,83.33,37.50,5,100.00,2026-05-22
1067 AP AERO DF AMBULATORIO T1,9,2,8,1,25.00,33.33,2,100.00,2026-05-22
1068 AP AERO MERIDA AMBULATORIO,9,7,8,1,87.50,12.50,7,100.00,2026-05-22
1069 AP TIJUANA ISLA,2,1,2,0,50.00,0.00,1,100.00,2026-05-22
2001 TC GUADALAJARA CAÑADAS,11,2,7,4,28.57,66.67,2,100.00,2026-05-22
2008 CC CDMX PUNTA NORTE,10,0,10,0,0.00,0.00,0,0.00,2026-05-22
2009 CC CANCÚN PASEOS,16,6,8,8,75.00,57.14,6,100.00,2026-05-22
2011 TC GUADALAJARA TESISTÁN,5,0,3,2,0.00,100.00,0,0.00,2026-05-22
2012 CC LERMA PLAZAS OUTLET,9,3,7,2,42.86,40.00,3,100.00,2026-05-22
2014 CC CUERNAVACA FORUM,26,7,16,10,43.75,58.82,6,85.71,2026-05-22
2015 EXPLANADA PACHUCA,13,4,6,7,66.67,63.64,4,100.00,2026-05-22
2016 CC QUERETARO PREMIUM OUTLETS,4,0,2,2,0.00,100.00,0,0.00,2026-05-22
2018 CC EXPLANADA CULIACAN,8,6,6,2,100.00,25.00,6,100.00,2026-05-22
2021 CC CDMX PORTAL CENTRO,11,5,7,4,71.43,44.44,5,100.00,2026-05-22
2022 CC LEON NUEVO MULZA,13,2,9,4,22.22,66.67,1,50.00,2026-05-22
2023 CC OUTLET RIVIERA MAYA,9,1,7,2,14.29,66.67,1,100.00,2026-05-22
2024 CC OUTLET LEON,4,0,3,1,0.00,100.00,0,0.00,2026-05-22
2050 TC GUADALAJARA MFS VALLARTA,3,1,3,0,33.33,0.00,1,100.00,2026-05-22
