Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,27,20,24,3,83.33,13.04,10,50.00,2026-04-06
1002 AP PUERTO VALLARTA LOCAL,3,1,2,1,50.00,50.00,0,0.00,2026-04-06
1003 AP PUERTO VALLARTA ESCALA,3,1,2,1,50.00,50.00,0,0.00,2026-04-06
1004 AP MERIDA,6,1,5,1,20.00,50.00,0,0.00,2026-04-06
1010 AP CDMX BJ T2,3,0,2,1,0.00,100.00,0,0.00,2026-04-06
1017 CC MORELIA AMERICAS,3,1,1,2,100.00,66.67,1,100.00,2026-04-06
1018 CC MERIDA ALTABRISA,7,2,2,5,100.00,71.43,2,100.00,2026-04-06
1020 AP GUADALAJARA ISLA,7,2,7,0,28.57,0.00,2,100.00,2026-04-06
1021 CC PUEBLA ANGELOPOLIS,3,2,3,0,66.67,0.00,2,100.00,2026-04-06
1023 CC SAN LUIS POTOSÍ,2,1,1,1,100.00,50.00,1,100.00,2026-04-06
1024 CC VILLAHERMOSA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-04-06
1025 CC MERIDA GALERIAS,5,4,4,1,100.00,20.00,4,100.00,2026-04-06
1026 AP VILLAHERMOSA,7,3,3,4,100.00,57.14,3,100.00,2026-04-06
1030 AP CULIACÁN,8,6,6,2,100.00,25.00,5,83.33,2026-04-06
1031 CC CDMX FORUM BUENAVISTA,4,3,3,1,100.00,25.00,3,100.00,2026-04-06
1032 CC CAMPECHE GALERIAS,6,2,2,4,100.00,66.67,2,100.00,2026-04-06
1034 CC QUERETARO PLAZA ANTEA,2,1,1,1,100.00,50.00,1,100.00,2026-04-06
1036 CC CULIACÁN PLAZA FORUM,2,0,0,2,0.00,100.00,0,0.00,2026-04-06
1037 AP CANCÚN SALA AIRE,12,1,12,0,8.33,0.00,1,100.00,2026-04-06
1038 AP LOS CABOS,9,1,9,0,11.11,0.00,1,100.00,2026-04-06
1042 CC GUADALAJARA GALERIAS,2,0,0,2,0.00,100.00,0,0.00,2026-04-06
1044 CC MERIDA LA ISLA,2,0,0,2,0.00,100.00,0,0.00,2026-04-06
1045 CC TUXTLA FASHION MALL,4,3,3,1,100.00,25.00,3,100.00,2026-04-06
1046 CC CABOS PUERTO PARAISO,4,2,3,1,66.67,33.33,1,50.00,2026-04-06
1047 CC GUADALAJARA PLAZA PATRIA,3,2,2,1,100.00,33.33,2,100.00,2026-04-06
1048 AP DEL BAJIO,6,2,3,3,66.67,60.00,2,100.00,2026-04-06
1049 CC GUADALAJARA LA PERLA,1,1,1,0,100.00,0.00,1,100.00,2026-04-06
1052 CC CDMX LAS ANTENAS,5,2,2,3,100.00,60.00,2,100.00,2026-04-06
1053 CC VERACRUZ ANDAMAR,3,3,3,0,100.00,0.00,3,100.00,2026-04-06
1054 CC CDMX PARQUE LINDAVISTA,4,1,1,3,100.00,75.00,1,100.00,2026-04-06
1055 CC CDMX PARQUE VIA VALLEJO,2,0,1,1,0.00,100.00,0,0.00,2026-04-06
1058 AP TIJUANA AMBULATORIO,3,0,3,0,0.00,0.00,0,0.00,2026-04-06
1065 CC CDMX PARQUE TEPEYAC,6,3,4,2,75.00,40.00,2,66.67,2026-04-06
1066 CC CANCUN AMERICAS,6,5,5,1,100.00,16.67,5,100.00,2026-04-06
1067 AP AERO DF AMBULATORIO T1,6,1,5,1,20.00,50.00,1,100.00,2026-04-06
1068 AP AERO MERIDA AMBULATORIO,3,1,2,1,50.00,50.00,1,100.00,2026-04-06
1069 AP TIJUANA ISLA,1,0,0,1,0.00,100.00,0,0.00,2026-04-06
2001 TC GUADALAJARA CAÑADAS,8,1,4,4,25.00,80.00,1,100.00,2026-04-06
2004 CC LEON MULZA,9,6,7,2,85.71,25.00,6,100.00,2026-04-06
2008 CC CDMX PUNTA NORTE,21,1,19,2,5.26,66.67,1,100.00,2026-04-06
2009 CC CANCÚN PASEOS,12,2,4,8,50.00,80.00,2,100.00,2026-04-06
2011 TC GUADALAJARA TESISTÁN,3,1,1,2,100.00,66.67,1,100.00,2026-04-06
2012 CC LERMA PLAZAS OUTLET,9,3,7,2,42.86,40.00,3,100.00,2026-04-06
2014 CC CUERNAVACA FORUM,13,10,11,2,90.91,16.67,10,100.00,2026-04-06
2015 EXPLANADA PACHUCA,11,5,5,6,100.00,54.55,5,100.00,2026-04-06
2016 CC QUERETARO PREMIUM OUTLETS,3,2,3,0,66.67,0.00,2,100.00,2026-04-06
2018 CC EXPLANADA CULIACAN,8,1,1,7,100.00,87.50,1,100.00,2026-04-06
2021 CC CDMX PORTAL CENTRO,4,2,2,2,100.00,50.00,2,100.00,2026-04-06
2022 CC LEON NUEVO MULZA,10,7,10,0,70.00,0.00,7,100.00,2026-04-06
2023 CC OUTLET RIVIERA MAYA,5,1,3,2,33.33,66.67,1,100.00,2026-04-06
2024 CC OUTLET LEON,6,3,4,2,75.00,40.00,3,100.00,2026-04-06
2050 TC GUADALAJARA MFS VALLARTA,6,2,4,2,50.00,50.00,2,100.00,2026-04-06
