Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,8,10,2,80.00,20.00,5,62.50,2026-02-03
1002 AP PUERTO VALLARTA LOCAL,6,4,6,0,66.67,0.00,1,25.00,2026-02-03
1003 AP PUERTO VALLARTA ESCALA,3,2,3,0,66.67,0.00,1,50.00,2026-02-03
1004 AP MERIDA,8,1,6,2,16.67,66.67,1,100.00,2026-02-03
1010 AP CDMX BJ T2,7,2,5,2,40.00,50.00,2,100.00,2026-02-03
1015 CC GUADALAJARA PLAZA ANDARES,1,0,0,1,0.00,100.00,0,0.00,2026-02-03
1017 CC MORELIA AMERICAS,5,2,2,3,100.00,60.00,2,100.00,2026-02-03
1018 CC MERIDA ALTABRISA,7,3,3,4,100.00,57.14,3,100.00,2026-02-03
1020 AP GUADALAJARA ISLA,10,4,7,3,57.14,42.86,4,100.00,2026-02-03
1021 CC PUEBLA ANGELOPOLIS,7,4,7,0,57.14,0.00,2,50.00,2026-02-03
1023 CC SAN LUIS POTOSÍ,4,3,3,1,100.00,25.00,3,100.00,2026-02-03
1024 CC VILLAHERMOSA ALTABRISA,8,5,6,2,83.33,28.57,5,100.00,2026-02-03
1025 CC MERIDA GALERIAS,5,3,3,2,100.00,40.00,3,100.00,2026-02-03
1026 AP VILLAHERMOSA,2,1,2,0,50.00,0.00,1,100.00,2026-02-03
1030 AP CULIACÁN,1,0,0,1,0.00,100.00,0,0.00,2026-02-03
1031 CC CDMX FORUM BUENAVISTA,4,4,4,0,100.00,0.00,4,100.00,2026-02-03
1032 CC CAMPECHE GALERIAS,1,1,1,0,100.00,0.00,1,100.00,2026-02-03
1034 CC QUERETARO PLAZA ANTEA,2,0,1,1,0.00,100.00,0,0.00,2026-02-03
1036 CC CULIACÁN PLAZA FORUM,4,2,3,1,66.67,33.33,2,100.00,2026-02-03
1037 AP CANCÚN SALA AIRE,7,0,7,0,0.00,0.00,0,0.00,2026-02-03
1038 AP LOS CABOS,8,1,7,1,14.29,50.00,1,100.00,2026-02-03
1042 CC GUADALAJARA GALERIAS,2,0,0,2,0.00,100.00,0,0.00,2026-02-03
1044 CC MERIDA LA ISLA,3,1,1,2,100.00,66.67,1,100.00,2026-02-03
1045 CC TUXTLA FASHION MALL,6,5,5,1,100.00,16.67,4,80.00,2026-02-03
1046 CC CABOS PUERTO PARAISO,14,8,10,4,80.00,33.33,8,100.00,2026-02-03
1047 CC GUADALAJARA PLAZA PATRIA,4,1,1,3,100.00,75.00,1,100.00,2026-02-03
1048 AP DEL BAJIO,2,1,2,0,50.00,0.00,1,100.00,2026-02-03
1049 CC GUADALAJARA LA PERLA,1,0,0,1,0.00,100.00,0,0.00,2026-02-03
1053 CC VERACRUZ ANDAMAR,1,1,1,0,100.00,0.00,1,100.00,2026-02-03
1054 CC CDMX PARQUE LINDAVISTA,3,3,3,0,100.00,0.00,3,100.00,2026-02-03
1058 AP TIJUANA AMBULATORIO,9,6,7,2,85.71,25.00,4,66.67,2026-02-03
1064 CC CDMX SATÉLITE,2,1,1,1,100.00,50.00,1,100.00,2026-02-03
1065 CC CDMX PARQUE TEPEYAC,3,1,1,2,100.00,66.67,1,100.00,2026-02-03
1066 CC CANCUN AMERICAS,6,1,3,3,33.33,75.00,1,100.00,2026-02-03
1068 AP AERO MERIDA AMBULATORIO,3,1,2,1,50.00,50.00,1,100.00,2026-02-03
1069 AP TIJUANA ISLA,5,2,5,0,40.00,0.00,2,100.00,2026-02-03
2001 TC GUADALAJARA CAÑADAS,12,5,8,4,62.50,44.44,5,100.00,2026-02-03
2004 CC LEON MULZA,7,5,6,1,83.33,16.67,4,80.00,2026-02-03
2008 CC CDMX PUNTA NORTE,4,0,2,2,0.00,100.00,0,0.00,2026-02-03
2009 CC CANCÚN PASEOS,20,7,13,7,53.85,50.00,7,100.00,2026-02-03
2011 TC GUADALAJARA TESISTÁN,6,2,3,3,66.67,60.00,2,100.00,2026-02-03
2012 CC LERMA PLAZAS OUTLET,6,3,4,2,75.00,40.00,3,100.00,2026-02-03
2014 CC CUERNAVACA FORUM,7,4,4,3,100.00,42.86,4,100.00,2026-02-03
2015 EXPLANADA PACHUCA,7,1,2,5,50.00,83.33,1,100.00,2026-02-03
2016 CC QUERETARO PREMIUM OUTLETS,7,5,6,1,83.33,16.67,5,100.00,2026-02-03
2018 CC EXPLANADA CULIACAN,7,3,4,3,75.00,50.00,3,100.00,2026-02-03
2021 CC CDMX PORTAL CENTRO,5,1,2,3,50.00,75.00,1,100.00,2026-02-03
2022 CC LEON NUEVO MULZA,6,2,6,0,33.33,0.00,2,100.00,2026-02-03
2023 CC OUTLET RIVIERA MAYA,9,2,9,0,22.22,0.00,2,100.00,2026-02-03
2024 CC OUTLET LEON,5,0,3,2,0.00,100.00,0,0.00,2026-02-03
2050 TC GUADALAJARA MFS VALLARTA,5,2,3,2,66.67,50.00,2,100.00,2026-02-03
