Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,18,11,15,3,73.33,21.43,4,36.36,2026-05-13
1002 AP PUERTO VALLARTA LOCAL,3,1,2,1,50.00,50.00,1,100.00,2026-05-13
1003 AP PUERTO VALLARTA ESCALA,3,1,2,1,50.00,50.00,0,0.00,2026-05-13
1004 AP MERIDA,6,4,6,0,66.67,0.00,4,100.00,2026-05-13
1010 AP CDMX BJ T2,5,3,4,1,75.00,25.00,2,66.67,2026-05-13
1015 CC GUADALAJARA PLAZA ANDARES,2,0,0,2,0.00,100.00,0,0.00,2026-05-13
1017 CC MORELIA AMERICAS,13,3,5,8,60.00,72.73,3,100.00,2026-05-13
1018 CC MERIDA ALTABRISA,8,1,1,7,100.00,87.50,1,100.00,2026-05-13
1020 AP GUADALAJARA ISLA,23,10,21,2,47.62,16.67,10,100.00,2026-05-13
1021 CC PUEBLA ANGELOPOLIS,12,4,6,6,66.67,60.00,3,75.00,2026-05-13
1023 CC SAN LUIS POTOSÍ,5,4,4,1,100.00,20.00,1,25.00,2026-05-13
1024 CC VILLAHERMOSA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-05-13
1025 CC MERIDA GALERIAS,10,4,5,5,80.00,55.56,4,100.00,2026-05-13
1026 AP VILLAHERMOSA,11,9,10,1,90.00,10.00,9,100.00,2026-05-13
1030 AP CULIACÁN,9,5,8,1,62.50,16.67,2,40.00,2026-05-13
1031 CC CDMX FORUM BUENAVISTA,10,4,5,5,80.00,55.56,4,100.00,2026-05-13
1032 CC CAMPECHE GALERIAS,6,3,3,3,100.00,50.00,3,100.00,2026-05-13
1034 CC QUERETARO PLAZA ANTEA,4,1,4,0,25.00,0.00,1,100.00,2026-05-13
1036 CC CULIACÁN PLAZA FORUM,2,1,1,1,100.00,50.00,1,100.00,2026-05-13
1037 AP CANCÚN SALA AIRE,5,0,5,0,0.00,0.00,0,0.00,2026-05-13
1038 AP LOS CABOS,3,0,2,1,0.00,100.00,0,0.00,2026-05-13
1042 CC GUADALAJARA GALERIAS,4,2,3,1,66.67,33.33,2,100.00,2026-05-13
1044 CC MERIDA LA ISLA,3,2,2,1,100.00,33.33,2,100.00,2026-05-13
1045 CC TUXTLA FASHION MALL,4,2,2,2,100.00,50.00,2,100.00,2026-05-13
1046 CC CABOS PUERTO PARAISO,8,1,5,3,20.00,75.00,1,100.00,2026-05-13
1047 CC GUADALAJARA PLAZA PATRIA,3,1,2,1,50.00,50.00,1,100.00,2026-05-13
1048 AP DEL BAJIO,5,0,4,1,0.00,100.00,0,0.00,2026-05-13
1049 CC GUADALAJARA LA PERLA,6,2,2,4,100.00,66.67,1,50.00,2026-05-13
1052 CC CDMX LAS ANTENAS,5,1,2,3,50.00,75.00,1,100.00,2026-05-13
1053 CC VERACRUZ ANDAMAR,5,1,4,1,25.00,50.00,1,100.00,2026-05-13
1054 CC CDMX PARQUE LINDAVISTA,3,2,2,1,100.00,33.33,2,100.00,2026-05-13
1055 CC CDMX PARQUE VIA VALLEJO,4,0,1,3,0.00,100.00,0,0.00,2026-05-13
1058 AP TIJUANA AMBULATORIO,7,4,7,0,57.14,0.00,2,50.00,2026-05-13
1064 CC CDMX SATÉLITE,2,1,1,1,100.00,50.00,0,0.00,2026-05-13
1065 CC CDMX PARQUE TEPEYAC,1,0,0,1,0.00,100.00,0,0.00,2026-05-13
1066 CC CANCUN AMERICAS,10,5,6,4,83.33,44.44,4,80.00,2026-05-13
1067 AP AERO DF AMBULATORIO T1,5,0,5,0,0.00,0.00,0,0.00,2026-05-13
1068 AP AERO MERIDA AMBULATORIO,9,6,8,1,75.00,14.29,6,100.00,2026-05-13
1069 AP TIJUANA ISLA,4,1,3,1,33.33,50.00,1,100.00,2026-05-13
2001 TC GUADALAJARA CAÑADAS,15,4,8,7,50.00,63.64,4,100.00,2026-05-13
2008 CC CDMX PUNTA NORTE,7,1,5,2,20.00,66.67,1,100.00,2026-05-13
2009 CC CANCÚN PASEOS,26,9,12,14,75.00,60.87,8,88.89,2026-05-13
2011 TC GUADALAJARA TESISTÁN,16,5,7,9,71.43,64.29,4,80.00,2026-05-13
2012 CC LERMA PLAZAS OUTLET,12,4,10,2,40.00,33.33,3,75.00,2026-05-13
2014 CC CUERNAVACA FORUM,9,2,4,5,50.00,71.43,2,100.00,2026-05-13
2015 EXPLANADA PACHUCA,18,5,11,7,45.45,58.33,5,100.00,2026-05-13
2016 CC QUERETARO PREMIUM OUTLETS,10,3,10,0,30.00,0.00,3,100.00,2026-05-13
2018 CC EXPLANADA CULIACAN,6,2,2,4,100.00,66.67,2,100.00,2026-05-13
2021 CC CDMX PORTAL CENTRO,17,8,11,6,72.73,42.86,8,100.00,2026-05-13
2022 CC LEON NUEVO MULZA,7,2,2,5,100.00,71.43,2,100.00,2026-05-13
2023 CC OUTLET RIVIERA MAYA,9,0,7,2,0.00,100.00,0,0.00,2026-05-13
2024 CC OUTLET LEON,6,1,3,3,33.33,75.00,1,100.00,2026-05-13
2050 TC GUADALAJARA MFS VALLARTA,6,0,4,2,0.00,100.00,0,0.00,2026-05-13
