Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,18,7,11,7,63.64,50.00,2,28.57,2026-02-14
1002 AP PUERTO VALLARTA LOCAL,3,3,3,0,100.00,0.00,0,0.00,2026-02-14
1003 AP PUERTO VALLARTA ESCALA,4,1,4,0,25.00,0.00,1,100.00,2026-02-14
1004 AP MERIDA,4,1,2,2,50.00,66.67,1,100.00,2026-02-14
1010 AP CDMX BJ T2,10,2,10,0,20.00,0.00,0,0.00,2026-02-14
1015 CC GUADALAJARA PLAZA ANDARES,7,2,4,3,50.00,60.00,0,0.00,2026-02-14
1017 CC MORELIA AMERICAS,13,9,10,3,90.00,25.00,9,100.00,2026-02-14
1018 CC MERIDA ALTABRISA,15,8,8,7,100.00,46.67,8,100.00,2026-02-14
1020 AP GUADALAJARA ISLA,8,4,8,0,50.00,0.00,3,75.00,2026-02-14
1021 CC PUEBLA ANGELOPOLIS,11,6,7,4,85.71,40.00,4,66.67,2026-02-14
1023 CC SAN LUIS POTOSÍ,7,3,3,4,100.00,57.14,3,100.00,2026-02-14
1024 CC VILLAHERMOSA ALTABRISA,18,11,13,5,84.62,31.25,11,100.00,2026-02-14
1025 CC MERIDA GALERIAS,17,7,10,7,70.00,50.00,7,100.00,2026-02-14
1026 AP VILLAHERMOSA,5,4,4,1,100.00,20.00,3,75.00,2026-02-14
1030 AP CULIACÁN,4,2,3,1,66.67,33.33,1,50.00,2026-02-14
1031 CC CDMX FORUM BUENAVISTA,19,11,11,8,100.00,42.11,9,81.82,2026-02-14
1032 CC CAMPECHE GALERIAS,4,4,4,0,100.00,0.00,4,100.00,2026-02-14
1034 CC QUERETARO PLAZA ANTEA,8,7,7,1,100.00,12.50,7,100.00,2026-02-14
1036 CC CULIACÁN PLAZA FORUM,11,8,8,3,100.00,27.27,7,87.50,2026-02-14
1037 AP CANCÚN SALA AIRE,11,0,11,0,0.00,0.00,0,0.00,2026-02-14
1038 AP LOS CABOS,8,0,8,0,0.00,0.00,0,0.00,2026-02-14
1042 CC GUADALAJARA GALERIAS,3,2,3,0,66.67,0.00,2,100.00,2026-02-14
1044 CC MERIDA LA ISLA,5,3,3,2,100.00,40.00,3,100.00,2026-02-14
1045 CC TUXTLA FASHION MALL,6,2,2,4,100.00,66.67,2,100.00,2026-02-14
1046 CC CABOS PUERTO PARAISO,47,19,27,20,70.37,51.28,19,100.00,2026-02-14
1047 CC GUADALAJARA PLAZA PATRIA,11,7,9,2,77.78,22.22,6,85.71,2026-02-14
1048 AP DEL BAJIO,4,2,2,2,100.00,50.00,2,100.00,2026-02-14
1049 CC GUADALAJARA LA PERLA,11,6,7,4,85.71,40.00,5,83.33,2026-02-14
1052 CC CDMX LAS ANTENAS,9,1,4,5,25.00,83.33,1,100.00,2026-02-14
1053 CC VERACRUZ ANDAMAR,12,7,10,2,70.00,22.22,5,71.43,2026-02-14
1054 CC CDMX PARQUE LINDAVISTA,6,5,5,1,100.00,16.67,5,100.00,2026-02-14
1055 CC CDMX PARQUE VIA VALLEJO,10,3,4,6,75.00,66.67,3,100.00,2026-02-14
1058 AP TIJUANA AMBULATORIO,8,3,5,3,60.00,50.00,2,66.67,2026-02-14
1064 CC CDMX SATÉLITE,5,2,3,2,66.67,50.00,2,100.00,2026-02-14
1065 CC CDMX PARQUE TEPEYAC,16,11,12,4,91.67,26.67,11,100.00,2026-02-14
1066 CC CANCUN AMERICAS,23,8,12,11,66.67,57.89,7,87.50,2026-02-14
1068 AP AERO MERIDA AMBULATORIO,9,1,4,5,25.00,83.33,1,100.00,2026-02-14
1069 AP TIJUANA ISLA,8,3,6,2,50.00,40.00,2,66.67,2026-02-14
2001 TC GUADALAJARA CAÑADAS,18,8,12,6,66.67,42.86,7,87.50,2026-02-14
2004 CC LEON MULZA,23,10,18,5,55.56,33.33,9,90.00,2026-02-14
2008 CC CDMX PUNTA NORTE,26,15,17,9,88.24,37.50,15,100.00,2026-02-14
2009 CC CANCÚN PASEOS,68,29,48,20,60.42,40.82,28,96.55,2026-02-14
2011 TC GUADALAJARA TESISTÁN,15,4,5,10,80.00,71.43,4,100.00,2026-02-14
2012 CC LERMA PLAZAS OUTLET,46,13,40,6,32.50,31.58,13,100.00,2026-02-14
2014 CC CUERNAVACA FORUM,26,18,20,6,90.00,25.00,17,94.44,2026-02-14
2015 EXPLANADA PACHUCA,61,26,39,22,66.67,45.83,25,96.15,2026-02-14
2016 CC QUERETARO PREMIUM OUTLETS,39,20,26,13,76.92,39.39,20,100.00,2026-02-14
2018 CC EXPLANADA CULIACAN,24,10,16,8,62.50,44.44,9,90.00,2026-02-14
2021 CC CDMX PORTAL CENTRO,30,18,19,11,94.74,37.93,17,94.44,2026-02-14
2022 CC LEON NUEVO MULZA,16,1,12,4,8.33,80.00,1,100.00,2026-02-14
2023 CC OUTLET RIVIERA MAYA,29,9,22,7,40.91,43.75,9,100.00,2026-02-14
2024 CC OUTLET LEON,21,6,16,5,37.50,45.45,6,100.00,2026-02-14
2050 TC GUADALAJARA MFS VALLARTA,11,3,7,4,42.86,57.14,3,100.00,2026-02-14
