Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,30,15,22,8,68.18,34.78,5,33.33,2026-05-10
1002 AP PUERTO VALLARTA LOCAL,8,6,7,1,85.71,14.29,3,50.00,2026-05-10
1003 AP PUERTO VALLARTA ESCALA,6,2,2,4,100.00,66.67,1,50.00,2026-05-10
1004 AP MERIDA,7,1,5,2,20.00,66.67,0,0.00,2026-05-10
1010 AP CDMX BJ T2,27,11,25,2,44.00,15.38,9,81.82,2026-05-10
1015 CC GUADALAJARA PLAZA ANDARES,9,4,7,2,57.14,33.33,4,100.00,2026-05-10
1017 CC MORELIA AMERICAS,46,22,26,20,84.62,47.62,21,95.45,2026-05-10
1018 CC MERIDA ALTABRISA,36,17,17,19,100.00,52.78,16,94.12,2026-05-10
1020 AP GUADALAJARA ISLA,21,11,17,4,64.71,26.67,11,100.00,2026-05-10
1021 CC PUEBLA ANGELOPOLIS,31,13,18,13,72.22,50.00,10,76.92,2026-05-10
1023 CC SAN LUIS POTOSÍ,12,7,7,5,100.00,41.67,5,71.43,2026-05-10
1024 CC VILLAHERMOSA ALTABRISA,17,8,10,7,80.00,46.67,8,100.00,2026-05-10
1025 CC MERIDA GALERIAS,40,13,18,22,72.22,62.86,12,92.31,2026-05-10
1026 AP VILLAHERMOSA,8,3,3,5,100.00,62.50,3,100.00,2026-05-10
1030 AP CULIACÁN,9,5,6,3,83.33,37.50,3,60.00,2026-05-10
1031 CC CDMX FORUM BUENAVISTA,24,14,14,10,100.00,41.67,12,85.71,2026-05-10
1032 CC CAMPECHE GALERIAS,37,16,18,19,88.89,54.29,15,93.75,2026-05-10
1034 CC QUERETARO PLAZA ANTEA,15,5,12,3,41.67,37.50,5,100.00,2026-05-10
1036 CC CULIACÁN PLAZA FORUM,22,9,11,11,81.82,55.00,9,100.00,2026-05-10
1037 AP CANCÚN SALA AIRE,24,5,23,1,21.74,16.67,4,80.00,2026-05-10
1038 AP LOS CABOS,16,5,13,3,38.46,37.50,5,100.00,2026-05-10
1042 CC GUADALAJARA GALERIAS,9,5,6,3,83.33,37.50,1,20.00,2026-05-10
1044 CC MERIDA LA ISLA,17,8,11,6,72.73,42.86,8,100.00,2026-05-10
1045 CC TUXTLA FASHION MALL,16,9,9,7,100.00,43.75,8,88.89,2026-05-10
1046 CC CABOS PUERTO PARAISO,112,40,60,52,66.67,56.52,35,87.50,2026-05-10
1047 CC GUADALAJARA PLAZA PATRIA,19,14,15,4,93.33,22.22,12,85.71,2026-05-10
1048 AP DEL BAJIO,13,2,12,1,16.67,33.33,2,100.00,2026-05-10
1049 CC GUADALAJARA LA PERLA,22,13,14,8,92.86,38.10,11,84.62,2026-05-10
1052 CC CDMX LAS ANTENAS,24,9,16,8,56.25,47.06,7,77.78,2026-05-10
1053 CC VERACRUZ ANDAMAR,13,3,11,2,27.27,40.00,3,100.00,2026-05-10
1054 CC CDMX PARQUE LINDAVISTA,17,6,7,10,85.71,62.50,5,83.33,2026-05-10
1055 CC CDMX PARQUE VIA VALLEJO,24,12,16,8,75.00,40.00,12,100.00,2026-05-10
1058 AP TIJUANA AMBULATORIO,5,1,2,3,50.00,75.00,0,0.00,2026-05-10
1064 CC CDMX SATÉLITE,21,15,15,6,100.00,28.57,15,100.00,2026-05-10
1065 CC CDMX PARQUE TEPEYAC,23,10,11,12,90.91,54.55,9,90.00,2026-05-10
1066 CC CANCUN AMERICAS,25,13,13,12,100.00,48.00,13,100.00,2026-05-10
1067 AP AERO DF AMBULATORIO T1,15,8,14,1,57.14,11.11,8,100.00,2026-05-10
1068 AP AERO MERIDA AMBULATORIO,9,4,6,3,66.67,42.86,4,100.00,2026-05-10
1069 AP TIJUANA ISLA,6,5,6,0,83.33,0.00,5,100.00,2026-05-10
2001 TC GUADALAJARA CAÑADAS,28,12,17,11,70.59,47.83,12,100.00,2026-05-10
2008 CC CDMX PUNTA NORTE,39,2,32,7,6.25,77.78,2,100.00,2026-05-10
2009 CC CANCÚN PASEOS,63,22,36,27,61.11,55.10,22,100.00,2026-05-10
2011 TC GUADALAJARA TESISTÁN,7,2,3,4,66.67,66.67,2,100.00,2026-05-10
2012 CC LERMA PLAZAS OUTLET,45,6,36,9,16.67,60.00,6,100.00,2026-05-10
2014 CC CUERNAVACA FORUM,40,16,29,11,55.17,40.74,16,100.00,2026-05-10
2015 EXPLANADA PACHUCA,53,7,32,21,21.88,75.00,7,100.00,2026-05-10
2016 CC QUERETARO PREMIUM OUTLETS,60,20,51,9,39.22,31.03,19,95.00,2026-05-10
2018 CC EXPLANADA CULIACAN,44,11,23,21,47.83,65.63,11,100.00,2026-05-10
2021 CC CDMX PORTAL CENTRO,31,16,20,11,80.00,40.74,15,93.75,2026-05-10
2022 CC LEON NUEVO MULZA,30,15,22,8,68.18,34.78,15,100.00,2026-05-10
2023 CC OUTLET RIVIERA MAYA,33,5,27,6,18.52,54.55,5,100.00,2026-05-10
2024 CC OUTLET LEON,21,5,12,9,41.67,64.29,5,100.00,2026-05-10
2050 TC GUADALAJARA MFS VALLARTA,15,5,12,3,41.67,37.50,5,100.00,2026-05-10
