Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,12,8,11,1,72.73,11.11,5,62.50,2026-04-23
1002 AP PUERTO VALLARTA LOCAL,7,4,6,1,66.67,20.00,2,50.00,2026-04-23
1003 AP PUERTO VALLARTA ESCALA,3,3,3,0,100.00,0.00,1,33.33,2026-04-23
1004 AP MERIDA,3,2,2,1,100.00,33.33,2,100.00,2026-04-23
1010 AP CDMX BJ T2,10,4,10,0,40.00,0.00,4,100.00,2026-04-23
1015 CC GUADALAJARA PLAZA ANDARES,3,1,1,2,100.00,66.67,1,100.00,2026-04-23
1017 CC MORELIA AMERICAS,9,5,6,3,83.33,37.50,5,100.00,2026-04-23
1018 CC MERIDA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-04-23
1020 AP GUADALAJARA ISLA,7,1,6,1,16.67,50.00,1,100.00,2026-04-23
1021 CC PUEBLA ANGELOPOLIS,5,3,4,1,75.00,25.00,3,100.00,2026-04-23
1024 CC VILLAHERMOSA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-04-23
1025 CC MERIDA GALERIAS,10,4,4,6,100.00,60.00,4,100.00,2026-04-23
1026 AP VILLAHERMOSA,5,4,5,0,80.00,0.00,4,100.00,2026-04-23
1030 AP CULIACÁN,8,3,4,4,75.00,57.14,3,100.00,2026-04-23
1031 CC CDMX FORUM BUENAVISTA,8,2,2,6,100.00,75.00,2,100.00,2026-04-23
1032 CC CAMPECHE GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-04-23
1034 CC QUERETARO PLAZA ANTEA,3,0,2,1,0.00,100.00,0,0.00,2026-04-23
1036 CC CULIACÁN PLAZA FORUM,5,2,2,3,100.00,60.00,2,100.00,2026-04-23
1037 AP CANCÚN SALA AIRE,8,2,7,1,28.57,33.33,2,100.00,2026-04-23
1038 AP LOS CABOS,5,0,5,0,0.00,0.00,0,0.00,2026-04-23
1044 CC MERIDA LA ISLA,7,1,2,5,50.00,83.33,1,100.00,2026-04-23
1045 CC TUXTLA FASHION MALL,3,1,1,2,100.00,66.67,1,100.00,2026-04-23
1046 CC CABOS PUERTO PARAISO,8,0,1,7,0.00,100.00,0,0.00,2026-04-23
1047 CC GUADALAJARA PLAZA PATRIA,3,1,2,1,50.00,50.00,1,100.00,2026-04-23
1048 AP DEL BAJIO,2,1,1,1,100.00,50.00,1,100.00,2026-04-23
1049 CC GUADALAJARA LA PERLA,1,0,0,1,0.00,100.00,0,0.00,2026-04-23
1052 CC CDMX LAS ANTENAS,8,3,4,4,75.00,57.14,3,100.00,2026-04-23
1053 CC VERACRUZ ANDAMAR,3,1,2,1,50.00,50.00,1,100.00,2026-04-23
1054 CC CDMX PARQUE LINDAVISTA,4,3,3,1,100.00,25.00,3,100.00,2026-04-23
1055 CC CDMX PARQUE VIA VALLEJO,4,2,3,1,66.67,33.33,2,100.00,2026-04-23
1058 AP TIJUANA AMBULATORIO,3,2,3,0,66.67,0.00,2,100.00,2026-04-23
1064 CC CDMX SATÉLITE,1,0,0,1,0.00,100.00,0,0.00,2026-04-23
1065 CC CDMX PARQUE TEPEYAC,3,2,2,1,100.00,33.33,2,100.00,2026-04-23
1066 CC CANCUN AMERICAS,2,0,1,1,0.00,100.00,0,0.00,2026-04-23
1067 AP AERO DF AMBULATORIO T1,5,2,5,0,40.00,0.00,2,100.00,2026-04-23
1068 AP AERO MERIDA AMBULATORIO,6,3,5,1,60.00,25.00,3,100.00,2026-04-23
1069 AP TIJUANA ISLA,6,5,6,0,83.33,0.00,5,100.00,2026-04-23
2001 TC GUADALAJARA CAÑADAS,9,5,5,4,100.00,44.44,4,80.00,2026-04-23
2004 CC LEON MULZA,8,2,6,2,33.33,50.00,2,100.00,2026-04-23
2008 CC CDMX PUNTA NORTE,5,1,5,0,20.00,0.00,1,100.00,2026-04-23
2009 CC CANCÚN PASEOS,24,10,12,12,83.33,54.55,10,100.00,2026-04-23
2011 TC GUADALAJARA TESISTÁN,5,2,3,2,66.67,50.00,2,100.00,2026-04-23
2012 CC LERMA PLAZAS OUTLET,17,5,12,5,41.67,50.00,4,80.00,2026-04-23
2014 CC CUERNAVACA FORUM,10,3,4,6,75.00,66.67,3,100.00,2026-04-23
2015 EXPLANADA PACHUCA,13,4,7,6,57.14,60.00,4,100.00,2026-04-23
2016 CC QUERETARO PREMIUM OUTLETS,21,11,19,2,57.89,15.38,11,100.00,2026-04-23
2018 CC EXPLANADA CULIACAN,11,3,5,6,60.00,66.67,3,100.00,2026-04-23
2021 CC CDMX PORTAL CENTRO,5,2,3,2,66.67,50.00,2,100.00,2026-04-23
2022 CC LEON NUEVO MULZA,9,4,8,1,50.00,20.00,4,100.00,2026-04-23
2023 CC OUTLET RIVIERA MAYA,12,3,11,1,27.27,25.00,3,100.00,2026-04-23
2024 CC OUTLET LEON,1,0,0,1,0.00,100.00,0,0.00,2026-04-23
2050 TC GUADALAJARA MFS VALLARTA,2,1,2,0,50.00,0.00,0,0.00,2026-04-23
