Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,9,11,2,81.82,18.18,7,77.78,2026-02-11
1002 AP PUERTO VALLARTA LOCAL,3,1,2,1,50.00,50.00,0,0.00,2026-02-11
1003 AP PUERTO VALLARTA ESCALA,2,0,2,0,0.00,0.00,0,0.00,2026-02-11
1004 AP MERIDA,1,1,1,0,100.00,0.00,1,100.00,2026-02-11
1010 AP CDMX BJ T2,7,4,6,1,66.67,20.00,4,100.00,2026-02-11
1017 CC MORELIA AMERICAS,9,5,7,2,71.43,28.57,5,100.00,2026-02-11
1018 CC MERIDA ALTABRISA,13,7,7,6,100.00,46.15,6,85.71,2026-02-11
1020 AP GUADALAJARA ISLA,10,1,8,2,12.50,66.67,1,100.00,2026-02-11
1021 CC PUEBLA ANGELOPOLIS,6,3,5,1,60.00,25.00,2,66.67,2026-02-11
1023 CC SAN LUIS POTOSÍ,4,2,2,2,100.00,50.00,1,50.00,2026-02-11
1024 CC VILLAHERMOSA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-02-11
1025 CC MERIDA GALERIAS,5,3,3,2,100.00,40.00,1,33.33,2026-02-11
1026 AP VILLAHERMOSA,9,3,5,4,60.00,57.14,3,100.00,2026-02-11
1030 AP CULIACÁN,4,3,3,1,100.00,25.00,2,66.67,2026-02-11
1031 CC CDMX FORUM BUENAVISTA,7,6,6,1,100.00,14.29,6,100.00,2026-02-11
1032 CC CAMPECHE GALERIAS,4,2,4,0,50.00,0.00,0,0.00,2026-02-11
1034 CC QUERETARO PLAZA ANTEA,2,2,2,0,100.00,0.00,2,100.00,2026-02-11
1036 CC CULIACÁN PLAZA FORUM,7,3,4,3,75.00,50.00,3,100.00,2026-02-11
1037 AP CANCÚN SALA AIRE,4,0,4,0,0.00,0.00,0,0.00,2026-02-11
1038 AP LOS CABOS,4,1,3,1,33.33,50.00,1,100.00,2026-02-11
1042 CC GUADALAJARA GALERIAS,2,1,1,1,100.00,50.00,1,100.00,2026-02-11
1044 CC MERIDA LA ISLA,6,1,5,1,20.00,50.00,1,100.00,2026-02-11
1045 CC TUXTLA FASHION MALL,2,1,1,1,100.00,50.00,1,100.00,2026-02-11
1046 CC CABOS PUERTO PARAISO,6,1,4,2,25.00,66.67,1,100.00,2026-02-11
1047 CC GUADALAJARA PLAZA PATRIA,2,1,2,0,50.00,0.00,1,100.00,2026-02-11
1048 AP DEL BAJIO,1,0,0,1,0.00,100.00,0,0.00,2026-02-11
1049 CC GUADALAJARA LA PERLA,18,11,14,4,78.57,26.67,9,81.82,2026-02-11
1052 CC CDMX LAS ANTENAS,2,2,2,0,100.00,0.00,2,100.00,2026-02-11
1053 CC VERACRUZ ANDAMAR,1,1,1,0,100.00,0.00,1,100.00,2026-02-11
1054 CC CDMX PARQUE LINDAVISTA,3,2,2,1,100.00,33.33,2,100.00,2026-02-11
1055 CC CDMX PARQUE VIA VALLEJO,1,1,1,0,100.00,0.00,1,100.00,2026-02-11
1058 AP TIJUANA AMBULATORIO,7,5,6,1,83.33,16.67,3,60.00,2026-02-11
1064 CC CDMX SATÉLITE,1,1,1,0,100.00,0.00,1,100.00,2026-02-11
1065 CC CDMX PARQUE TEPEYAC,2,0,0,2,0.00,100.00,0,0.00,2026-02-11
1066 CC CANCUN AMERICAS,5,3,5,0,60.00,0.00,3,100.00,2026-02-11
1068 AP AERO MERIDA AMBULATORIO,5,3,4,1,75.00,25.00,3,100.00,2026-02-11
1069 AP TIJUANA ISLA,8,6,7,1,85.71,14.29,2,33.33,2026-02-11
2001 TC GUADALAJARA CAÑADAS,16,6,9,7,66.67,53.85,6,100.00,2026-02-11
2004 CC LEON MULZA,5,0,1,4,0.00,100.00,0,0.00,2026-02-11
2008 CC CDMX PUNTA NORTE,3,2,2,1,100.00,33.33,2,100.00,2026-02-11
2009 CC CANCÚN PASEOS,26,12,18,8,66.67,40.00,12,100.00,2026-02-11
2011 TC GUADALAJARA TESISTÁN,6,1,1,5,100.00,83.33,1,100.00,2026-02-11
2012 CC LERMA PLAZAS OUTLET,16,3,15,1,20.00,25.00,3,100.00,2026-02-11
2014 CC CUERNAVACA FORUM,13,7,9,4,77.78,36.36,7,100.00,2026-02-11
2015 EXPLANADA PACHUCA,13,12,12,1,100.00,7.69,12,100.00,2026-02-11
2016 CC QUERETARO PREMIUM OUTLETS,7,4,5,2,80.00,33.33,4,100.00,2026-02-11
2018 CC EXPLANADA CULIACAN,14,6,7,7,85.71,53.85,5,83.33,2026-02-11
2021 CC CDMX PORTAL CENTRO,7,4,4,3,100.00,42.86,4,100.00,2026-02-11
2022 CC LEON NUEVO MULZA,8,2,6,2,33.33,50.00,2,100.00,2026-02-11
2023 CC OUTLET RIVIERA MAYA,5,3,4,1,75.00,25.00,3,100.00,2026-02-11
2024 CC OUTLET LEON,12,5,7,5,71.43,50.00,5,100.00,2026-02-11
2050 TC GUADALAJARA MFS VALLARTA,2,1,1,1,100.00,50.00,1,100.00,2026-02-11
