Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,8,11,2,72.73,20.00,5,62.50,2026-02-23
1004 AP MERIDA,7,3,6,1,50.00,25.00,2,66.67,2026-02-23
1010 AP CDMX BJ T2,13,5,11,2,45.45,28.57,4,80.00,2026-02-23
1017 CC MORELIA AMERICAS,4,3,3,1,100.00,25.00,3,100.00,2026-02-23
1018 CC MERIDA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-02-23
1020 AP GUADALAJARA ISLA,14,8,14,0,57.14,0.00,8,100.00,2026-02-23
1021 CC PUEBLA ANGELOPOLIS,4,3,3,1,100.00,25.00,3,100.00,2026-02-23
1023 CC SAN LUIS POTOSÍ,1,0,0,1,0.00,100.00,0,0.00,2026-02-23
1024 CC VILLAHERMOSA ALTABRISA,3,3,3,0,100.00,0.00,3,100.00,2026-02-23
1025 CC MERIDA GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-02-23
1026 AP VILLAHERMOSA,7,4,5,2,80.00,33.33,4,100.00,2026-02-23
1030 AP CULIACÁN,7,1,1,6,100.00,85.71,0,0.00,2026-02-23
1031 CC CDMX FORUM BUENAVISTA,5,1,2,3,50.00,75.00,1,100.00,2026-02-23
1032 CC CAMPECHE GALERIAS,2,1,1,1,100.00,50.00,1,100.00,2026-02-23
1034 CC QUERETARO PLAZA ANTEA,2,0,0,2,0.00,100.00,0,0.00,2026-02-23
1036 CC CULIACÁN PLAZA FORUM,1,1,1,0,100.00,0.00,1,100.00,2026-02-23
1037 AP CANCÚN SALA AIRE,13,1,13,0,7.69,0.00,1,100.00,2026-02-23
1038 AP LOS CABOS,23,3,23,0,13.04,0.00,3,100.00,2026-02-23
1045 CC TUXTLA FASHION MALL,3,2,3,0,66.67,0.00,2,100.00,2026-02-23
1046 CC CABOS PUERTO PARAISO,7,2,2,5,100.00,71.43,2,100.00,2026-02-23
1052 CC CDMX LAS ANTENAS,3,0,0,3,0.00,100.00,0,0.00,2026-02-23
1053 CC VERACRUZ ANDAMAR,2,0,1,1,0.00,100.00,0,0.00,2026-02-23
1054 CC CDMX PARQUE LINDAVISTA,1,1,1,0,100.00,0.00,1,100.00,2026-02-23
1055 CC CDMX PARQUE VIA VALLEJO,2,1,2,0,50.00,0.00,1,100.00,2026-02-23
1058 AP TIJUANA AMBULATORIO,9,5,7,2,71.43,28.57,2,40.00,2026-02-23
1064 CC CDMX SATÉLITE,2,0,0,2,0.00,100.00,0,0.00,2026-02-23
1065 CC CDMX PARQUE TEPEYAC,1,0,1,0,0.00,0.00,0,0.00,2026-02-23
1066 CC CANCUN AMERICAS,7,6,7,0,85.71,0.00,6,100.00,2026-02-23
1067 AP AERO DF AMBULATORIO T1,3,1,3,0,33.33,0.00,1,100.00,2026-02-23
1068 AP AERO MERIDA AMBULATORIO,7,1,3,4,33.33,80.00,0,0.00,2026-02-23
1069 AP TIJUANA ISLA,3,1,2,1,50.00,50.00,1,100.00,2026-02-23
2004 CC LEON MULZA,3,2,2,1,100.00,33.33,2,100.00,2026-02-23
2008 CC CDMX PUNTA NORTE,8,6,7,1,85.71,14.29,6,100.00,2026-02-23
2009 CC CANCÚN PASEOS,17,10,12,5,83.33,33.33,10,100.00,2026-02-23
2012 CC LERMA PLAZAS OUTLET,9,5,7,2,71.43,28.57,5,100.00,2026-02-23
2014 CC CUERNAVACA FORUM,4,2,2,2,100.00,50.00,2,100.00,2026-02-23
2015 EXPLANADA PACHUCA,6,4,4,2,100.00,33.33,4,100.00,2026-02-23
2016 CC QUERETARO PREMIUM OUTLETS,11,8,9,2,88.89,20.00,8,100.00,2026-02-23
2018 CC EXPLANADA CULIACAN,8,3,3,5,100.00,62.50,3,100.00,2026-02-23
2021 CC CDMX PORTAL CENTRO,9,7,7,2,100.00,22.22,7,100.00,2026-02-23
2022 CC LEON NUEVO MULZA,3,0,2,1,0.00,100.00,0,0.00,2026-02-23
2023 CC OUTLET RIVIERA MAYA,13,6,10,3,60.00,33.33,6,100.00,2026-02-23
2024 CC OUTLET LEON,3,1,1,2,100.00,66.67,1,100.00,2026-02-23
