Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,19,4,12,7,33.33,63.64,4,100.00,2026-05-28
1002 AP PUERTO VALLARTA LOCAL,4,2,2,2,100.00,50.00,2,100.00,2026-05-28
1003 AP PUERTO VALLARTA ESCALA,3,1,1,2,100.00,66.67,1,100.00,2026-05-28
1004 AP MERIDA,11,3,7,4,42.86,57.14,2,66.67,2026-05-28
1010 AP CDMX BJ T2,14,9,12,2,75.00,18.18,9,100.00,2026-05-28
1015 CC GUADALAJARA PLAZA ANDARES,7,3,5,2,60.00,40.00,1,33.33,2026-05-28
1017 CC MORELIA AMERICAS,11,5,9,2,55.56,28.57,5,100.00,2026-05-28
1018 CC MERIDA ALTABRISA,1,1,1,0,100.00,0.00,1,100.00,2026-05-28
1020 AP GUADALAJARA ISLA,18,7,18,0,38.89,0.00,5,71.43,2026-05-28
1021 CC PUEBLA ANGELOPOLIS,10,9,9,1,100.00,10.00,8,88.89,2026-05-28
1023 CC SAN LUIS POTOSÍ,8,7,7,1,100.00,12.50,5,71.43,2026-05-28
1024 CC VILLAHERMOSA ALTABRISA,6,5,5,1,100.00,16.67,5,100.00,2026-05-28
1025 CC MERIDA GALERIAS,10,0,5,5,0.00,100.00,0,0.00,2026-05-28
1026 AP VILLAHERMOSA,11,6,7,4,85.71,40.00,6,100.00,2026-05-28
1030 AP CULIACÁN,3,1,2,1,50.00,50.00,1,100.00,2026-05-28
1031 CC CDMX FORUM BUENAVISTA,13,10,10,3,100.00,23.08,10,100.00,2026-05-28
1032 CC CAMPECHE GALERIAS,2,1,1,1,100.00,50.00,1,100.00,2026-05-28
1034 CC QUERETARO PLAZA ANTEA,4,1,2,2,50.00,66.67,1,100.00,2026-05-28
1036 CC CULIACÁN PLAZA FORUM,4,2,2,2,100.00,50.00,2,100.00,2026-05-28
1037 AP CANCÚN SALA AIRE,12,0,11,1,0.00,100.00,0,0.00,2026-05-28
1038 AP LOS CABOS,12,6,10,2,60.00,25.00,6,100.00,2026-05-28
1042 CC GUADALAJARA GALERIAS,7,3,4,3,75.00,50.00,1,33.33,2026-05-28
1044 CC MERIDA LA ISLA,1,0,0,1,0.00,100.00,0,0.00,2026-05-28
1045 CC TUXTLA FASHION MALL,7,3,4,3,75.00,50.00,3,100.00,2026-05-28
1046 CC CABOS PUERTO PARAISO,20,8,11,9,72.73,52.94,8,100.00,2026-05-28
1047 CC GUADALAJARA PLAZA PATRIA,7,2,4,3,50.00,60.00,2,100.00,2026-05-28
1048 AP DEL BAJIO,6,2,5,1,40.00,33.33,2,100.00,2026-05-28
1049 CC GUADALAJARA LA PERLA,4,3,3,1,100.00,25.00,3,100.00,2026-05-28
1052 CC CDMX LAS ANTENAS,9,3,8,1,37.50,25.00,3,100.00,2026-05-28
1053 CC VERACRUZ ANDAMAR,7,3,5,2,60.00,40.00,3,100.00,2026-05-28
1054 CC CDMX PARQUE LINDAVISTA,6,3,3,3,100.00,50.00,3,100.00,2026-05-28
1055 CC CDMX PARQUE VIA VALLEJO,7,2,5,2,40.00,50.00,2,100.00,2026-05-28
1058 AP TIJUANA AMBULATORIO,8,4,7,1,57.14,20.00,2,50.00,2026-05-28
1064 CC CDMX SATÉLITE,5,1,2,3,50.00,75.00,1,100.00,2026-05-28
1065 CC CDMX PARQUE TEPEYAC,13,3,5,8,60.00,72.73,3,100.00,2026-05-28
1066 CC CANCUN AMERICAS,10,5,6,4,83.33,44.44,5,100.00,2026-05-28
1067 AP AERO DF AMBULATORIO T1,12,2,7,5,28.57,71.43,2,100.00,2026-05-28
1068 AP AERO MERIDA AMBULATORIO,8,4,6,2,66.67,33.33,2,50.00,2026-05-28
1069 AP TIJUANA ISLA,4,2,4,0,50.00,0.00,2,100.00,2026-05-28
2001 TC GUADALAJARA CAÑADAS,14,2,6,8,33.33,80.00,2,100.00,2026-05-28
2008 CC CDMX PUNTA NORTE,5,0,5,0,0.00,0.00,0,0.00,2026-05-28
2009 CC CANCÚN PASEOS,15,4,5,10,80.00,71.43,3,75.00,2026-05-28
2011 TC GUADALAJARA TESISTÁN,7,4,4,3,100.00,42.86,4,100.00,2026-05-28
2012 CC LERMA PLAZAS OUTLET,10,0,9,1,0.00,100.00,0,0.00,2026-05-28
2014 CC CUERNAVACA FORUM,12,6,8,4,75.00,40.00,5,83.33,2026-05-28
2015 EXPLANADA PACHUCA,11,2,7,4,28.57,66.67,2,100.00,2026-05-28
2016 CC QUERETARO PREMIUM OUTLETS,12,6,11,1,54.55,14.29,6,100.00,2026-05-28
2018 CC EXPLANADA CULIACAN,8,1,1,7,100.00,87.50,1,100.00,2026-05-28
2021 CC CDMX PORTAL CENTRO,5,1,1,4,100.00,80.00,0,0.00,2026-05-28
2022 CC LEON NUEVO MULZA,7,3,4,3,75.00,50.00,3,100.00,2026-05-28
2023 CC OUTLET RIVIERA MAYA,7,2,5,2,40.00,50.00,2,100.00,2026-05-28
2024 CC OUTLET LEON,7,2,7,0,28.57,0.00,2,100.00,2026-05-28
2050 TC GUADALAJARA MFS VALLARTA,5,3,4,1,75.00,25.00,2,66.67,2026-05-28
