Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,4,7,6,57.14,60.00,1,25.00,2026-03-12
1002 AP PUERTO VALLARTA LOCAL,2,2,2,0,100.00,0.00,1,50.00,2026-03-12
1003 AP PUERTO VALLARTA ESCALA,3,3,3,0,100.00,0.00,3,100.00,2026-03-12
1004 AP MERIDA,7,2,5,2,40.00,50.00,2,100.00,2026-03-12
1010 AP CDMX BJ T2,18,2,16,2,12.50,50.00,2,100.00,2026-03-12
1015 CC GUADALAJARA PLAZA ANDARES,2,1,1,1,100.00,50.00,0,0.00,2026-03-12
1017 CC MORELIA AMERICAS,14,10,10,4,100.00,28.57,9,90.00,2026-03-12
1018 CC MERIDA ALTABRISA,7,2,3,4,66.67,66.67,2,100.00,2026-03-12
1020 AP GUADALAJARA ISLA,6,2,5,1,40.00,33.33,2,100.00,2026-03-12
1021 CC PUEBLA ANGELOPOLIS,6,4,4,2,100.00,33.33,3,75.00,2026-03-12
1023 CC SAN LUIS POTOSÍ,1,0,0,1,0.00,100.00,0,0.00,2026-03-12
1024 CC VILLAHERMOSA ALTABRISA,8,6,6,2,100.00,25.00,6,100.00,2026-03-12
1025 CC MERIDA GALERIAS,4,4,4,0,100.00,0.00,4,100.00,2026-03-12
1026 AP VILLAHERMOSA,9,3,6,3,50.00,50.00,3,100.00,2026-03-12
1030 AP CULIACÁN,3,0,1,2,0.00,100.00,0,0.00,2026-03-12
1031 CC CDMX FORUM BUENAVISTA,9,5,7,2,71.43,28.57,5,100.00,2026-03-12
1032 CC CAMPECHE GALERIAS,2,0,1,1,0.00,100.00,0,0.00,2026-03-12
1034 CC QUERETARO PLAZA ANTEA,3,2,3,0,66.67,0.00,2,100.00,2026-03-12
1036 CC CULIACÁN PLAZA FORUM,2,1,1,1,100.00,50.00,1,100.00,2026-03-12
1037 AP CANCÚN SALA AIRE,5,0,5,0,0.00,0.00,0,0.00,2026-03-12
1038 AP LOS CABOS,10,3,8,2,37.50,40.00,3,100.00,2026-03-12
1042 CC GUADALAJARA GALERIAS,6,4,4,2,100.00,33.33,4,100.00,2026-03-12
1044 CC MERIDA LA ISLA,7,2,4,3,50.00,60.00,2,100.00,2026-03-12
1045 CC TUXTLA FASHION MALL,2,1,1,1,100.00,50.00,1,100.00,2026-03-12
1046 CC CABOS PUERTO PARAISO,9,2,5,4,40.00,66.67,2,100.00,2026-03-12
1047 CC GUADALAJARA PLAZA PATRIA,5,2,3,2,66.67,50.00,1,50.00,2026-03-12
1048 AP DEL BAJIO,3,1,1,2,100.00,66.67,1,100.00,2026-03-12
1049 CC GUADALAJARA LA PERLA,5,1,1,4,100.00,80.00,1,100.00,2026-03-12
1052 CC CDMX LAS ANTENAS,4,3,3,1,100.00,25.00,2,66.67,2026-03-12
1053 CC VERACRUZ ANDAMAR,3,1,1,2,100.00,66.67,1,100.00,2026-03-12
1054 CC CDMX PARQUE LINDAVISTA,3,0,0,3,0.00,100.00,0,0.00,2026-03-12
1055 CC CDMX PARQUE VIA VALLEJO,4,1,1,3,100.00,75.00,1,100.00,2026-03-12
1058 AP TIJUANA AMBULATORIO,6,4,4,2,100.00,33.33,2,50.00,2026-03-12
1064 CC CDMX SATÉLITE,1,1,1,0,100.00,0.00,1,100.00,2026-03-12
1065 CC CDMX PARQUE TEPEYAC,5,3,4,1,75.00,25.00,3,100.00,2026-03-12
1066 CC CANCUN AMERICAS,4,2,2,2,100.00,50.00,2,100.00,2026-03-12
1067 AP AERO DF AMBULATORIO T1,1,0,1,0,0.00,0.00,0,0.00,2026-03-12
1068 AP AERO MERIDA AMBULATORIO,1,0,1,0,0.00,0.00,0,0.00,2026-03-12
1069 AP TIJUANA ISLA,2,1,1,1,100.00,50.00,1,100.00,2026-03-12
2001 TC GUADALAJARA CAÑADAS,9,3,5,4,60.00,57.14,3,100.00,2026-03-12
2004 CC LEON MULZA,13,2,10,3,20.00,60.00,2,100.00,2026-03-12
2008 CC CDMX PUNTA NORTE,1,1,1,0,100.00,0.00,1,100.00,2026-03-12
2009 CC CANCÚN PASEOS,18,8,10,8,80.00,50.00,8,100.00,2026-03-12
2011 TC GUADALAJARA TESISTÁN,5,1,3,2,33.33,66.67,1,100.00,2026-03-12
2012 CC LERMA PLAZAS OUTLET,18,4,13,5,30.77,55.56,4,100.00,2026-03-12
2014 CC CUERNAVACA FORUM,12,3,5,7,60.00,70.00,3,100.00,2026-03-12
2015 EXPLANADA PACHUCA,15,4,6,9,66.67,69.23,4,100.00,2026-03-12
2016 CC QUERETARO PREMIUM OUTLETS,5,2,3,2,66.67,50.00,2,100.00,2026-03-12
2018 CC EXPLANADA CULIACAN,8,4,5,3,80.00,42.86,4,100.00,2026-03-12
2021 CC CDMX PORTAL CENTRO,6,1,4,2,25.00,66.67,1,100.00,2026-03-12
2022 CC LEON NUEVO MULZA,11,4,9,2,44.44,33.33,4,100.00,2026-03-12
2023 CC OUTLET RIVIERA MAYA,8,3,7,1,42.86,25.00,3,100.00,2026-03-12
2024 CC OUTLET LEON,4,1,1,3,100.00,75.00,1,100.00,2026-03-12
2050 TC GUADALAJARA MFS VALLARTA,6,3,5,1,60.00,25.00,3,100.00,2026-03-12
