Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,5,11,2,45.45,28.57,5,100.00,2026-06-02
1002 AP PUERTO VALLARTA LOCAL,4,1,3,1,33.33,50.00,1,100.00,2026-06-02
1003 AP PUERTO VALLARTA ESCALA,1,1,1,0,100.00,0.00,1,100.00,2026-06-02
1004 AP MERIDA,14,8,12,2,66.67,20.00,7,87.50,2026-06-02
1010 AP CDMX BJ T2,5,1,5,0,20.00,0.00,1,100.00,2026-06-02
1015 CC GUADALAJARA PLAZA ANDARES,6,0,1,5,0.00,100.00,0,0.00,2026-06-02
1017 CC MORELIA AMERICAS,16,6,9,7,66.67,53.85,5,83.33,2026-06-02
1020 AP GUADALAJARA ISLA,17,6,14,3,42.86,33.33,2,33.33,2026-06-02
1021 CC PUEBLA ANGELOPOLIS,7,4,5,2,80.00,33.33,3,75.00,2026-06-02
1023 CC SAN LUIS POTOSÍ,10,6,6,4,100.00,40.00,6,100.00,2026-06-02
1024 CC VILLAHERMOSA ALTABRISA,9,4,4,5,100.00,55.56,4,100.00,2026-06-02
1026 AP VILLAHERMOSA,11,3,4,7,75.00,70.00,2,66.67,2026-06-02
1030 AP CULIACÁN,6,0,5,1,0.00,100.00,0,0.00,2026-06-02
1031 CC CDMX FORUM BUENAVISTA,16,11,11,5,100.00,31.25,11,100.00,2026-06-02
1032 CC CAMPECHE GALERIAS,10,1,1,9,100.00,90.00,1,100.00,2026-06-02
1034 CC QUERETARO PLAZA ANTEA,4,1,3,1,33.33,50.00,1,100.00,2026-06-02
1036 CC CULIACÁN PLAZA FORUM,10,4,4,6,100.00,60.00,4,100.00,2026-06-02
1037 AP CANCÚN SALA AIRE,14,0,14,0,0.00,0.00,0,0.00,2026-06-02
1038 AP LOS CABOS,6,2,5,1,40.00,33.33,2,100.00,2026-06-02
1042 CC GUADALAJARA GALERIAS,4,2,4,0,50.00,0.00,1,50.00,2026-06-02
1045 CC TUXTLA FASHION MALL,9,4,4,5,100.00,55.56,4,100.00,2026-06-02
1046 CC CABOS PUERTO PARAISO,14,7,8,6,87.50,46.15,6,85.71,2026-06-02
1047 CC GUADALAJARA PLAZA PATRIA,2,0,1,1,0.00,100.00,0,0.00,2026-06-02
1048 AP DEL BAJIO,8,2,4,4,50.00,66.67,1,50.00,2026-06-02
1049 CC GUADALAJARA LA PERLA,4,2,3,1,66.67,33.33,2,100.00,2026-06-02
1052 CC CDMX LAS ANTENAS,6,2,3,3,66.67,60.00,1,50.00,2026-06-02
1053 CC VERACRUZ ANDAMAR,5,2,4,1,50.00,33.33,2,100.00,2026-06-02
1054 CC CDMX PARQUE LINDAVISTA,5,5,5,0,100.00,0.00,4,80.00,2026-06-02
1055 CC CDMX PARQUE VIA VALLEJO,2,1,1,1,100.00,50.00,1,100.00,2026-06-02
1058 AP TIJUANA AMBULATORIO,2,0,2,0,0.00,0.00,0,0.00,2026-06-02
1064 CC CDMX SATÉLITE,8,6,7,1,85.71,14.29,5,83.33,2026-06-02
1065 CC CDMX PARQUE TEPEYAC,10,4,4,6,100.00,60.00,4,100.00,2026-06-02
1066 CC CANCUN AMERICAS,7,5,5,2,100.00,28.57,5,100.00,2026-06-02
1067 AP AERO DF AMBULATORIO T1,4,0,4,0,0.00,0.00,0,0.00,2026-06-02
1068 AP AERO MERIDA AMBULATORIO,13,6,12,1,50.00,14.29,6,100.00,2026-06-02
1069 AP TIJUANA ISLA,6,2,6,0,33.33,0.00,2,100.00,2026-06-02
2001 TC GUADALAJARA CAÑADAS,12,2,4,8,50.00,80.00,2,100.00,2026-06-02
2008 CC CDMX PUNTA NORTE,10,4,8,2,50.00,33.33,4,100.00,2026-06-02
2009 CC CANCÚN PASEOS,14,4,6,8,66.67,66.67,4,100.00,2026-06-02
2011 TC GUADALAJARA TESISTÁN,3,0,2,1,0.00,100.00,0,0.00,2026-06-02
2012 CC LERMA PLAZAS OUTLET,8,1,6,2,16.67,66.67,1,100.00,2026-06-02
2014 CC CUERNAVACA FORUM,6,1,4,2,25.00,66.67,0,0.00,2026-06-02
2015 EXPLANADA PACHUCA,8,2,4,4,50.00,66.67,2,100.00,2026-06-02
2016 CC QUERETARO PREMIUM OUTLETS,10,2,8,2,25.00,50.00,2,100.00,2026-06-02
2018 CC EXPLANADA CULIACAN,12,4,6,6,66.67,60.00,4,100.00,2026-06-02
2021 CC CDMX PORTAL CENTRO,8,4,5,3,80.00,42.86,4,100.00,2026-06-02
2022 CC LEON NUEVO MULZA,7,1,4,3,25.00,75.00,1,100.00,2026-06-02
2023 CC OUTLET RIVIERA MAYA,6,2,5,1,40.00,33.33,2,100.00,2026-06-02
2024 CC OUTLET LEON,4,2,2,2,100.00,50.00,2,100.00,2026-06-02
2050 TC GUADALAJARA MFS VALLARTA,4,2,4,0,50.00,0.00,2,100.00,2026-06-02
