Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,13,7,11,2,63.64,22.22,5,71.43,2026-02-15
1002 AP PUERTO VALLARTA LOCAL,1,0,0,1,0.00,100.00,0,0.00,2026-02-15
1003 AP PUERTO VALLARTA ESCALA,2,2,2,0,100.00,0.00,1,50.00,2026-02-15
1004 AP MERIDA,4,3,4,0,75.00,0.00,2,66.67,2026-02-15
1010 AP CDMX BJ T2,17,1,14,3,7.14,75.00,1,100.00,2026-02-15
1015 CC GUADALAJARA PLAZA ANDARES,7,6,6,1,100.00,14.29,0,0.00,2026-02-15
1017 CC MORELIA AMERICAS,10,5,6,4,83.33,44.44,5,100.00,2026-02-15
1018 CC MERIDA ALTABRISA,13,7,7,6,100.00,46.15,7,100.00,2026-02-15
1020 AP GUADALAJARA ISLA,18,7,14,4,50.00,36.36,7,100.00,2026-02-15
1021 CC PUEBLA ANGELOPOLIS,10,8,8,2,100.00,20.00,7,87.50,2026-02-15
1023 CC SAN LUIS POTOSÍ,6,5,6,0,83.33,0.00,3,60.00,2026-02-15
1024 CC VILLAHERMOSA ALTABRISA,9,6,7,2,85.71,25.00,6,100.00,2026-02-15
1025 CC MERIDA GALERIAS,12,7,8,4,87.50,36.36,7,100.00,2026-02-15
1026 AP VILLAHERMOSA,5,3,4,1,75.00,25.00,3,100.00,2026-02-15
1030 AP CULIACÁN,1,1,1,0,100.00,0.00,0,0.00,2026-02-15
1031 CC CDMX FORUM BUENAVISTA,6,5,5,1,100.00,16.67,4,80.00,2026-02-15
1032 CC CAMPECHE GALERIAS,10,5,5,5,100.00,50.00,4,80.00,2026-02-15
1034 CC QUERETARO PLAZA ANTEA,9,6,6,3,100.00,33.33,6,100.00,2026-02-15
1036 CC CULIACÁN PLAZA FORUM,9,3,5,4,60.00,57.14,3,100.00,2026-02-15
1037 AP CANCÚN SALA AIRE,8,1,7,1,14.29,50.00,1,100.00,2026-02-15
1038 AP LOS CABOS,10,1,10,0,10.00,0.00,1,100.00,2026-02-15
1042 CC GUADALAJARA GALERIAS,3,1,1,2,100.00,66.67,1,100.00,2026-02-15
1044 CC MERIDA LA ISLA,8,5,5,3,100.00,37.50,5,100.00,2026-02-15
1045 CC TUXTLA FASHION MALL,4,0,0,4,0.00,100.00,0,0.00,2026-02-15
1046 CC CABOS PUERTO PARAISO,20,8,11,9,72.73,52.94,8,100.00,2026-02-15
1047 CC GUADALAJARA PLAZA PATRIA,4,0,0,4,0.00,100.00,0,0.00,2026-02-15
1048 AP DEL BAJIO,7,3,4,3,75.00,50.00,3,100.00,2026-02-15
1049 CC GUADALAJARA LA PERLA,7,4,5,2,80.00,33.33,3,75.00,2026-02-15
1052 CC CDMX LAS ANTENAS,15,2,12,3,16.67,60.00,2,100.00,2026-02-15
1053 CC VERACRUZ ANDAMAR,6,5,5,1,100.00,16.67,5,100.00,2026-02-15
1054 CC CDMX PARQUE LINDAVISTA,7,4,4,3,100.00,42.86,4,100.00,2026-02-15
1055 CC CDMX PARQUE VIA VALLEJO,8,4,5,3,80.00,42.86,4,100.00,2026-02-15
1058 AP TIJUANA AMBULATORIO,5,4,4,1,100.00,20.00,3,75.00,2026-02-15
1064 CC CDMX SATÉLITE,10,7,8,2,87.50,22.22,7,100.00,2026-02-15
1065 CC CDMX PARQUE TEPEYAC,10,6,6,4,100.00,40.00,6,100.00,2026-02-15
1066 CC CANCUN AMERICAS,5,1,2,3,50.00,75.00,1,100.00,2026-02-15
1068 AP AERO MERIDA AMBULATORIO,10,1,6,4,16.67,80.00,1,100.00,2026-02-15
1069 AP TIJUANA ISLA,6,2,5,1,40.00,33.33,2,100.00,2026-02-15
2001 TC GUADALAJARA CAÑADAS,12,2,4,8,50.00,80.00,2,100.00,2026-02-15
2004 CC LEON MULZA,47,25,41,6,60.98,19.35,23,92.00,2026-02-15
2008 CC CDMX PUNTA NORTE,42,27,34,8,79.41,22.86,27,100.00,2026-02-15
2009 CC CANCÚN PASEOS,46,23,28,18,82.14,43.90,22,95.65,2026-02-15
2012 CC LERMA PLAZAS OUTLET,38,13,28,10,46.43,43.48,13,100.00,2026-02-15
2014 CC CUERNAVACA FORUM,32,19,22,10,86.36,34.48,15,78.95,2026-02-15
2015 EXPLANADA PACHUCA,35,20,25,10,80.00,33.33,19,95.00,2026-02-15
2016 CC QUERETARO PREMIUM OUTLETS,30,13,23,7,56.52,35.00,12,92.31,2026-02-15
2018 CC EXPLANADA CULIACAN,29,20,22,7,90.91,25.93,19,95.00,2026-02-15
2021 CC CDMX PORTAL CENTRO,22,11,13,9,84.62,45.00,10,90.91,2026-02-15
2022 CC LEON NUEVO MULZA,31,16,29,2,55.17,11.11,16,100.00,2026-02-15
2023 CC OUTLET RIVIERA MAYA,29,12,19,10,63.16,45.45,12,100.00,2026-02-15
2024 CC OUTLET LEON,21,6,14,7,42.86,53.85,6,100.00,2026-02-15
2050 TC GUADALAJARA MFS VALLARTA,11,5,5,6,100.00,54.55,5,100.00,2026-02-15
