Tienda,Orders,Registrados,Tickets Válidos,Recompras,Conversion (%),Tasa Recompras (%),Verificados,% Verificados,FechaBase
1001 AP GUADALAJARA,6,5,5,1,100.00,16.67,3,60.00,2026-04-15
1002 AP PUERTO VALLARTA LOCAL,8,7,7,1,100.00,12.50,5,71.43,2026-04-15
1003 AP PUERTO VALLARTA ESCALA,7,5,6,1,83.33,16.67,3,60.00,2026-04-15
1004 AP MERIDA,4,1,2,2,50.00,66.67,1,100.00,2026-04-15
1010 AP CDMX BJ T2,7,2,7,0,28.57,0.00,1,50.00,2026-04-15
1015 CC GUADALAJARA PLAZA ANDARES,2,1,2,0,50.00,0.00,1,100.00,2026-04-15
1017 CC MORELIA AMERICAS,4,3,3,1,100.00,25.00,3,100.00,2026-04-15
1018 CC MERIDA ALTABRISA,4,2,2,2,100.00,50.00,2,100.00,2026-04-15
1020 AP GUADALAJARA ISLA,6,2,6,0,33.33,0.00,2,100.00,2026-04-15
1021 CC PUEBLA ANGELOPOLIS,8,2,2,6,100.00,75.00,1,50.00,2026-04-15
1023 CC SAN LUIS POTOSÍ,1,0,0,1,0.00,100.00,0,0.00,2026-04-15
1024 CC VILLAHERMOSA ALTABRISA,4,3,3,1,100.00,25.00,3,100.00,2026-04-15
1025 CC MERIDA GALERIAS,7,4,6,1,66.67,20.00,4,100.00,2026-04-15
1026 AP VILLAHERMOSA,6,5,5,1,100.00,16.67,5,100.00,2026-04-15
1030 AP CULIACÁN,7,2,2,5,100.00,71.43,2,100.00,2026-04-15
1031 CC CDMX FORUM BUENAVISTA,10,3,5,5,60.00,62.50,3,100.00,2026-04-15
1032 CC CAMPECHE GALERIAS,4,1,1,3,100.00,75.00,1,100.00,2026-04-15
1034 CC QUERETARO PLAZA ANTEA,1,0,0,1,0.00,100.00,0,0.00,2026-04-15
1036 CC CULIACÁN PLAZA FORUM,3,2,2,1,100.00,33.33,2,100.00,2026-04-15
1037 AP CANCÚN SALA AIRE,8,5,8,0,62.50,0.00,4,80.00,2026-04-15
1038 AP LOS CABOS,4,2,3,1,66.67,33.33,2,100.00,2026-04-15
1042 CC GUADALAJARA GALERIAS,3,2,2,1,100.00,33.33,2,100.00,2026-04-15
1044 CC MERIDA LA ISLA,3,2,2,1,100.00,33.33,2,100.00,2026-04-15
1045 CC TUXTLA FASHION MALL,3,0,0,3,0.00,100.00,0,0.00,2026-04-15
1046 CC CABOS PUERTO PARAISO,12,5,7,5,71.43,50.00,5,100.00,2026-04-15
1047 CC GUADALAJARA PLAZA PATRIA,1,1,1,0,100.00,0.00,1,100.00,2026-04-15
1048 AP DEL BAJIO,3,1,1,2,100.00,66.67,1,100.00,2026-04-15
1049 CC GUADALAJARA LA PERLA,1,1,1,0,100.00,0.00,1,100.00,2026-04-15
1052 CC CDMX LAS ANTENAS,8,2,5,3,40.00,60.00,2,100.00,2026-04-15
1053 CC VERACRUZ ANDAMAR,4,3,3,1,100.00,25.00,2,66.67,2026-04-15
1054 CC CDMX PARQUE LINDAVISTA,5,3,3,2,100.00,40.00,3,100.00,2026-04-15
1055 CC CDMX PARQUE VIA VALLEJO,6,4,4,2,100.00,33.33,4,100.00,2026-04-15
1058 AP TIJUANA AMBULATORIO,6,4,4,2,100.00,33.33,3,75.00,2026-04-15
1064 CC CDMX SATÉLITE,1,1,1,0,100.00,0.00,1,100.00,2026-04-15
1065 CC CDMX PARQUE TEPEYAC,8,6,6,2,100.00,25.00,6,100.00,2026-04-15
1066 CC CANCUN AMERICAS,8,4,4,4,100.00,50.00,4,100.00,2026-04-15
1067 AP AERO DF AMBULATORIO T1,3,1,2,1,50.00,50.00,0,0.00,2026-04-15
1068 AP AERO MERIDA AMBULATORIO,3,0,0,3,0.00,100.00,0,0.00,2026-04-15
1069 AP TIJUANA ISLA,7,2,5,2,40.00,50.00,1,50.00,2026-04-15
2001 TC GUADALAJARA CAÑADAS,7,2,3,4,66.67,66.67,2,100.00,2026-04-15
2004 CC LEON MULZA,7,5,6,1,83.33,16.67,5,100.00,2026-04-15
2008 CC CDMX PUNTA NORTE,6,0,5,1,0.00,100.00,0,0.00,2026-04-15
2009 CC CANCÚN PASEOS,11,2,4,7,50.00,77.78,1,50.00,2026-04-15
2011 TC GUADALAJARA TESISTÁN,9,2,4,5,50.00,71.43,2,100.00,2026-04-15
2012 CC LERMA PLAZAS OUTLET,12,3,9,3,33.33,50.00,3,100.00,2026-04-15
2014 CC CUERNAVACA FORUM,8,6,7,1,85.71,14.29,6,100.00,2026-04-15
2015 EXPLANADA PACHUCA,8,2,6,2,33.33,50.00,1,50.00,2026-04-15
2016 CC QUERETARO PREMIUM OUTLETS,12,2,6,6,33.33,75.00,2,100.00,2026-04-15
2018 CC EXPLANADA CULIACAN,10,2,6,4,33.33,66.67,2,100.00,2026-04-15
2021 CC CDMX PORTAL CENTRO,6,2,3,3,66.67,60.00,2,100.00,2026-04-15
2022 CC LEON NUEVO MULZA,6,3,6,0,50.00,0.00,3,100.00,2026-04-15
2023 CC OUTLET RIVIERA MAYA,10,2,6,4,33.33,66.67,2,100.00,2026-04-15
2024 CC OUTLET LEON,2,0,1,1,0.00,100.00,0,0.00,2026-04-15
2050 TC GUADALAJARA MFS VALLARTA,8,3,5,3,60.00,50.00,3,100.00,2026-04-15
